# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(*)rho_adm            16:(*)rho_adr            17:(.)rho_tot            18:(.)p_tot              19:(.)p_tot_prime        20:gr.fac. D             21:gr.fac. f             22:rel. alpha            23:rel. m_e           
       8.355529678256e+07       9.950351269851e-14       5.098213257952e-03       1.638930043156e+10       1.302589921842e+04       1.558955513786e-04       1.088382888080e+12       2.943448821688e-03       1.341142845779e+20       1.451932920063e+15       9.222840929241e+15       4.101823065655e-08       1.097879838089e+20       2.686091686360e+20       2.673612987374e+14       2.469595811403e+19       2.686091686360e+20       8.953274216694e+19      -6.378829603254e+22       1.568376246266e-04       6.904043395170e-02       1.014080000000e+00       9.724000000000e-01 
       8.266197231466e+07       1.016657793790e-13       5.153308866284e-03       1.604072769834e+10       1.302589916332e+04       1.575803073771e-04       1.076746529038e+12       2.975258156544e-03       1.284701248766e+20       1.405859383638e+15       8.930176652797e+15       4.101823065655e-08       1.051675892264e+20       2.573049450923e+20       2.588772425074e+14       2.365663607603e+19       2.573049450923e+20       8.576478339301e+19      -6.045051191350e+22       1.569540166058e-04       6.898988074024e-02       1.014080000000e+00       9.724000000000e-01 
       8.177819875049e+07       1.038750331529e-13       5.208999878960e-03       1.569956855564e+10       1.302589910763e+04       1.592832704483e-04       1.065234579153e+12       3.007411245011e-03       1.230634979544e+20       1.361247878088e+15       8.646799360631e+15       4.101823065655e-08       1.007416425731e+20       2.464764528334e+20       2.506624070302e+14       2.266105359629e+19       2.464764528334e+20       8.215539804124e+19      -5.728738070433e+22       1.570704096793e-04       6.893940942881e-02       1.014080000000e+00       9.724000000000e-01 
       8.090387397735e+07       1.061322950673e-13       5.265292729746e-03       1.536566532773e+10       1.302589905134e+04       1.610046373549e-04       1.053845708317e+12       3.039911801832e-03       1.178844073151e+20       1.318052009445e+15       8.372414353034e+15       4.101823065655e-08       9.650196056571e+19       2.361036709639e+20       2.427082492443e+14       2.170736990853e+19       2.361036709639e+20       7.869791259643e+19      -5.428976351019e+22       1.571868038598e-04       6.888901991688e-02       1.014080000000e+00       9.724000000000e-01 
       8.003889697430e+07       1.084386083549e-13       5.322193921529e-03       1.503886369239e+10       1.302589899444e+04       1.627446069862e-04       1.042578600639e+12       3.072763581895e-03       1.129232771620e+20       1.276226855935e+15       8.106736281871e+15       4.101823065655e-08       9.244070431224e+19       2.261674211584e+20       2.350064971814e+14       2.079382171458e+19       2.261674211584e+20       7.538593439626e+19      -5.144899963864e+22       1.573031991601e-04       6.883871210510e-02       1.014080000000e+00       9.724000000000e-01 
       7.918316780043e+07       1.107950389200e-13       5.379710029956e-03       1.471901260961e+10       1.302589893692e+04       1.645033803806e-04       1.031431954299e+12       3.105970380660e-03       1.081709346930e+20       1.235728921271e+15       7.849488853833e+15       4.101823065655e-08       8.855036481797e+19       2.166493322020e+20       2.275491413640e+14       1.991871992415e+19       2.166493322020e+20       7.221333981170e+19      -4.875688157718e+22       1.574195955932e-04       6.878848589540e-02       1.014080000000e+00       9.724000000000e-01 
       7.833658758334e+07       1.132026758291e-13       5.437847697976e-03       1.440596425178e+10       1.302589887878e+04       1.662811607493e-04       1.020404481395e+12       3.139536034601e-03       1.036185931406e+20       1.196516089411e+15       7.600404543099e+15       4.101823065655e-08       8.482374910202e+19       2.075318060235e+20       2.203284264754e+14       1.908044653178e+19       2.075318060235e+20       6.917426292481e+19      -4.620563128013e+22       1.575359931722e-04       6.873834119094e-02       1.014080000000e+00       9.724000000000e-01 
       7.749905850774e+07       1.156626318150e-13       5.496613643118e-03       1.409957393534e+10       1.302589882002e+04       1.680781534996e-04       1.009494907794e+12       3.173464421651e-03       9.925783552596e+19       1.158547580766e+15       7.359224313130e+15       4.101823065655e-08       8.125396689797e+19       1.987979851580e+20       2.133368432952e+14       1.827745162534e+19       1.987979851580e+20       6.626308468309e+19      -4.378787769629e+22       1.576523919103e-04       6.868827789616e-02       1.014080000000e+00       9.724000000000e-01 
       7.667048380411e+07       1.181760437883e-13       5.556014657486e-03       1.379970005394e+10       1.302589876061e+04       1.698945662584e-04       9.987019729856e+11       3.207759461643e-03       9.508059909601e+19       1.121783909783e+15       7.125697347272e+15       4.101823065655e-08       7.783441791420e+19       1.904317215788e+20       2.065671208896e+14       1.750825052024e+19       1.904317215788e+20       6.347442251015e+19      -4.149663547253e+22       1.577687918209e-04       6.863829591671e-02       1.014080000000e+00       9.724000000000e-01 
       7.585076773751e+07       1.207440733653e-13       5.616057600491e-03       1.350620401301e+10       1.302589870057e+04       1.717306088966e-04       9.880244299354e+11       3.242425116770e-03       9.107916041644e+19       1.086186843889e+15       6.899580787928e+15       4.101823065655e-08       7.455877963042e+19       1.824175468411e+20       2.000122190501e+14       1.677142101444e+19       1.824175468411e+20       6.080312035376e+19      -3.932528477173e+22       1.578851929176e-04       6.858839515951e-02       1.014080000000e+00       9.724000000000e-01 
       7.503981559659e+07       1.233679074056e-13       5.676749409758e-03       1.321895016565e+10       1.302589863988e+04       1.735864935532e-04       9.774610449424e+11       3.277465392037e-03       8.724612109129e+19       1.051719363729e+15       6.680639483990e+15       4.101823065655e-08       7.142099560769e+19       1.747406434820e+20       1.936653209721e+14       1.606560075882e+19       1.747406434820e+20       5.824423915260e+19      -3.726755214674e+22       1.580015952142e-04       6.853857553279e-02       1.014080000000e+00       9.724000000000e-01 
       7.423753368256e+07       1.260487585589e-13       5.738097099311e-03       1.293780574997e+10       1.302589857853e+04       1.754624346597e-04       9.670105974953e+11       3.312884335730e-03       8.357439408392e+19       1.018345624664e+15       6.468645746294e+15       4.101823065655e-08       6.841526429051e+19       1.673868176240e+20       1.875198261653e+14       1.538948473832e+19       1.673868176240e+20       5.579304770425e+19      -3.531749241514e+22       1.581179987245e-04       6.848883694601e-02       1.014080000000e+00       9.724000000000e-01 
       7.344382929842e+07       1.287878658275e-13       5.800107754112e-03       1.266264082773e+10       1.302589851652e+04       1.773586489647e-04       9.566718801318e+11       3.348686039877e-03       8.005719061351e+19       9.860309194992e+14       6.263379110835e+15       4.101823065655e-08       6.553602828014e+19       1.603424727321e+20       1.815693435900e+14       1.474182285907e+19       1.603424727321e+20       5.344501391757e+19      -3.346947148249e+22       1.582344034626e-04       6.843917930996e-02       1.014080000000e+00       9.724000000000e-01 
       7.265861073822e+07       1.315864951334e-13       5.862788540981e-03       1.239332822428e+10       1.302589845384e+04       1.792753555597e-04       9.464436982991e+11       3.384874640723e-03       7.668800760304e+19       9.547416423859e+14       6.064626109496e+15       4.101823065655e-08       6.277796405926e+19       1.535945844748e+20       1.758076850107e+14       1.412141763701e+19       1.535945844748e+20       5.119579643311e+19      -3.171815006424e+22       1.583508094426e-04       6.838960253668e-02       1.014080000000e+00       9.724000000000e-01 
       7.188178727649e+07       1.344459399100e-13       5.926146699494e-03       1.212974346979e+10       1.302589839048e+04       1.812127759034e-04       9.363248702157e+11       3.421454319210e-03       7.346061565558e+19       9.244452538758e+14       5.872180048043e+15       4.101823065655e-08       6.013597214924e+19       1.471306766428e+20       1.702288585599e+14       1.352712198385e+19       1.471306766428e+20       4.904123659622e+19      -3.005846825955e+22       1.584672166789e-04       6.834010653950e-02       1.014080000000e+00       9.724000000000e-01 
       7.111326915773e+07       1.373675216973e-13       5.990189551085e-03       1.187176474170e+10       1.302589832644e+04       1.831711338481e-04       9.263142267353e+11       3.458429301459e-03       7.036904753649e+19       8.951102470798e+14       5.685840791181e+15       4.101823065655e-08       5.760516768146e+19       1.409387980822e+20       1.648270625079e+14       1.295783708615e+19       1.409387980822e+20       4.697735076803e+19      -2.848563093219e+22       1.585836251861e-04       6.829069123311e-02       1.014080000000e+00       9.724000000000e-01 
       7.035296758608e+07       1.403525907528e-13       6.054924495402e-03       1.161927280844e+10       1.302589826170e+04       1.851506556652e-04       9.164106112111e+11       3.495803859254e-03       6.740758714042e+19       8.667061149030e+14       5.505414554418e+15       4.101823065655e-08       5.518087136554e+19       1.350075005970e+20       1.595966792282e+14       1.241251037373e+19       1.350075005970e+20       4.500032295989e+19      -2.699509385648e+22       1.587000349788e-04       6.824135653346e-02       1.014080000000e+00       9.724000000000e-01 
       6.960079471499e+07       1.434025266745e-13       6.120359008492e-03       1.137215097433e+10       1.302589819627e+04       1.871515700713e-04       9.066128793629e+11       3.533582310542e-03       6.457075892262e+19       8.392033183186e+14       5.330713702538e+15       4.101823065655e-08       5.285860083765e+19       1.293258177831e+20       1.545322693563e+14       1.189013357349e+19       1.293258177831e+20       4.310649777792e+19      -2.558255058810e+22       1.588164460720e-04       6.819210235786e-02       1.014080000000e+00       9.724000000000e-01 
       6.885666363716e+07       1.465187390377e-13       6.186500653712e-03       1.113028502562e+10       1.302589813013e+04       1.891741082547e-04       8.969198991441e+11       3.571769019926e-03       6.185331777502e+19       8.125732556482e+14       5.161556554469e+15       4.101823065655e-08       5.063406237290e+19       1.238832447515e+20       1.496285661324e+14       1.138974084523e+19       1.238832447515e+20       4.129237366438e+19      -2.424392002196e+22       1.589328584806e-04       6.814292862489e-02       1.014080000000e+00       9.724000000000e-01 
       6.812048837442e+07       1.497026680498e-13       6.253357070818e-03       1.089356317770e+10       1.302589806327e+04       1.912185039023e-04       8.873305506114e+11       3.610368399172e-03       5.925023932833e+19       7.867882328177e+14       4.997767194343e+15       4.101823065655e-08       4.850314294655e+19       1.186697187066e+20       1.448804699244e+14       1.091040699583e+19       1.186697187066e+20       3.955459642357e+19      -2.297533460103e+22       1.590492722199e-04       6.809383525451e-02       1.014080000000e+00       9.724000000000e-01 
       6.739218386784e+07       1.529557852143e-13       6.320935985059e-03       1.066187602348e+10       1.302589799569e+04       1.932849932264e-04       8.778437257954e+11       3.649384907720e-03       5.675671066237e+19       7.618214345569e+14       4.839175288553e+15       4.101823065655e-08       4.646190262925e+19       1.136756003400e+20       1.402830429248e+14       1.045124576864e+19       1.136756003400e+20       3.788995302009e+19      -2.177312914227e+22       1.591656873052e-04       6.804482216802e-02       1.014080000000e+00       9.724000000000e-01 
       6.667166596790e+07       1.562795940113e-13       6.389245201717e-03       1.043511648276e+10       1.302589792738e+04       1.953738149919e-04       8.684583285724e+11       3.688823053196e-03       5.436812140726e+19       7.376468965122e+14       4.685615908610e+15       4.101823065655e-08       4.450656730244e+19       1.088916560089e+20       1.358315040151e+14       1.001140820486e+19       1.088916560089e+20       3.629536563819e+19      -2.063383024715e+22       1.592821037522e-04       6.799588928807e-02       1.014080000000e+00       9.724000000000e-01 
       6.595885142473e+07       1.596756305883e-13       6.458292615207e-03       1.021317975281e+10       1.302589785834e+04       1.974852105440e-04       8.591732745376e+11       3.728687391932e-03       5.208005521917e+19       7.142394782454e+14       4.536929359627e+15       4.101823065655e-08       4.263352168017e+19       1.043090406633e+20       1.315212237938e+14       9.590081073895e+18       1.043090406633e+20       3.476788599108e+19      -1.955414626634e+22       1.593985215766e-04       6.794703653863e-02       1.014080000000e+00       9.724000000000e-01 
       6.525365787855e+07       1.631454644754e-13       6.528086201797e-03       9.995963259876e+09       1.302589778854e+04       1.996194238363e-04       8.499874908804e+11       3.768982529497e-03       4.988828161478e+19       6.915748370885e+14       4.392961014244e+15       4.101823065655e-08       4.083930262477e+19       9.991928149280e+19       1.273477197625e+14       9.186485369680e+18       9.991928149280e+19       3.330468986974e+19      -1.853095778948e+22       1.595149407942e-04       6.789826384507e-02       1.014080000000e+00       9.724000000000e-01 
       6.455600385010e+07       1.666906993090e-13       6.598634025067e-03       9.783366611788e+09       1.302589771800e+04       2.017767014586e-04       8.408999162598e+11       3.809713121223e-03       4.778874814939e+19       6.696294028284e+14       4.253561151822e+15       4.101823065655e-08       3.912059274364e+19       9.571426226065e+19       1.233066516635e+14       8.799874870408e+18       9.571426226065e+19       3.190307192115e+19      -1.756130863261e+22       1.596313614212e-04       6.784957113414e-02       1.014080000000e+00       9.724000000000e-01 
       6.386580873126e+07       1.703129735730e-13       6.669944234091e-03       9.575291551578e+09       1.302589764669e+04       2.039572926656e-04       8.319095006821e+11       3.850883872748e-03       4.577757292425e+19       6.483803531952e+14       4.118584802738e+15       4.101823065655e-08       3.747421425570e+19       9.168620829771e+19       1.193938169668e+14       8.429534758791e+18       9.168620829771e+19       3.056044064625e+19      -1.664239729713e+22       1.597477834740e-04       6.780095833394e-02       1.014080000000e+00       9.724000000000e-01 
       6.318299277573e+07       1.740139613564e-13       6.742025070707e-03       9.371641912051e+09       1.302589757460e+04       2.061614494058e-04       8.230152053795e+11       3.892499540557e-03       4.385103740915e+19       6.278055901278e+14       3.987891597628e+15       4.101823065655e-08       3.589712311581e+19       8.782767212770e+19       1.156051464994e+14       8.074780300412e+18       8.782767212770e+19       2.927431360846e+19      -1.577156887579e+22       1.598642069689e-04       6.775242537400e-02       1.014080000000e+00       9.724000000000e-01 
       6.250747708979e+07       1.777953731217e-13       6.814884860432e-03       9.172323571343e+09       1.302589750174e+04       2.083894263504e-04       8.142160026902e+11       3.934564932530e-03       4.200557956710e+19       6.078837167926e+14       3.861345621403e+15       4.101823065655e-08       3.438640338658e+19       8.413151969742e+19       1.119367002134e+14       7.734955577699e+18       8.413151969742e+19       2.804231284379e+19      -1.494630738210e+22       1.599806319227e-04       6.770397218521e-02       1.014080000000e+00       9.724000000000e-01 
       6.183918362324e+07       1.816589565039e-13       6.888532021549e-03       8.977244409422e+09       1.302589742810e+04       2.106414809228e-04       8.055108759395e+11       3.977084908500e-03       4.023778726840e+19       5.885940153327e+14       3.738815271909e+15       4.101823065655e-08       3.293926184698e+19       8.059091718650e+19       1.083846630887e+14       7.409432277177e+18       8.059091718650e+19       2.686216046418e+19      -1.416422848116e+22       1.600970583521e-04       6.765559869988e-02       1.014080000000e+00       9.724000000000e-01 
       6.117803516030e+07       1.856064971134e-13       6.962975061469e-03       8.786314265508e+09       1.302589735365e+04       2.129178733283e-04       7.968988193223e+11       4.020064380813e-03       3.854439198179e+19       5.699164253213e+14       3.620173123063e+15       4.101823065655e-08       3.155302282783e+19       7.719931837226e+19       1.049453411657e+14       7.097608527753e+18       7.719931837226e+19       2.573167444579e+19      -1.342307260083e+22       1.602134862744e-04       6.760730485175e-02       1.014080000000e+00       9.724000000000e-01 
       6.052395531079e+07       1.896398193635e-13       7.038222582196e-03       8.599444896404e+09       1.302589727841e+04       2.152188665843e-04       7.883788377871e+11       4.063508314896e-03       3.692226273121e+19       5.518315229003e+14       3.505295792336e+15       4.101823065655e-08       3.022512326471e+19       7.395045252629e+19       1.016151577034e+14       6.798907787902e+18       7.395045252629e+19       2.464876459461e+19      -1.272069840344e+22       1.603299157067e-04       6.755909057598e-02       1.014080000000e+00       9.724000000000e-01 
       5.987686850119e+07       1.937607873090e-13       7.114283276678e-03       8.416549935715e+09       1.302589720235e+04       2.175447265506e-04       7.799499469209e+11       4.107421729828e-03       3.536840030675e+19       5.343205005800e+14       3.394063812445e+15       4.101823065655e-08       2.895310795899e+19       7.083831282039e+19       9.839064945984e+13       6.512777779677e+18       7.083831282039e+19       2.361142868181e+19      -1.205507659901e+22       1.604463466664e-04       6.751095580915e-02       1.014080000000e+00       9.724000000000e-01 
       5.923669996603e+07       1.979713055106e-13       7.191165932454e-03       8.237544853927e+09       1.302589712546e+04       2.198957219602e-04       7.716111728354e+11       4.151809698923e-03       3.387993171939e+19       5.173651476805e+14       3.286361507104e+15       4.101823065655e-08       2.773462503837e+19       6.785714522046e+19       9.526846309080e+13       6.238689467583e+18       6.785714522046e+19       2.261774874178e+19      -1.142428408222e+22       1.605627791713e-04       6.746290048930e-02       1.014080000000e+00       9.724000000000e-01 
       5.860337573914e+07       2.022733199172e-13       7.268879431649e-03       8.062346919342e+09       1.302589704775e+04       2.222721244500e-04       7.633615520546e+11       4.196677350315e-03       3.245410488897e+19       5.009478313931e+14       3.182076870733e+15       4.101823065655e-08       2.656742160836e+19       6.500143784782e+19       9.224535166209e+13       5.976136080428e+18       6.500143784782e+19       2.166588752592e+19      -1.082649837622e+22       1.606792132391e-04       6.741492455589e-02       1.014080000000e+00       9.724000000000e-01 
       5.797682264518e+07       2.066688187628e-13       7.347432752795e-03       7.890875159838e+09       1.302589696920e+04       2.246742085927e-04       7.552001314034e+11       4.242029867549e-03       3.108828355583e+19       4.850514784433e+14       3.081101451976e+15       4.101823065655e-08       2.544933958689e+19       6.226591078815e+19       8.931817127303e+13       5.724632174331e+18       6.226591078815e+19       2.075408510568e+19      -1.025999236714e+22       1.607956488881e-04       6.736702794989e-02       1.014080000000e+00       9.724000000000e-01 
       5.735696829114e+07       2.111598334877e-13       7.426834970829e-03       7.723050325450e+09       1.302589688979e+04       2.271022519282e-04       7.471259678975e+11       4.287872490181e-03       2.977994240648e+19       4.696595573351e+14       2.983330240913e+15       4.101823065655e-08       2.437831171411e+19       5.964550632944e+19       8.648387778694e+13       5.483712735176e+18       5.964550632944e+19       1.988065561859e+19      -9.723129314096e+21       1.609120861363e-04       6.731921061371e-02       1.014080000000e+00       9.724000000000e-01 
       5.674374105801e+07       2.157484396693e-13       7.507095260735e-03       7.558794851740e+09       1.302589680953e+04       2.295565349958e-04       7.391381286345e+11       4.334210514383e-03       2.852666240452e+19       4.547560611589e+14       2.888661559858e+15       4.101823065655e-08       2.335235773019e+19       5.713537961069e+19       8.373952366539e+13       5.252932318826e+18       5.713537961069e+19       1.904398415118e+19      -9.214358120329e+21       1.610285250023e-04       6.727147249124e-02       1.014080000000e+00       9.724000000000e-01 
       5.613707009249e+07       2.204367579914e-13       7.588222893901e-03       7.398032823946e+09       1.302589672841e+04       2.320373413666e-04       7.312356906860e+11       4.381049293552e-03       2.732612631798e+19       4.403254909454e+14       2.796996957617e+15       4.101823065655e-08       2.236958071396e+19       5.473088966418e+19       8.108225490284e+13       5.031864227527e+18       5.473088966418e+19       1.824252375316e+19      -8.732208851813e+21       1.611449655048e-04       6.722381352786e-02       1.014080000000e+00       9.724000000000e-01 
       5.553688529878e+07       2.252269552202e-13       7.670227241761e-03       7.240689941899e+09       1.302589664640e+04       2.345449576760e-04       7.234177409908e+11       4.428394238934e-03       2.617611443489e+19       4.263528395470e+14       2.708241107105e+15       4.101823065655e-08       2.142816357560e+19       5.242759083472e+19       7.850930805862e+13       4.820099720973e+18       5.242759083472e+19       1.747479257716e+19      -8.275288490311e+21       1.612614076627e-04       6.717623367046e-02       1.014080000000e+00       9.724000000000e-01 
       5.494311733052e+07       2.301212452065e-13       7.753117781249e-03       7.086693485684e+09       1.302589656351e+04       2.370796736573e-04       7.156833762501e+11       4.476250820243e-03       2.507450045921e+19       4.128235760312e+14       2.622301706205e+15       4.101823065655e-08       2.052636569697e+19       5.022122456004e+19       7.601800738312e+13       4.617247260573e+18       5.022122456004e+19       1.673937113892e+19      -7.842276908676e+21       1.613778514951e-04       6.712873286744e-02       1.014080000000e+00       9.724000000000e-01 
       5.435569758276e+07       2.351218899068e-13       7.836904087526e-03       6.935972282027e+09       1.302589647973e+04       2.396417821748e-04       7.080317028221e+11       4.524624566298e-03       2.401924757941e+19       3.997236305691e+14       2.539089381787e+15       4.101823065655e-08       1.966251971333e+19       4.810771149704e+19       7.360576203505e+13       4.422931785521e+18       4.810771149704e+19       1.603489969276e+19      -7.431923056755e+21       1.614942970214e-04       6.708131106872e-02       1.014080000000e+00       9.724000000000e-01 
       5.377455818403e+07       2.402312004268e-13       7.921595839434e-03       6.788456671400e+09       1.302589639503e+04       2.422315792577e-04       7.004618366198e+11       4.573521065654e-03       2.300840470261e+19       3.870393798035e+14       2.458517596754e+15       4.101823065655e-08       1.883502843050e+19       4.608314397948e+19       7.127006338717e+13       4.236794019331e+18       4.608314397948e+19       1.536007571748e+19      -7.043041346860e+21       1.616107442612e-04       6.703396822572e-02       1.014080000000e+00       9.724000000000e-01 
       5.319963198851e+07       2.454515380959e-13       8.007202823137e-03       6.644078475831e+09       1.302589630943e+04       2.448493641345e-04       6.929729030079e+11       4.622945967257e-03       2.204010284705e+19       3.747576326808e+14       2.380502560053e+15       4.101823065655e-08       1.804236187171e+19       4.414377879300e+19       6.900848241734e+13       4.058489805564e+18       4.414377879300e+19       1.471365150811e+19      -6.674508228373e+21       1.617271932341e-04       6.698670429143e-02       1.014080000000e+00       9.724000000000e-01 
       5.263085256826e+07       2.507853155550e-13       8.093734928480e-03       6.502770967388e+09       1.302589622289e+04       2.474954392674e-04       6.855640367025e+11       4.672904981088e-03       2.111255168653e+19       3.628656167335e+14       2.304963139536e+15       4.101823065655e-08       1.728305444884e+19       4.228603025430e+19       6.681866718252e+13       3.887689471499e+18       4.228603025430e+19       1.409443186896e+19      -6.325258941597e+21       1.618436439603e-04       6.693951922039e-02       1.014080000000e+00       9.724000000000e-01 
       5.206815420553e+07       2.562349978732e-13       8.181202152628e-03       6.364468837341e+09       1.302589613543e+04       2.501701103872e-04       6.782343816706e+11       4.723403878831e-03       2.022403624021e+19       3.513509647968e+14       2.231820777586e+15       4.101823065655e-08       1.655570225260e+19       4.050646358148e+19       6.469834037281e+13       3.724077218597e+18       4.050646358148e+19       1.350127190380e+19      -5.994284441458e+21       1.619600964600e-04       6.689241296871e-02       1.014080000000e+00       9.724000000000e-01 
       5.151147188523e+07       2.618031036797e-13       8.269614598248e-03       6.229108165978e+09       1.302589604701e+04       2.528736865288e-04       6.709830910316e+11       4.774448494528e-03       1.937291370166e+19       3.402017021478e+14       2.160999409415e+15       4.101823065655e-08       1.585896045678e+19       3.880178854346e+19       6.264529694318e+13       3.567350538602e+18       3.880178854346e+19       1.293307489902e+19      -5.680628482179e+21       1.620765507537e-04       6.684538549405e-02       1.014080000000e+00       9.724000000000e-01 
       5.096074128732e+07       2.674922063359e-13       8.358982484424e-03       6.096626393064e+09       1.302589595765e+04       2.556064800667e-04       6.638093269591e+11       4.826044725264e-03       1.855761040153e+19       3.294062340520e+14       2.092425383971e+15       4.101823065655e-08       1.519154083182e+19       3.716885337660e+19       6.065740182028e+13       3.417219654231e+18       3.716885337660e+19       1.238879029586e+19      -5.383384854500e+21       1.621930068620e-04       6.679843675564e-02       1.014080000000e+00       9.724000000000e-01 
       5.041589877948e+07       2.733049351234e-13       8.449316132101e-03       5.966962288922e+09       1.302589586731e+04       2.583688067512e-04       6.567122605844e+11       4.878198531841e-03       1.777661889782e+19       3.189533337055e+14       2.026027387333e+15       4.101823065655e-08       1.455220936289e+19       3.560463895742e+19       5.873258768211e+13       3.273406983392e+18       3.560463895742e+19       1.186741174804e+19      -5.101694767471e+21       1.623094648061e-04       6.675156671435e-02       1.014080000000e+00       9.724000000000e-01 
       4.987688140967e+07       2.792439764575e-13       8.540625976821e-03       5.840055926140e+09       1.302589577600e+04       2.611609857451e-04       6.496910719003e+11       4.930915939471e-03       1.702849518882e+19       3.088321305595e+14       1.961736368555e+15       4.101823065655e-08       1.393978396832e+19       3.410625322044e+19       5.686885280806e+13       3.135646625949e+18       3.410625322044e+19       1.136797526103e+19      -4.834744367233e+21       1.624259246070e-04       6.670477533261e-02       1.014080000000e+00       9.724000000000e-01 
       4.934362689893e+07       2.853120751317e-13       8.632922570541e-03       5.715848651869e+09       1.302589568371e+04       2.639833396602e-04       6.427449496671e+11       4.984203038468e-03       1.631185604318e+19       2.990320990154e+14       1.899485467853e+15       4.101823065655e-08       1.335313231397e+19       3.267092581107e+19       5.506425899722e+13       3.003683872098e+18       3.267092581107e+19       1.088955740975e+19      -4.581762385645e+21       1.625423862861e-04       6.665806257452e-02       1.014080000000e+00       9.724000000000e-01 
       4.881607363412e+07       2.915120355744e-13       8.726216576179e-03       5.594283060719e+09       1.302589559041e+04       2.668361945946e-04       6.358730913178e+11       5.038065984953e-03       1.562537644242e+19       2.895430474787e+14       1.839209947074e+15       4.101823065655e-08       1.279116971968e+19       3.129600296345e+19       5.331692955275e+13       2.877274731418e+18       3.129600296345e+19       1.043127363117e+19      -4.342017911936e+21       1.626588498653e-04       6.661142840574e-02       1.014080000000e+00       9.724000000000e-01 
       4.829416066086e+07       2.978467231611e-13       8.820518769426e-03       5.475302968224e+09       1.302589549611e+04       2.697198801707e-04       6.290747028666e+11       5.092511001566e-03       1.496778713110e+19       2.803551077604e+14       1.780847122374e+15       4.101823065655e-08       1.225285715371e+19       2.997894259385e+19       5.162504733018e+13       2.756185481755e+18       2.997894259385e+19       9.992276588856e+18      -4.114818280969e+21       1.627753153664e-04       6.656487279362e-02       1.014080000000e+00       9.724000000000e-01 
       4.777782767644e+07       3.043190655307e-13       8.915840047848e-03       5.358853384877e+09       1.302589540079e+04       2.726347295731e-04       6.223489988161e+11       5.147544378181e-03       1.433787226999e+19       2.714587248140e+14       1.724336299026e+15       4.101823065655e-08       1.173719931167e+19       2.871730960061e+19       4.998685284767e+13       2.640192237080e+18       2.871730960061e+19       9.571754606245e+18      -3.899507071996e+21       1.628917828116e-04       6.651839570713e-02       1.014080000000e+00       9.724000000000e-01 
       4.726701502287e+07       3.109320539408e-13       9.012191421789e-03       5.244880490715e+09       1.302589530444e+04       2.755810795870e-04       6.156952020671e+11       5.203172472638e-03       1.373446718810e+19       2.628446467992e+14       1.669618708299e+15       4.101823065655e-08       1.124324277624e+19       2.750877136188e+19       4.840064245625e+13       2.529080533542e+18       2.750877136188e+19       9.168930165960e+18      -3.695462212135e+21       1.630082522234e-04       6.647199711695e-02       1.014080000000e+00       9.724000000000e-01 
       4.676166368001e+07       3.176887446448e-13       9.109584021644e-03       5.133331610440e+09       1.302589520705e+04       2.785592706372e-04       6.091125438287e+11       5.259401711473e-03       1.315645622926e+19       2.545039154603e+14       1.616637446348e+15       4.101823065655e-08       1.077007425442e+19       2.635109342274e+19       4.686476656806e+13       2.422644932937e+18       2.635109342274e+19       8.783058472205e+18      -3.502094179082e+21       1.631247236244e-04       6.642567699538e-02       1.014080000000e+00       9.724000000000e-01 
       4.626171525870e+07       3.245922603066e-13       9.208029103320e-03       5.024155189083e+09       1.302589510860e+04       2.815696468276e-04       6.026002635296e+11       5.316238590659e-03       1.260277068939e+19       2.464278568096e+14       1.565337415031e+15       4.101823065655e-08       1.031681888883e+19       2.524213536398e+19       4.537762794086e+13       2.320688642866e+18       2.524213536398e+19       8.413426073695e+18      -3.318844297867e+21       1.632411970377e-04       6.637943531643e-02       1.014080000000e+00       9.724000000000e-01 
       4.576711199406e+07       3.316457914491e-13       9.307538035500e-03       4.917300768165e+09       1.302589500909e+04       2.846125559806e-04       5.961576087298e+11       5.373689676362e-03       1.207238684047e+19       2.386080721075e+14       1.515665264608e+15       4.101823065655e-08       9.882638640235e+18       2.417984684460e+19       4.393768001701e+13       2.223023152881e+18       2.417984684460e+19       8.059349544528e+18      -3.145183126739e+21       1.633576724864e-04       6.633327205582e-02       1.014080000000e+00       9.724000000000e-01 
       4.527779673880e+07       3.388525979239e-13       9.408122317836e-03       4.812718962388e+09       1.302589490851e+04       2.876883496775e-04       5.897838350343e+11       5.431761605692e-03       1.156432403778e+19       2.310364291275e+14       1.467569338266e+15       4.101823065655e-08       9.466730738020e+18       2.316226381093e+19       4.254342531508e+13       2.129467885938e+18       2.316226381093e+19       7.720174220579e+18      -2.980608927504e+21       1.634741499941e-04       6.628718719097e-02       1.014080000000e+00       9.724000000000e-01 
