#scalar perturbations for mode k = 1.088182900000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_idr             17:theta_idr             18:shear_idr             19:delta_cdm             20:theta_cdm             21:delta_idm             22:theta_idm          
       1.992410651105e+02       6.538725667073e-04      -2.383620084013e+00       4.426682332476e-03       1.582364044367e-03       3.798138503534e-03       8.306943001606e-06       7.596583608053e-04      -1.788138031412e+00       4.440000091680e-03       5.484015902032e-01       5.839953388176e-01      -2.271879769760e+00       2.801362245566e-03       1.072743938064e-01      -2.271879769760e+00       2.801362245566e-03       1.072743938064e-01      -1.881108015934e+00       6.053800523301e-03      -1.881105853083e+00       6.053798017054e-03 
       1.996608672108e+02       6.556433389392e-04      -2.387152012278e+00       4.429611733568e-03       1.594611807004e-03       3.823900223140e-03       8.421745749666e-06       7.648113359679e-04      -1.790792604087e+00       4.443099991800e-03       5.482589743096e-01       5.837320055178e-01      -2.274499357279e+00       2.795031833476e-03       1.074813719510e-01      -2.274499357279e+00       2.795031833476e-03       1.074813719510e-01      -1.884441696051e+00       6.064671276900e-03      -1.884439532150e+00       6.064668777422e-03 
       2.000806693111e+02       6.574157642810e-04      -2.390684917741e+00       4.432516163663e-03       1.607147335592e-03       3.850245859864e-03       8.540180208360e-06       7.700811181773e-04      -1.793447982060e+00       4.446178872021e-03       5.481162182207e-01       5.834688360920e-01      -2.277114731985e+00       2.788651605904e-03       1.076871349503e-01      -2.277114731985e+00       2.788651605904e-03       1.076871349503e-01      -1.887779446550e+00       6.075534629851e-03      -1.887777281601e+00       6.075532137112e-03 
       2.005004714114e+02       6.591898423560e-04      -2.394218761763e+00       4.435395489893e-03       1.619982739382e-03       3.877183639298e-03       8.662374100565e-06       7.754693539567e-04      -1.796104138050e+00       4.449236790746e-03       5.479733249767e-01       5.832058367001e-01      -2.279725841371e+00       2.782221565785e-03       1.078916766539e-01      -2.279725841371e+00       2.782221565785e-03       1.078916766539e-01      -1.891121245834e+00       6.086390480515e-03      -1.891119079840e+00       6.086387994485e-03 
       2.009202735117e+02       6.609655730979e-04      -2.397753523199e+00       4.438249651410e-03       1.633132196138e-03       3.904724398972e-03       8.788480367882e-06       7.809782122636e-04      -1.798761057982e+00       4.452273919093e-03       5.478302930588e-01       5.829430091142e-01      -2.282332650501e+00       2.775741801853e-03       1.080949909240e-01      -2.282332650501e+00       2.775741801853e-03       1.080949909240e-01      -1.894467085442e+00       6.097238812344e-03      -1.894464918406e+00       6.097236332993e-03 
       2.013400756120e+02       6.627429568227e-04      -2.401289202266e+00       4.441078676216e-03       1.646612948736e-03       3.932882002143e-03       8.918683435370e-06       7.866104673341e-04      -1.801418743913e+00       4.455290563498e-03       5.476871152175e-01       5.826803497567e-01      -2.284935145891e+00       2.769212508244e-03       1.082970716424e-01      -2.284935145891e+00       2.769212508244e-03       1.082970716424e-01      -1.897816972957e+00       6.108079713484e-03      -1.897814804882e+00       6.108077240782e-03 
       2.017598777124e+02       6.645219936544e-04      -2.404825788319e+00       4.443882514386e-03       1.660446631543e-03       3.961673957751e-03       9.053208758366e-06       7.923696227631e-04      -1.804077189885e+00       4.458287028071e-03       5.475437853711e-01       5.824178577648e-01      -2.287533303296e+00       2.762633826983e-03       1.084979127194e-01      -2.287533303296e+00       2.762633826983e-03       1.084979127194e-01      -1.901170907846e+00       6.118913219262e-03      -1.901168738734e+00       6.118910753180e-03 
       2.021796798127e+02       6.663026832197e-04      -2.408363242914e+00       4.446660938069e-03       1.674661571270e-03       3.991122363981e-03       9.192340430978e-06       7.982601003342e-04      -1.806736369261e+00       4.461263568801e-03       5.474003017409e-01       5.821555392132e-01      -2.290127070788e+00       2.756005764444e-03       1.086975080876e-01      -2.290127070788e+00       2.756005764444e-03       1.086975080876e-01      -1.904528868768e+00       6.129739228654e-03      -1.904526698622e+00       6.129736769162e-03 
       2.027786750618e+02       6.688463242220e-04      -2.413412131217e+00       4.450581158650e-03       1.695655937888e-03       4.034331424536e-03       9.399394045968e-06       8.069031085928e-04      -1.810531869462e+00       4.465476648933e-03       5.471952951745e-01       5.817815523000e-01      -2.293820326968e+00       2.746463207812e-03       1.089801322761e-01      -2.293820326968e+00       2.746463207812e-03       1.089801322761e-01      -1.909327137436e+00       6.145173345077e-03      -1.909324965820e+00       6.145170894939e-03 
       2.033776703110e+02       6.713933307109e-04      -2.418462737471e+00       4.454449595317e-03       1.717535358024e-03       4.079021346721e-03       9.617116315511e-06       8.158423653539e-04      -1.814328837197e+00       4.469650209561e-03       5.469899460690e-01       5.814079134631e-01      -2.297504529706e+00       2.736820840370e-03       1.092601904976e-01      -2.297504529706e+00       2.736820840370e-03       1.092601904976e-01      -1.914133602326e+00       6.160592387653e-03      -1.914131429245e+00       6.160589946810e-03 
       2.039766655602e+02       6.739437021716e-04      -2.423514981242e+00       4.458266131750e-03       1.740330331187e-03       4.125280418196e-03       9.846096617950e-06       8.250955340562e-04      -1.818127219585e+00       4.473784231906e-03       5.467842595535e-01       5.810346324454e-01      -2.301179560359e+00       2.727078841409e-03       1.095376653401e-01      -2.301179560359e+00       2.727078841409e-03       1.095376653401e-01      -1.918948225117e+00       6.175996216290e-03      -1.918946050576e+00       6.175993784684e-03 
       2.045756608093e+02       6.764974384590e-04      -2.428568802698e+00       4.462030600490e-03       1.764070393504e-03       4.173185570370e-03       1.008696005267e-05       8.346780069910e-04      -1.821926979304e+00       4.477879137288e-03       5.465782365537e-01       5.806617138357e-01      -2.304845321139e+00       2.717237493813e-03       1.098125394776e-01      -2.304845321139e+00       2.717237493813e-03       1.098125394776e-01      -1.923770982937e+00       6.191384791614e-03      -1.923768806942e+00       6.191382369187e-03 
       2.051746560585e+02       6.790545402745e-04      -2.433624190034e+00       4.465742955216e-03       1.788797635169e-03       4.222804743478e-03       1.034044901838e-05       8.446033789262e-04      -1.825728115466e+00       4.481935891072e-03       5.463718634215e-01       5.802891501943e-01      -2.308501762671e+00       2.707297321702e-03       1.100847956813e-01      -2.308501762671e+00       2.707297321702e-03       1.100847956813e-01      -1.928601889030e+00       6.206758312624e-03      -1.928599711587e+00       6.206755899319e-03 
       2.057736513077e+02       6.816150069393e-04      -2.438681053641e+00       4.469402903256e-03       1.814557482137e-03       4.274208268795e-03       1.060735066270e-05       8.548857235791e-04      -1.829530569354e+00       4.485954671204e-03       5.461651434336e-01       5.799169534878e-01      -2.312148758207e+00       2.697258466511e-03       1.103544168113e-01      -2.312148758207e+00       2.697258466511e-03       1.103544168113e-01      -1.933440898414e+00       6.222116592782e-03      -1.933438719529e+00       6.222114188543e-03 
       2.063726465568e+02       6.841788385407e-04      -2.443739342107e+00       4.473010392742e-03       1.841389904646e-03       4.327469383706e-03       1.088844193634e-05       8.655396963513e-04      -1.833334311209e+00       4.489935622075e-03       5.459580731729e-01       5.795451260956e-01      -2.315786219565e+00       2.687121263237e-03       1.106213858094e-01      -2.315786219565e+00       2.687121263237e-03       1.106213858094e-01      -1.938287994837e+00       6.237459636277e-03      -1.938285814514e+00       6.237457241047e-03 
       2.070905280318e+02       6.872559630530e-04      -2.449803422229e+00       4.477264566272e-03       1.875012639771e-03       4.393844839130e-03       1.124513130180e-05       8.788170413118e-04      -1.837894688423e+00       4.494658183547e-03       5.457094311233e-01       5.790999803373e-01      -2.320132983758e+00       2.674843163642e-03       1.109378240066e-01      -2.320132983758e+00       2.674843163642e-03       1.109378240066e-01      -1.944107783308e+00       6.255828025859e-03      -1.944105601269e+00       6.255825641353e-03 
       2.078084095068e+02       6.903379205277e-04      -2.455869377987e+00       4.481442541635e-03       1.910290923332e-03       4.463095350876e-03       1.162475790486e-05       8.926695828236e-04      -1.842456817180e+00       4.499328798776e-03       5.454602810261e-01       5.786553745586e-01      -2.324465768564e+00       2.662424827610e-03       1.112503994492e-01      -2.324465768564e+00       2.662424827610e-03       1.112503994492e-01      -1.949939130289e+00       6.274174496655e-03      -1.949936946543e+00       6.274172122795e-03 
       2.085262909818e+02       6.934247117855e-04      -2.461937163340e+00       4.485544394913e-03       1.947289720153e-03       4.535320660319e-03       1.202881762161e-05       9.071172856480e-04      -1.847020680600e+00       4.503948231378e-03       5.452106093688e-01       5.782113020493e-01      -2.328784466998e+00       2.649867061570e-03       1.115590833106e-01      -2.328784466998e+00       2.649867061570e-03       1.115590833106e-01      -1.955782040270e+00       6.292499269678e-03      -1.955779854823e+00       6.292496906385e-03 
       2.092441724568e+02       6.965163363380e-04      -2.468006654852e+00       4.489569846804e-03       1.986073678979e-03       4.610617419876e-03       1.245886090246e-05       9.221794982420e-04      -1.851586204273e+00       4.508516489353e-03       5.449604208602e-01       5.777677754024e-01      -2.333088895412e+00       2.637170290163e-03       1.118638469549e-01      -2.333088895412e+00       2.637170290163e-03       1.118638469549e-01      -1.961636459821e+00       6.310802178408e-03      -1.961634272681e+00       6.310799825605e-03 
       2.099620539318e+02       6.996127941882e-04      -2.474077760380e+00       4.493518325176e-03       2.026702939228e-03       4.689080343999e-03       1.291647749524e-05       9.378751828034e-04      -1.856153337859e+00       4.513034867261e-03       5.447097145893e-01       5.773247993141e-01      -2.337378902278e+00       2.624335099990e-03       1.121646619337e-01      -2.337378902278e+00       2.624335099990e-03       1.121646619337e-01      -1.967502359176e+00       6.329083212582e-03      -1.967500170350e+00       6.329080870193e-03 
       2.106799354068e+02       7.027140858242e-04      -2.480150428934e+00       4.497389260661e-03       2.069235295570e-03       4.770797142004e-03       1.340332402530e-05       9.542219018548e-04      -1.860722063409e+00       4.517505829311e-03       5.444584808208e-01       5.768823680632e-01      -2.341654378366e+00       2.611362290113e-03       1.124615000062e-01      -2.341654378366e+00       2.611362290113e-03       1.124615000062e-01      -1.973379739860e+00       6.347342568723e-03      -1.973377549357e+00       6.347340236670e-03 
       2.113978168818e+02       7.058202104176e-04      -2.486224533554e+00       4.501182410617e-03       2.113731011628e-03       4.855844745136e-03       1.392115178560e-05       9.712350640374e-04      -1.865292307542e+00       4.521929714661e-03       5.442067267369e-01       5.764404947956e-01      -2.345915139553e+00       2.598252283034e-03       1.127543331280e-01      -2.345915139553e+00       2.598252283034e-03       1.127543331280e-01      -1.979268546796e+00       6.365580061148e-03      -1.979266354623e+00       6.365577739359e-03 
       2.122829615446e+02       7.096567026616e-04      -2.493715758555e+00       4.505752804253e-03       2.171387722618e-03       4.965399511034e-03       1.460499442601e-05       9.931509320221e-04      -1.870929449215e+00       4.527318370839e-03       5.438955893380e-01       5.758964315671e-01      -2.351148202236e+00       2.581899946776e-03       1.131098404146e-01      -2.351148202236e+00       2.581899946776e-03       1.131098404146e-01      -1.986545136936e+00       6.388036913475e-03      -1.986542942713e+00       6.388034604238e-03 
       2.131681062074e+02       7.135005425568e-04      -2.501208820309e+00       4.510204069066e-03       2.232236282369e-03       5.080254548198e-03       1.534229540057e-05       1.016127370495e-03      -1.876568714087e+00       4.532635331034e-03       5.435836688188e-01       5.753532400429e-01      -2.356358357122e+00       2.565340941861e-03       1.134591649493e-01      -2.356358357122e+00       2.565340941861e-03       1.134591649493e-01      -1.993838974733e+00       6.410460340403e-03      -1.993836778471e+00       6.410458043606e-03 
       2.140532508702e+02       7.173517311265e-04      -2.508703620019e+00       4.514534206710e-03       2.296388093815e-03       5.200530856804e-03       1.613682827126e-05       1.040188634485e-03      -1.882210072687e+00       4.537886734108e-03       5.432709487809e-01       5.748109095748e-01      -2.361545403815e+00       2.548576807456e-03       1.138022554010e-01      -2.361545403815e+00       2.548576807456e-03       1.138022554010e-01      -2.001150062716e+00       6.432850706094e-03      -2.001147864427e+00       6.432848421628e-03 
       2.149383955330e+02       7.212102673395e-04      -2.516199957466e+00       4.518742389054e-03       2.363956213318e-03       5.326337762895e-03       1.699260431399e-05       1.065356649786e-03      -1.887853424916e+00       4.543074848287e-03       5.429574355458e-01       5.742694543668e-01      -2.366709043969e+00       2.531608582087e-03       1.141390609244e-01      -2.366709043969e+00       2.531608582087e-03       1.141390609244e-01      -2.008478328906e+00       6.455207861375e-03      -2.008476128601e+00       6.455205589131e-03 
       2.158235401958e+02       7.250761522308e-04      -2.523697689199e+00       4.522829614536e-03       2.435058636649e-03       5.457772155434e-03       1.791389131534e-05       1.091650861254e-03      -1.893498714914e+00       4.548197366924e-03       5.426431227950e-01       5.737288743262e-01      -2.371849037916e+00       2.514437624629e-03       1.144695311677e-01      -2.371849037916e+00       2.514437624629e-03       1.144695311677e-01      -2.015823744277e+00       6.477531964817e-03      -2.015821541966e+00       6.477529704688e-03 
       2.167086848587e+02       7.289493847658e-04      -2.531196564165e+00       4.526794228892e-03       2.509817425281e-03       5.594922869050e-03       1.890521422972e-05       1.119089110021e-03      -1.899145805356e+00       4.553255484172e-03       5.423280284137e-01       5.731891962496e-01      -2.376965039708e+00       2.497064745622e-03       1.147936162305e-01      -2.376965039708e+00       2.497064745622e-03       1.147936162305e-01      -2.023186199024e+00       6.499822614158e-03      -2.023183994717e+00       6.499820366037e-03 
       2.175938295215e+02       7.328299659739e-04      -2.538696486957e+00       4.530633263868e-03       2.588357093566e-03       5.737873822293e-03       1.997137038968e-05       1.147688261714e-03      -1.904794679614e+00       4.558257430121e-03       5.420121332230e-01       5.726504075414e-01      -2.382056862398e+00       2.479491569919e-03       1.151112666962e-01      -2.382056862398e+00       2.479491569919e-03       1.151112666962e-01      -2.030565701511e+00       6.522080209041e-03      -2.030563495220e+00       6.522077972826e-03 
       2.184789741843e+02       7.367178948366e-04      -2.546197261667e+00       4.534345523486e-03       2.670805404629e-03       5.886702989128e-03       2.111745948998e-05       1.177464001492e-03      -1.910445253147e+00       4.563206373528e-03       5.416954400660e-01       5.721125200007e-01      -2.387124222997e+00       2.461719224604e-03       1.154224336542e-01      -2.387124222997e+00       2.461719224604e-03       1.154224336542e-01      -2.037962186986e+00       6.544304639036e-03      -2.037959978720e+00       6.544302414621e-03 
       2.193641188471e+02       7.406131723551e-04      -2.553698721825e+00       4.537932672804e-03       2.757295659171e-03       6.041480662713e-03       2.234890857134e-05       1.208430487780e-03      -1.916097465429e+00       4.568097595828e-03       5.413779457212e-01       5.715755378981e-01      -2.392166870155e+00       2.443749025346e-03       1.157270686981e-01      -2.392166870155e+00       2.443749025346e-03       1.157270686981e-01      -2.045375613320e+00       6.566495970089e-03      -2.045373403091e+00       6.566493757374e-03 
       2.202492635099e+02       7.445157975533e-04      -2.561200598027e+00       4.541392912064e-03       2.847967102595e-03       6.202270136719e-03       2.367148269019e-05       1.240600489544e-03      -1.921751176263e+00       4.572931325544e-03       5.410596699300e-01       5.710394913195e-01      -2.397184450514e+00       2.425581753174e-03       1.160251238728e-01      -2.397184450514e+00       2.425581753174e-03       1.160251238728e-01      -2.052805860771e+00       6.588653721403e-03      -2.052803648588e+00       6.588651520287e-03 
       2.211344081727e+02       7.484257713729e-04      -2.568702804619e+00       4.544721203317e-03       2.942963714050e-03       6.369129467307e-03       2.509129856426e-05       1.273985739666e-03      -1.927406388453e+00       4.577720561286e-03       5.407405874323e-01       5.705043637444e-01      -2.402176798628e+00       2.407219154938e-03       1.163165517222e-01      -2.402176798628e+00       2.407219154938e-03       1.163165517222e-01      -2.060252949405e+00       6.610778365992e-03      -2.060250735279e+00       6.610776176375e-03 
       2.220195528355e+02       7.523430929177e-04      -2.576205182513e+00       4.547915258831e-03       3.042434007259e-03       6.542111546054e-03       2.661484810287e-05       1.308596950587e-03      -1.933063062270e+00       4.582472444655e-03       5.404206878765e-01       5.699701558114e-01      -2.407143682165e+00       2.388662623257e-03       1.166013053430e-01      -2.407143682165e+00       2.388662623257e-03       1.166013053430e-01      -2.067716847993e+00       6.632870010737e-03      -2.067714631934e+00       6.632867832521e-03 
       2.229046974983e+02       7.562677630255e-04      -2.583707527052e+00       4.550978763075e-03       3.146532782686e-03       6.721262765213e-03       2.824902245290e-05       1.344443548591e-03      -1.938721126836e+00       4.587176727457e-03       5.400999731060e-01       5.694368793080e-01      -2.412084825810e+00       2.369913362854e-03       1.168793383578e-01      -2.412084825810e+00       2.369913362854e-03       1.168793383578e-01      -2.075197491925e+00       6.654928562825e-03      -2.075195273943e+00       6.654926395913e-03 
       2.237898421611e+02       7.601997809310e-04      -2.591209511744e+00       4.553911319900e-03       3.255422213635e-03       6.906622432207e-03       3.000112960056e-05       1.381533558074e-03      -1.944380411309e+00       4.591827221794e-03       5.397784734374e-01       5.689045770404e-01      -2.416999831259e+00       2.350971933463e-03       1.171506048116e-01      -2.416999831259e+00       2.350971933463e-03       1.171506048116e-01      -2.082694723196e+00       6.676953272757e-03      -2.082692503301e+00       6.676951117053e-03 
       2.246749868239e+02       7.641391473111e-04      -2.598711050316e+00       4.556703744169e-03       3.369270377255e-03       7.098223376757e-03       3.187890978944e-05       1.419873724396e-03      -1.950040928953e+00       4.596445352930e-03       5.394561593047e-01       5.683732310133e-01      -2.421888544812e+00       2.331840149861e-03       1.174150592340e-01      -2.421888544812e+00       2.331840149861e-03       1.174150592340e-01      -2.090208566089e+00       6.698944634477e-03      -2.090206344291e+00       6.698942489886e-03 
       2.255601314867e+02       7.680858615934e-04      -2.606212097170e+00       4.559349209146e-03       3.488249901671e-03       7.296091993238e-03       3.389055506968e-05       1.459469523855e-03      -1.955702748198e+00       4.601052925284e-03       5.391329871821e-01       5.678428107079e-01      -2.426750865019e+00       2.312520083160e-03       1.176726567927e-01      -2.426750865019e+00       2.312520083160e-03       1.176726567927e-01      -2.097739082901e+00       6.720903386774e-03      -2.097736859209e+00       6.720901253203e-03 
       2.264452761495e+02       7.720399242282e-04      -2.613712417506e+00       4.561855248102e-03       3.612539945462e-03       7.500246869087e-03       3.604472998738e-05       1.500324891012e-03      -1.961365806840e+00       4.605631859046e-03       5.388089603630e-01       5.673133320601e-01      -2.431586506569e+00       2.293012890761e-03       1.179233532545e-01      -2.431586506569e+00       2.293012890761e-03       1.179233532545e-01      -2.105286196847e+00       6.742829343346e-03      -2.105283971272e+00       6.742827220702e-03 
       2.273304208123e+02       7.760013349038e-04      -2.621211524938e+00       4.564229318047e-03       3.742328783835e-03       7.710697595494e-03       3.835058777905e-05       1.542441982616e-03      -1.967029830332e+00       4.610151038116e-03       5.384841451152e-01       5.667848758366e-01      -2.436394925511e+00       2.273318391350e-03       1.181671047313e-01      -2.436394925511e+00       2.273318391350e-03       1.181671047313e-01      -2.112849635972e+00       6.764720967906e-03      -2.112847408522e+00       6.764718856098e-03 
       2.282155654751e+02       7.799700937764e-04      -2.628709244542e+00       4.566457070207e-03       3.877811621326e-03       7.927445138593e-03       4.081778378881e-05       1.585821253751e-03      -1.972694765259e+00       4.614637247538e-03       5.381585300714e-01       5.662574452887e-01      -2.441175888705e+00       2.253437990679e-03       1.184038676943e-01      -2.441175888705e+00       2.253437990679e-03       1.184038676943e-01      -2.120429360219e+00       6.786578300051e-03      -2.120427130906e+00       6.786576198989e-03 
       2.291007101380e+02       7.839462008589e-04      -2.636205714288e+00       4.568518971793e-03       4.019186051275e-03       8.150482343779e-03       4.345649140171e-05       1.630461560712e-03      -1.978360833717e+00       4.619145744253e-03       5.378320217072e-01       5.657309611940e-01      -2.445929495335e+00       2.233374809175e-03       1.186335993109e-01      -2.445929495335e+00       2.233374809175e-03       1.186335993109e-01      -2.128025577567e+00       6.808403082971e-03      -2.128023346398e+00       6.808400992565e-03 
       2.299858548008e+02       7.879296559577e-04      -2.643700848779e+00       4.570419385823e-03       4.166653516114e-03       8.379791714664e-03       4.627741769069e-05       1.676359718925e-03      -1.984028137281e+00       4.623675273497e-03       5.375045782626e-01       5.652053962322e-01      -2.450655640097e+00       2.213130929009e-03       1.188562575834e-01      -2.450655640097e+00       2.213130929009e-03       1.188562575834e-01      -2.135638341397e+00       6.830196010645e-03      -2.135636108383e+00       6.830193930808e-03 
       2.308709994636e+02       7.919204594533e-04      -2.651194112595e+00       4.572179168003e-03       4.320425560745e-03       8.615342659709e-03       4.929181309594e-05       1.723509954576e-03      -1.989696420294e+00       4.628166332705e-03       5.371762720330e-01       5.646808378141e-01      -2.455353760090e+00       2.192706072459e-03       1.190718009919e-01      -2.455353760090e+00       2.192706072459e-03       1.190718009919e-01      -2.143267360666e+00       6.851955406335e-03      -2.143265125815e+00       6.851953336979e-03 
       2.317561441264e+02       7.959186107777e-04      -2.658685050441e+00       4.573793904612e-03       4.480723254314e-03       8.857092913415e-03       5.251147721348e-05       1.771904191249e-03      -1.995365435613e+00       4.632611974163e-03       5.368471575621e-01       5.641573574526e-01      -2.460023355931e+00       2.172100258208e-03       1.192801882143e-01      -2.460023355931e+00       2.172100258208e-03       1.192801882143e-01      -2.150912390722e+00       6.873679878981e-03      -2.150910154044e+00       6.873677820019e-03 
       2.326412887892e+02       7.999241106799e-04      -2.666173782522e+00       4.575233567106e-03       4.647769670363e-03       9.104989981306e-03       5.594876594880e-05       1.821532341434e-03      -2.001035383552e+00       4.637083923213e-03       5.365171447936e-01       5.636348801710e-01      -2.464664515651e+00       2.151316576985e-03       1.194813784336e-01      -2.464664515651e+00       2.151316576985e-03       1.194813784336e-01      -2.158573626221e+00       6.895371098922e-03      -2.158571387725e+00       6.895369050270e-03 
       2.333706749440e+02       8.032302864557e-04      -2.672343088495e+00       4.576280279263e-03       4.790649700310e-03       9.313838870546e-03       5.895387004955e-05       1.863346015907e-03      -2.005708440041e+00       4.640814754730e-03       5.362444760245e-01       5.632050546800e-01      -2.468467622829e+00       2.134058483957e-03       1.196417282397e-01      -2.468467622829e+00       2.134058483957e-03       1.196417282397e-01      -2.164899002152e+00       6.913221287552e-03      -2.164896762165e+00       6.913219247333e-03 
       2.341000610988e+02       8.065414523434e-04      -2.678510586648e+00       4.577218918620e-03       4.938390239346e-03       9.526773227454e-03       6.212302657507e-05       1.905980449328e-03      -2.010382137441e+00       4.644540077732e-03       5.359711912290e-01       5.627759221732e-01      -2.472251116173e+00       2.116681292773e-03       1.197971418940e-01      -2.472251116173e+00       2.116681292773e-03       1.197971418940e-01      -2.171235310416e+00       6.931048797481e-03      -2.171233068944e+00       6.931046765638e-03 
       2.348294472536e+02       8.098576075145e-04      -2.684675949811e+00       4.578052161603e-03       5.091123742818e-03       9.743741217787e-03       6.546400874378e-05       1.949425565845e-03      -2.015056308935e+00       4.648243450591e-03       5.356973358319e-01       5.623475376539e-01      -2.476014659957e+00       2.099184701739e-03       1.199475974551e-01      -2.476014659957e+00       2.099184701739e-03       1.199475974551e-01      -2.177582369248e+00       6.948852516299e-03      -2.177580126297e+00       6.948850492776e-03 
       2.355588334084e+02       8.131787522126e-04      -2.690839247485e+00       4.578760375391e-03       5.248983915253e-03       9.964684989739e-03       6.898484338864e-05       1.993670106763e-03      -2.019731078762e+00       4.651970496691e-03       5.354228574109e-01       5.619198570860e-01      -2.479758315161e+00       2.081570508547e-03       1.200930731907e-01      -2.479758315161e+00       2.081570508547e-03       1.200930731907e-01      -2.183940293823e+00       6.966633426262e-03      -2.183938049399e+00       6.966631411003e-03 
       2.362882195632e+02       8.165048868861e-04      -2.697000560611e+00       4.579331946119e-03       5.412102413151e-03       1.018954024341e-02       7.269380956837e-05       2.038701545578e-03      -2.024406618903e+00       4.655753287297e-03       5.351476977539e-01       5.614928295668e-01      -2.483482171749e+00       2.063840676893e-03       1.202335477727e-01      -2.483482171749e+00       2.063840676893e-03       1.202335477727e-01      -2.190309220455e+00       6.984392670952e-03      -2.190306974564e+00       6.984390663903e-03 
       2.370176057180e+02       8.198360106610e-04      -2.703159542998e+00       4.579779658762e-03       5.580610979245e-03       1.041823504216e-02       7.659943509300e-05       2.084505851416e-03      -2.029082802436e+00       4.659557046105e-03       5.348719026330e-01       5.610665088796e-01      -2.487185901876e+00       2.045994944813e-03       1.203690001598e-01      -2.487185901876e+00       2.045994944813e-03       1.203690001598e-01      -2.196688971503e+00       7.002129163664e-03      -2.196686724151e+00       7.002127164769e-03 
       2.377469918728e+02       8.231721243831e-04      -2.709315931024e+00       4.580109760983e-03       5.754645041557e-03       1.065068878064e-02       8.071048871695e-05       2.131067283830e-03      -2.033759541876e+00       4.663360030310e-03       5.345955004298e-01       5.606409302236e-01      -2.490869252346e+00       2.028033460155e-03       1.204994094739e-01      -2.490869252346e+00       2.028033460155e-03       1.204994094739e-01      -2.203079424709e+00       7.019842222926e-03      -2.203077175902e+00       7.019840232133e-03 
       2.384763780276e+02       8.265132276795e-04      -2.715469724623e+00       4.580305867019e-03       5.934341604519e-03       1.088681319151e-02       8.503597149801e-05       2.178368595328e-03      -2.038436934809e+00       4.667199163131e-03       5.343184536916e-01       5.602160638488e-01      -2.494532230459e+00       2.009957736349e-03       1.206247550780e-01      -2.494532230459e+00       2.009957736349e-03       1.206247550780e-01      -2.209480652581e+00       7.037532528305e-03      -2.209478402325e+00       7.037530545559e-03 
       2.392505375103e+02       8.300648824754e-04      -2.721998370189e+00       4.580357019217e-03       6.131413421639e-03       1.114134195673e-02       8.987185411920e-05       2.229362237014e-03      -2.043402255784e+00       4.671337304987e-03       5.340236666648e-01       5.597658750251e-01      -2.498397735222e+00       1.990648910643e-03       1.207522328236e-01      -2.498397735222e+00       1.990648910643e-03       1.207522328236e-01      -2.216286651812e+00       7.056284372837e-03      -2.216284400024e+00       7.056282398575e-03 
       2.400246969929e+02       8.336221587858e-04      -2.728523741898e+00       4.580254739520e-03       6.335174659821e-03       1.139977689534e-02       9.497099312069e-05       2.281144623941e-03      -2.048368354433e+00       4.675515642483e-03       5.337281499940e-01       5.593164985960e-01      -2.502239993838e+00       1.971213267494e-03       1.208739592261e-01      -2.502239993838e+00       1.971213267494e-03       1.208739592261e-01      -2.223104720664e+00       7.075010509138e-03      -2.223102467351e+00       7.075008543300e-03 
       2.407988564756e+02       8.371850555892e-04      -2.735045514249e+00       4.580000548587e-03       6.545785851806e-03       1.166198395845e-02       1.003449444323e-04       2.333689534661e-03      -2.053335144775e+00       4.679722590581e-03       5.334319369753e-01       5.588679752608e-01      -2.506058712882e+00       1.951650992505e-03       1.209899105708e-01      -2.506058712882e+00       1.951650992505e-03       1.209899105708e-01      -2.229934716952e+00       7.093710109297e-03      -2.229932462121e+00       7.093708151826e-03 
       2.415730159583e+02       8.407535735820e-04      -2.741563716237e+00       4.579577696920e-03       6.763407280897e-03       1.192781847255e-02       1.060055025330e-04       2.386968661301e-03      -2.058302805773e+00       4.683997413032e-03       5.331349740712e-01       5.584202569233e-01      -2.509853955359e+00       1.931964208404e-03       1.211000635215e-01      -2.509853955359e+00       1.931964208404e-03       1.211000635215e-01      -2.236776765024e+00       7.112384276994e-03      -2.236774508680e+00       7.112382327831e-03 
       2.423471754410e+02       8.443277126395e-04      -2.748078243998e+00       4.578977507985e-03       6.988195072324e-03       1.219712742617e-02       1.119646809404e-04       2.440952068493e-03      -2.063271442202e+00       4.688358959371e-03       5.328372388484e-01       5.579733259611e-01      -2.513625663811e+00       1.912154385244e-03       1.212043951585e-01      -2.513625663811e+00       1.912154385244e-03       1.212043951585e-01      -2.243630898092e+00       7.131033457757e-03      -2.243628640242e+00       7.131031516845e-03 
       2.431213349236e+02       8.479074722506e-04      -2.754588669663e+00       4.578209614876e-03       7.220302386934e-03       1.246974867058e-02       1.182346925717e-04       2.495608035071e-03      -2.068240926598e+00       4.692774705457e-03       5.325387890869e-01       5.575272442377e-01      -2.517373463467e+00       1.892221270348e-03       1.213028828179e-01      -2.517373463467e+00       1.892221270348e-03       1.213028828179e-01      -2.250496910587e+00       7.149656368969e-03      -2.250494651239e+00       7.149654436252e-03 
