#scalar perturbations for mode k = 1.088182900000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_idr             17:theta_idr             18:shear_idr             19:delta_cdm             20:theta_cdm             21:delta_idm             22:theta_idm          
       3.215920874437e+03       5.605117712269e-02      -1.626783711050e+00       2.023184833645e-06      -2.572797268736e-02      -1.956293477699e-04      -8.221847427181e-04      -8.794553619282e-05      -9.607298909257e+01       5.584449179741e-02       4.100289502716e-01       4.100284892160e-01      -1.666386870151e+00       2.494265357085e-04       1.435852166195e-02      -1.649723074734e+00       1.881620230136e-04       1.946513684942e-02      -9.776025144144e+01       5.591490871655e-02      -9.776024850255e+01       5.591490868731e-02 
       3.229337934310e+03       5.648829539943e-02      -1.627255284619e+00       4.414091079881e-05      -2.067216968144e-02      -7.574749391020e-05      -8.186019898125e-04      -1.213138152908e-04      -9.682374695477e+01       5.606126544456e-02       4.100170586130e-01       4.100169121075e-01      -1.670583092885e+00       2.137379817573e-04       1.628689511781e-02      -1.652810056740e+00       1.509974113240e-04       2.164855086122e-02      -9.851195043247e+01       5.613113796578e-02      -9.851194749319e+01       5.613113793677e-02 
       3.242754994182e+03       5.692710468808e-02      -1.628404631179e+00       7.777390868422e-05      -1.550006742267e-02       4.295126835902e-05      -8.059666150817e-04      -1.544658841358e-04      -9.757741288431e+01       5.627803116220e-02       4.100053016988e-01       4.100054497000e-01      -1.674100369295e+00       1.737143643317e-04       1.785451426463e-02      -1.655191976529e+00       1.095286733295e-04       2.348328360151e-02      -9.926655022893e+01       5.634736557998e-02      -9.926654728927e+01       5.634736555119e-02 
       3.256172054055e+03       5.736760504984e-02      -1.630076594142e+00       1.025808835912e-04      -1.031478595715e-02       1.591537713643e-04      -7.844154923285e-04      -1.868612368772e-04      -9.833398679038e+01       5.649478900031e-02       4.099936798033e-01       4.099940973736e-01      -1.676868948310e+00       1.302380288841e-04       1.903134368261e-02      -1.656799559347e+00       6.462964331327e-05       2.493876539271e-02      -1.000240508239e+02       5.656359151240e-02      -1.000240478838e+02       5.656359148383e-02 
       3.270547279220e+03       5.784143991553e-02      -1.632266975594e+00       1.192395109125e-04      -4.860858061157e-03       2.794260329305e-04      -7.517216685046e-04      -2.201086382685e-04      -9.914781743283e+01       5.672701824766e-02       4.099813750542e-01       4.099820490222e-01      -1.678944170120e+00       8.090388492901e-05       1.983422599099e-02      -1.657602795949e+00       1.378741413240e-05       2.605215798108e-02      -1.008388664621e+02       5.679525763824e-02      -1.008388635216e+02       5.679525760991e-02 
       3.284922504386e+03       5.831721618296e-02      -1.634678758223e+00       1.257812303142e-04       3.685556564056e-04       3.938370507722e-04      -7.095427413272e-04      -2.511905049395e-04      -9.996498601769e+01       5.695923902980e-02       4.099692222876e-01       4.099701150365e-01      -1.680055512792e+00       2.991771934508e-05       2.014860271943e-02      -1.657413346741e+00      -3.869769616115e-05       2.668826770758e-02      -1.016570119974e+02       5.702692219011e-02      -1.016570090565e+02       5.702692216201e-02 
       3.299297729551e+03       5.879493391833e-02      -1.637121700634e+00       1.226342291838e-04       5.258099932721e-03       5.009482559211e-04      -6.584822864402e-04      -2.794562648004e-04      -1.007854924324e+02       5.719145110178e-02       4.099572214969e-01       4.099582922859e-01      -1.680183307205e+00      -2.146916488059e-05       1.997113542846e-02      -1.656211659145e+00      -9.158008298183e-05       2.684233411068e-02      -1.024784874155e+02       5.725858481099e-02      -1.024784844742e+02       5.725858478312e-02 
       3.313672954717e+03       5.927459320505e-02      -1.639416376039e+00       1.104944095868e-04       9.701971498354e-03       5.994264370155e-04      -5.992825153952e-04      -3.042872284188e-04      -1.016093365659e+02       5.742365455963e-02       4.099453705206e-01       4.099465765795e-01      -1.679331907769e+00      -7.200636974308e-05       1.931037497633e-02      -1.654002119141e+00      -1.436124536095e-04       2.652125288606e-02      -1.033032927020e+02       5.749024548711e-02      -1.033032897603e+02       5.749024545946e-02 
       3.328048179882e+03       5.975619414555e-02      -1.641399080014e+00       9.030127748770e-05       1.360642462518e-02       6.880646736689e-04      -5.328141963201e-04      -3.251097862514e-04      -1.024365183122e+02       5.765584986495e-02       4.099336649808e-01       4.099349626088e-01      -1.677529379979e+00      -1.204745746016e-04       1.818645469917e-02      -1.650812792561e+00      -1.935755955866e-04       2.574329026926e-02      -1.041314278459e+02       5.772190457247e-02      -1.041314249038e+02       5.772190454505e-02 
       3.339646553237e+03       6.014617992418e-02      -1.642672731828e+00       6.891894894056e-05       1.630876250817e-02       7.516793722586e-04      -4.745571678038e-04      -3.386342006084e-04      -1.031063466862e+02       5.784318639364e-02       4.099243239222e-01       4.099256636449e-01      -1.675415789380e+00      -1.572794355362e-04       1.696295228915e-02      -1.647559418294e+00      -2.315843620839e-04       2.480209834988e-02      -1.048020198613e+02       5.790881317335e-02      -1.048020169189e+02       5.790881314611e-02 
       3.351244926591e+03       6.053742974613e-02      -1.643585115221e+00       4.373191993663e-05       1.857370730552e-02       8.077134421691e-04      -4.127763462569e-04      -3.489730276753e-04      -1.037783476289e+02       5.803051708294e-02       4.099150762279e-01       4.099164302438e-01      -1.672752728832e+00      -1.914146283633e-04       1.547924974392e-02      -1.643737993708e+00      -2.669178814994e-04       2.360230723074e-02      -1.054747795064e+02       5.809572008331e-02      -1.054747765637e+02       5.809572005624e-02 
       3.362843299946e+03       6.092994370301e-02      -1.644083158949e+00       1.549455414108e-05       2.037435848944e-02       8.557597451651e-04      -3.480763477505e-04      -3.559199199184e-04      -1.044525210947e+02       5.821784291871e-02       4.099059155657e-01       4.099072570567e-01      -1.669585588770e+00      -2.223574469295e-04       1.376050433579e-02      -1.639394032268e+00      -2.990484651454e-04       2.216786815350e-02      -1.061497067832e+02       5.828262623470e-02      -1.061497038402e+02       5.828262620780e-02 
       3.374441673301e+03       6.132372181256e-02      -1.644125815810e+00      -1.499231832271e-05       2.169151264273e-02       8.954895391007e-04      -2.810932322015e-04      -3.593042295465e-04      -1.051288670167e+02       5.840516329092e-02       4.098968424319e-01       4.098981459494e-01      -1.665967408469e+00      -2.496407382057e-04       1.183540754250e-02      -1.634580785675e+00      -3.275023465660e-04       2.052622513391e-02      -1.068268016720e+02       5.846953096479e-02      -1.068267987287e+02       5.846953093807e-02 
       3.386040046656e+03       6.171876412618e-02      -1.643684729610e+00      -4.689414637485e-05       2.251391534654e-02       9.266560424422e-04      -2.124879984809e-04      -3.589936224886e-04      -1.058073853365e+02       5.859247829470e-02       4.098878540441e-01       4.098890958622e-01      -1.661958022678e+00      -2.728576284054e-04       9.735708207262e-03      -1.629358415905e+00      -3.518643950532e-04       1.870785155194e-02      -1.075060641610e+02       5.865643431692e-02      -1.075060612174e+02       5.865643429037e-02 
       3.397638420010e+03       6.211507071919e-02      -1.642744613990e+00      -7.935850038601e-05       2.283837752206e-02       9.490971159827e-04      -1.429396954667e-04      -3.548961849734e-04      -1.064880760033e+02       5.877978849883e-02       4.098789454299e-01       4.098801038591e-01      -1.657623054887e+00      -2.916677483173e-04       7.495687399000e-03      -1.623793014015e+00      -3.717843561687e-04       1.674573725185e-02      -1.081874942455e+02       5.884333680884e-02      -1.081874913016e+02       5.884333678245e-02 
       3.409236793365e+03       6.251264159780e-02      -1.641303357169e+00      -1.115326735657e-04       2.266976289858e-02       9.627370797340e-04      -7.313832384499e-05      -3.469620163600e-04      -1.071709389457e+02       5.896709300454e-02       4.098701178629e-01       4.098711735221e-01      -1.653032798337e+00      -3.058040617642e-04       5.151597786427e-03      -1.617955506127e+00      -3.869837217877e-04       1.467484261375e-02      -1.088710918993e+02       5.903023749160e-02      -1.088710889551e+02       5.903023746539e-02 
       3.423520611435e+03       6.300400197231e-02      -1.638857160218e+00      -1.495154242777e-04       2.180412274434e-02       9.674661805497e-04       1.214573526035e-05      -3.319122467732e-04      -1.080148943338e+02       5.919775865824e-02       4.098593486080e-01       4.098602548389e-01      -1.647138507927e+00      -3.165116982787e-04       2.177558623179e-03      -1.610503306257e+00      -3.989169044843e-04       1.202888476812e-02      -1.097159457107e+02       5.926041109387e-02      -1.097159427661e+02       5.926041106786e-02 
       3.437804429506e+03       6.349728008242e-02      -1.635715508123e+00      -1.842797339459e-04       2.025024703117e-02       9.590739888671e-04       9.547511775320e-05      -3.111138855758e-04      -1.088621441849e+02       5.942841661583e-02       4.098486888324e-01       4.098494251976e-01      -1.641111869499e+00      -3.196467518000e-04      -8.253482804873e-04      -1.602896495118e+00      -4.031595389774e-04       9.342634158361e-03      -1.105640869978e+02       5.949058273326e-02      -1.105640840528e+02       5.949058270745e-02 
       3.452088247576e+03       6.399247600824e-02      -1.631953239874e+00      -2.144277979122e-04       1.806435995909e-02       9.379625326837e-04       1.755921966795e-04      -2.847449689484e-04      -1.097126883826e+02       5.965906651192e-02       4.098381347961e-01       4.098386862379e-01      -1.635097527231e+00      -3.151963096775e-04      -3.785195547855e-03      -1.595282246234e+00      -3.996685715077e-04       6.685774528261e-03      -1.114155157255e+02       5.972075195547e-02      -1.114155127801e+02       5.972075192986e-02 
       3.463849275182e+03       6.440165076339e-02      -1.628459662061e+00      -2.348952331649e-04       1.583998810124e-02       9.114458258452e-04       2.382921452640e-04      -2.590435338918e-04      -1.104154833924e+02       5.984897351274e-02       4.098295193074e-01       4.098299110822e-01      -1.630255934131e+00      -3.059510121232e-04      -6.140196682222e-03      -1.589110697036e+00      -3.910791122678e-04       4.568488535492e-03      -1.121190339130e+02       5.991026735379e-02      -1.121190309673e+02       5.991026732834e-02 
       3.475610302788e+03       6.481212586505e-02      -1.624680195365e+00      -2.507701833405e-04       1.328162188062e-02       8.771304275892e-04       2.973537806567e-04      -2.299522939690e-04      -1.111205116956e+02       6.003887557733e-02       4.098209667109e-01       4.098211954397e-01      -1.625597395980e+00      -2.918572934942e-04      -8.380639234176e-03      -1.583113004313e+00      -3.774994761979e-04       2.553956778267e-03      -1.128247808101e+02       6.009978153553e-02      -1.128247778642e+02       6.009978151024e-02 
       3.487371330394e+03       6.522390133231e-02      -1.620690975288e+00      -2.615370478921e-04       1.044090611627e-02       8.355207001545e-04       3.521757363372e-04      -1.977134852853e-04      -1.118277732193e+02       6.022877190396e-02       4.098124775302e-01       4.098125428727e-01      -1.621195967225e+00      -2.731769805348e-04      -1.047098622946e-02      -1.577365600874e+00      -3.591715392741e-04       6.766999806028e-04      -1.135327563876e+02       6.028929365186e-02      -1.135327534413e+02       6.028929362674e-02 
       3.499132358000e+03       6.563697727636e-02      -1.616575501759e+00      -2.667812638804e-04       7.373808009888e-03       7.871952566853e-04       4.022020632315e-04      -1.626073959421e-04      -1.125372679159e+02       6.041866355745e-02       4.098040444566e-01       4.098039490153e-01      -1.617121071316e+00      -2.502428868389e-04      -1.237836357283e-02      -1.571940605528e+00      -3.364076928134e-04      -1.031330338563e-03      -1.142429606405e+02       6.047880472129e-02      -1.142429576940e+02       6.047880469633e-02 
       3.510893385606e+03       6.605135370936e-02      -1.612422888802e+00      -2.662008675354e-04       4.139651318584e-03       7.328007324249e-04       4.469283892475e-04      -1.249490922630e-04      -1.132489957105e+02       6.060854954785e-02       4.097956689791e-01       4.097954181588e-01      -1.613436330871e+00      -2.234568227874e-04      -1.407307781867e-02      -1.566904658723e+00      -3.095891027525e-04      -2.541260195442e-03      -1.149553935366e+02       6.066831370828e-02      -1.149553905898e+02       6.066831368347e-02 
       3.522654413212e+03       6.646703072125e-02      -1.608326119859e+00      -2.596084526236e-04       8.000896833105e-04       6.730447156150e-04       4.859074939711e-04      -8.508462722507e-05      -1.139629565485e+02       6.079843045992e-02       4.097873460539e-01       4.097869478795e-01      -1.610198628383e+00      -1.932788871192e-04      -1.552907759651e-02      -1.562317984553e+00      -2.791552653788e-04      -3.827747719401e-03      -1.156700550629e+02       6.085782115269e-02      -1.156700521158e+02       6.085782112803e-02 
       3.534415440818e+03       6.688400837122e-02      -1.604380150643e+00      -2.469369082325e-04      -2.581943301667e-03       6.086880722026e-04       5.187542150861e-04      -4.338687343060e-05      -1.146791503678e+02       6.098830621840e-02       4.097790735721e-01       4.097785384695e-01      -1.607457191383e+00      -1.602217797851e-04      -1.672434989466e-02      -1.558233473075e+00      -2.455985906096e-04      -4.869374409845e-03      -1.163869451987e+02       6.104732693509e-02      -1.163869422513e+02       6.104732691059e-02 
       3.547061181532e+03       6.733380392729e-02      -1.600414261841e+00      -2.265945032221e-04      -6.193555125348e-03       5.352800208274e-04       5.468668448608e-04       3.040530726660e-06      -1.154517104285e+02       6.119245894094e-02       4.097702346667e-01       4.097695664197e-01      -1.605109707011e+00      -1.221028653474e-04      -1.769856647787e-02      -1.554453015903e+00      -2.066481626188e-04      -5.696629530103e-03      -1.171602491250e+02       6.125108569613e-02      -1.171602461773e+02       6.125108567179e-02 
       3.559706922245e+03       6.778510333375e-02      -1.596848361966e+00      -1.995096274535e-04      -9.703875632036e-03       4.585338662455e-04       5.672156941613e-04       5.061656647774e-05      -1.162268519118e+02       6.139660609664e-02       4.097614472044e-01       4.097606626593e-01      -1.603422186419e+00      -8.203273330040e-05      -1.833505796527e-02      -1.551349274482e+00      -1.654186751100e-04      -6.205483032326e-03      -1.179361295167e+02       6.145484282350e-02      -1.179361265687e+02       6.145484279932e-02 
       3.572352662959e+03       6.823790662442e-02      -1.593793140643e+00      -1.660619735986e-04      -1.303811896448e-02       3.795336022686e-04       5.795912548624e-04       9.881132448468e-05      -1.170045747295e+02       6.160074670929e-02       4.097527128690e-01       4.097518307803e-01      -1.602421078309e+00      -4.077839125223e-05      -1.862429607911e-02      -1.548954411869e+00      -1.226553073121e-04      -6.386675097982e-03      -1.187145863354e+02       6.165859728868e-02      -1.187145833871e+02       6.165859726467e-02 
       3.584998403672e+03       6.869221390463e-02      -1.591351651630e+00      -1.267790194375e-04      -1.612554147091e-02       2.993852391358e-04       5.838833630396e-04       1.470862042407e-04      -1.177848788106e+02       6.180488121929e-02       4.097440276935e-01       4.097430682975e-01      -1.602119776060e+00       8.777575520869e-07      -1.856331885136e-02      -1.547287888084e+00      -7.912056111660e-05      -6.237348711812e-03      -1.194956195585e+02       6.186234948066e-02      -1.194956166099e+02       6.186234945680e-02 
       3.597644144386e+03       6.914802527041e-02      -1.589616854954e+00      -8.232724230663e-05      -1.890079200627e-02       2.192030239035e-04       5.800823334290e-04       1.949015636626e-04      -1.185677640829e+02       6.200900983850e-02       4.097353889301e-01       4.097343735044e-01      -1.602518436432e+00       4.215107444272e-05      -1.815573763716e-02      -1.546356243137e+00      -3.558146842338e-05      -5.761061274563e-03      -1.202792291622e+02       6.206609956070e-02      -1.202792262132e+02       6.206609953700e-02 
       3.610289885099e+03       6.960534076638e-02      -1.588669370153e+00      -3.349975175282e-05      -2.130515113690e-02       1.400956294343e-04       5.682787732381e-04       2.417243733861e-04      -1.193532304600e+02       6.221313173164e-02       4.097267983770e-01       4.097257487941e-01      -1.603604050747e+00       8.226856157340e-05      -1.741162696823e-02      -1.546153126648e+00       7.203939515948e-06      -4.967678687631e-03      -1.210654151073e+02       6.226984664378e-02      -1.210654121581e+02       6.226984662024e-02 
       3.622935625812e+03       7.006416052980e-02      -1.588575541884e+00       1.880230854902e-05      -2.328763658421e-02       6.315245678362e-05       5.486620642834e-04       2.870357837921e-04      -1.201412778792e+02       6.241724787564e-02       4.097182506379e-01       4.097171889212e-01      -1.605350830357e+00       1.204860825473e-04      -1.634729030479e-02      -1.546659636136e+00       4.850353385322e-05      -3.873150096288e-03      -1.218541773782e+02       6.247359165791e-02      -1.218541744287e+02       6.247359163452e-02 
       3.635581366526e+03       7.052448461249e-02      -1.589385676454e+00       7.358422563210e-05      -2.480595861578e-02      -1.056978210014e-05       5.215175281873e-04       3.303385000158e-04      -1.209319062571e+02       6.262135751580e-02       4.097097476534e-01       4.097086955453e-01      -1.607720720321e+00       1.560986002819e-04      -1.498491306300e-02      -1.547844778322e+00       8.762103874473e-05      -2.499170369174e-03      -1.226455159374e+02       6.267733380027e-02      -1.226455129876e+02       6.267733377704e-02 
       3.648227107239e+03       7.098631310682e-02      -1.591132695805e+00       1.297801399443e-04      -2.582730565838e-02      -8.006000993576e-05       4.872223198617e-04       3.711638460308e-04      -1.217251155181e+02       6.282546068276e-02       4.097012883587e-01       4.097002669057e-01      -1.610664237541e+00       1.884556258671e-04      -1.335210842775e-02      -1.549666250327e+00       1.239112288899e-04      -8.727367352118e-04      -1.234394307553e+02       6.288107305417e-02      -1.234394278052e+02       6.288107303108e-02 
       3.657890165567e+03       7.134022669843e-02      -1.593108810642e+00       1.729827566434e-04      -2.625829644144e-02      -1.297131752254e-04       4.564814910985e-04       4.004195513660e-04      -1.223329743303e+02       6.298141924008e-02       4.096948514338e-01       4.096938669308e-01      -1.613263254631e+00       2.106211050785e-04      -1.194217107104e-02      -1.551454630521e+00       1.493718818018e-04       5.206656113110e-04      -1.240478256194e+02       6.303675591988e-02      -1.240478226691e+02       6.303675589691e-02 
       3.667553223895e+03       7.169501879901e-02      -1.595639774420e+00       2.158490893296e-04      -2.637959237830e-02      -1.759388781369e-04       4.220732516333e-04       4.277974652266e-04      -1.229423400473e+02       6.313737367607e-02       4.096884407299e-01       4.096875042144e-01      -1.616131980463e+00       2.303108589339e-04      -1.040940741430e-02      -1.553556788151e+00       1.726069839635e-04       2.027185348523e-03      -1.246577247342e+02       6.319243670972e-02      -1.246577217836e+02       6.319243668686e-02 
       3.677216282223e+03       7.205068948520e-02      -1.598717979057e+00       2.578660493935e-04      -2.618879247009e-02      -2.183650869644e-04       3.842616844607e-04       4.531357877585e-04      -1.235532126440e+02       6.329332465728e-02       4.096820533672e-01       4.096811751393e-01      -1.619237206708e+00       2.473224206516e-04      -8.771265490223e-03      -1.555942725404e+00       1.934118912602e-04       3.629767217506e-03      -1.252691280942e+02       6.334811607003e-02      -1.252691251435e+02       6.334811604729e-02 
       3.686879340551e+03       7.240723877768e-02      -1.602329178242e+00       2.985218593953e-04      -2.568715650298e-02      -2.566487999201e-04       3.433342094399e-04       4.762896264379e-04      -1.241655920818e+02       6.344927175200e-02       4.096756909497e-01       4.096748804709e-01      -1.622543276728e+00       2.614827042714e-04      -7.046260157628e-03      -1.558579959398e+00       2.116099614375e-04       5.310314403047e-03      -1.258820356804e+02       6.350379354915e-02      -1.258820327294e+02       6.350379352651e-02 
       3.696542398879e+03       7.276466672558e-02      -1.606452585563e+00       3.373137740956e-04      -2.487958202607e-02      -2.904783805878e-04       2.995992870451e-04       4.971321762610e-04      -1.247794783285e+02       6.360521506632e-02       4.096693529640e-01       4.096686187667e-01      -1.626012517986e+00       2.726513797923e-04      -5.253764031283e-03      -1.561433936680e+00       2.270559159434e-04       7.049893292274e-03      -1.264964474798e+02       6.365946923341e-02      -1.264964445286e+02       6.365946921089e-02 
       3.706205457207e+03       7.312297338176e-02      -1.611061026005e+00       3.737536488438e-04      -2.377453614398e-02      -3.195756285674e-04       2.533839402592e-04       5.155557341128e-04      -1.253948713534e+02       6.376115477590e-02       4.096630386565e-01       4.096623882670e-01      -1.629605666708e+00       2.807217548954e-04      -3.413787313436e-03      -1.564468439799e+00       2.396367196349e-04       8.828948915756e-03      -1.271123634807e+02       6.381514327903e-02      -1.271123605292e+02       6.381514325662e-02 
       3.715868515535e+03       7.348215876451e-02      -1.616121149918e+00       4.073730226347e-04      -2.238395118908e-02      -3.436975903497e-04       2.050311679921e-04       5.314725520191e-04      -1.260117711164e+02       6.391709036791e-02       4.096567500647e-01       4.096561899383e-01      -1.633282294661e+00       2.856210017627e-04      -1.546755991361e-03      -1.567645996105e+00       2.492718149316e-04       1.062752321021e-02      -1.277297836621e+02       6.397081515392e-02      -1.277297807104e+02       6.397081513162e-02 
       3.726901104168e+03       7.389332539947e-02      -1.622400249345e+00       4.417450398243e-04      -2.046684668264e-02      -3.648930762692e-04       1.476688369998e-04       5.464954250194e-04      -1.267179452890e+02       6.409512227264e-02       4.096495983162e-01       4.096491476991e-01      -1.637529414598e+00       2.872923241514e-04       5.915678472837e-04      -1.571399788926e+00       2.566140846554e-04       1.267908304737e-02      -1.284365489079e+02       6.414854832128e-02      -1.284365459560e+02       6.414854829910e-02 
       3.737933692801e+03       7.430563761835e-02      -1.629149784236e+00       4.712578442564e-04      -1.822522115806e-02      -3.790894673125e-04       8.853182294005e-05       5.580977486509e-04      -1.274260834676e+02       6.427314878452e-02       4.096424802454e-01       4.096421443581e-01      -1.641770182660e+00       2.847837680225e-04       2.707682558916e-03      -1.575232629148e+00       2.600427331517e-04       1.469994417661e-02      -1.291452748776e+02       6.432627858091e-02      -1.291452719255e+02       6.432627855886e-02 
       3.748966281434e+03       7.471909552873e-02      -1.636294205244e+00       4.953675711347e-04      -1.569170974106e-02      -3.861071512885e-04       2.817924605542e-05       5.662499714575e-04      -1.281361856114e+02       6.445117065281e-02       4.096353929412e-01       4.096351752357e-01      -1.645943510768e+00       2.781570069267e-04       4.771480326358e-03      -1.579087216438e+00       2.596015410062e-04       1.666071073385e-02      -1.298559615577e+02       6.450400665456e-02      -1.298559586054e+02       6.450400663262e-02 
       3.759998870067e+03       7.513369916521e-02      -1.643750445912e+00       5.136004518705e-04      -1.290338818461e-02      -3.858341030048e-04      -3.282304608644e-05       5.709592944145e-04      -1.288482516620e+02       6.462918719744e-02       4.096283391715e-01       4.096282413197e-01      -1.649989616612e+00       2.675308158263e-04       6.753775315578e-03      -1.582907277321e+00       2.553892729638e-04       1.853289981120e-02      -1.305686089167e+02       6.468173183501e-02      -1.305686059641e+02       6.468173181319e-02 
       3.771031458701e+03       7.554944862622e-02      -1.651429079287e+00       5.255631721860e-04      -9.901220033178e-03      -3.782263432441e-04      -9.390813733788e-05       5.722694643993e-04      -1.295622815756e+02       6.480719895306e-02       4.096213168876e-01       4.096213387945e-01      -1.653850914758e+00       2.530816526571e-04       8.626715199074e-03      -1.586638425934e+00       2.475603729011e-04       2.028934537869e-02      -1.312832169375e+02       6.485945463014e-02      -1.312832139846e+02       6.485945460845e-02 
       3.782064047334e+03       7.596634395895e-02      -1.659235493335e+00       5.309472269460e-04      -6.729452575661e-03      -3.633077394112e-04      -1.545136593599e-04       5.702601756399e-04      -1.302782752958e+02       6.498520544731e-02       4.096143279990e-01       4.096144678414e-01      -1.657472789631e+00       2.350386088534e-04       1.036416901583e-02      -1.590228908498e+00       2.363200454894e-04       2.190457989310e-02      -1.319997855900e+02       6.503717454121e-02      -1.319997826369e+02       6.503717451964e-02 
       3.793096635967e+03       7.638438525374e-02      -1.667071220686e+00       5.295360879582e-04      -3.434965818083e-03      -3.411691358495e-04      -2.140873239950e-04       5.650460751779e-04      -1.309962327757e+02       6.516320702111e-02       4.096073711787e-01       4.096076254672e-01      -1.660804387773e+00       2.136816533587e-04       1.194208969491e-02      -1.593630369104e+00       2.219226486382e-04       2.335519043945e-02      -1.327183148535e+02       6.521489188309e-02      -1.327183119001e+02       6.521489186164e-02 
       3.806254910710e+03       7.688447049259e-02      -1.676314427264e+00       5.188046170844e-04       5.867196224530e-04      -3.055459978083e-04      -2.830443275848e-04       5.548451837336e-04      -1.318550892300e+02       6.537549805432e-02       4.095991169238e-01       4.095995009527e-01      -1.664334086744e+00       1.843318543658e-04       1.358550377533e-02      -1.597378697092e+00       2.010405108501e-04       2.484094030447e-02      -1.335778491775e+02       6.542684695922e-02      -1.335778462239e+02       6.542684693791e-02 
       3.819413185454e+03       7.738618602992e-02      -1.685282610010e+00       4.982140920004e-04       4.628478826953e-03      -2.602603514374e-04      -3.488995718968e-04       5.406081824258e-04      -1.327167389049e+02       6.558778152850e-02       4.095909102891e-01       4.095914143656e-01      -1.667315949791e+00       1.513595177338e-04       1.493972956610e-02      -1.600729013131e+00       1.766715918135e-04       2.603205509147e-02      -1.344401723231e+02       6.563879774151e-02      -1.344401693692e+02       6.563879772033e-02 
       3.832571460198e+03       7.788953203682e-02      -1.693804069840e+00       4.679417337469e-04       8.604615245751e-03      -2.058156765744e-04      -4.108353457424e-04       5.227045641569e-04      -1.335811817224e+02       6.580005823633e-02       4.095827479315e-01       4.095833601346e-01      -1.669692474099e+00       1.154619323592e-04       1.597923549482e-02      -1.603625751965e+00       1.494622201526e-04       2.690385728153e-02      -1.353052842548e+02       6.585074498040e-02      -1.353052813006e+02       6.585074495936e-02 
       3.843503330450e+03       7.830895099704e-02      -1.700423958467e+00       4.356910614495e-04       1.179727458883e-02      -1.540565902380e-04      -4.587680993927e-04       5.053436431309e-04      -1.343014833537e+02       6.597641116882e-02       4.095760039864e-01       4.095766955573e-01      -1.671173965389e+00       8.395039563044e-05       1.658968928388e-02      -1.605655617525e+00       1.251954788754e-04       2.737203818358e-02      -1.360261385021e+02       6.602682661199e-02      -1.360261355477e+02       6.602682659107e-02 
       3.854435200703e+03       7.872949552802e-02      -1.706528721204e+00       3.973308337061e-04       1.483906689393e-02      -9.680672313631e-05      -5.030813009546e-04       4.860097753239e-04      -1.350237127727e+02       6.615275966330e-02       4.095692891205e-01       4.095700495510e-01      -1.672187880703e+00       5.138970821969e-05       1.696242543232e-02      -1.607323478909e+00       9.987070603774e-05       2.760023997577e-02      -1.367489175832e+02       6.620290597798e-02      -1.367489146285e+02       6.620290595717e-02 
       3.865367070955e+03       7.915116563661e-02      -1.712032134885e+00       3.532651634267e-04       1.768489826156e-02      -3.451807274669e-05      -5.434207765489e-04       4.649889607413e-04      -1.357478699112e+02       6.632910240169e-02       4.095626080230e-01       4.095634260302e-01      -1.672722262900e+00       1.824258691320e-05       1.709353611913e-02      -1.608617021334e+00       7.391920607742e-05       2.758488913407e-02      -1.374736214534e+02       6.637898173717e-02      -1.374736184985e+02       6.637898171647e-02 
       3.876298941207e+03       7.957396147012e-02      -1.716854539530e+00       3.039844939204e-04       2.029233690746e-02       3.231763966962e-05      -5.794744333783e-04       4.425831645371e-04      -1.364739547322e+02       6.650544067282e-02       4.095559552627e-01       4.095568189604e-01      -1.672772016193e+00      -1.501996952193e-05       1.698252552708e-02      -1.609530331466e+00       4.778035353022e-05       2.732577441487e-02      -1.382002500992e+02       6.655505515553e-02      -1.382002471441e+02       6.655505513494e-02 
       3.887230811460e+03       7.999788303611e-02      -1.720923932633e+00       2.500542026463e-04       2.262222053380e-02       1.031741479694e-04      -6.109748700905e-04       4.191069776406e-04      -1.372019671664e+02       6.668177313956e-02       4.095493354119e-01       4.095502324873e-01      -1.672338855023e+00      -4.793055717713e-05       1.663229557054e-02      -1.610063844780e+00       2.188992888269e-05       2.682603467140e-02      -1.389288034745e+02       6.673112487340e-02      -1.389288005191e+02       6.673112485291e-02 
       3.898162681712e+03       8.042293048551e-02      -1.724177136629e+00       1.921124772845e-04       2.463921907929e-02       1.774961454933e-04      -6.377014834429e-04       3.948841282514e-04      -1.379319071761e+02       6.685810111123e-02       4.095427428229e-01       4.095436607147e-01      -1.671431320617e+00      -8.002672441006e-05       1.604908543725e-02      -1.610224363909e+00      -3.321026647254e-06       2.609209843574e-02      -1.396592815642e+02       6.690719217786e-02      -1.396592786087e+02       6.690719215748e-02 
       3.909094551965e+03       8.084910382642e-02      -1.726560676550e+00       1.308566564631e-04       2.631233835048e-02       2.547049733326e-04      -6.594820820032e-04       3.702439302501e-04      -1.386637746906e+02       6.703442322710e-02       4.095361819661e-01       4.095371080426e-01      -1.670064534409e+00      -1.108627306576e-04       1.524236205796e-02      -1.610024816786e+00      -2.743776212430e-05       2.513357763884e-02      -1.403916843205e+02       6.708325568627e-02      -1.403916813647e+02       6.708325566600e-02 
