# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  487       3.034606904928e-10       1.273407861626e-12      -8.770579122618e-12       7.849899600638e-15       8.740946425949e-14       2.928947736195e-15       8.236542381871e-16 
  488       3.046957056372e-10       1.254917212698e-12      -8.689229964800e-12       7.877432979961e-15       8.678773651294e-14       2.854974021805e-15       8.093937246457e-16 
  489       3.059160322359e-10       1.236737205332e-12      -8.604350057722e-12       7.904978573347e-15       8.617165062195e-14       2.782888353811e-15       7.951467356813e-16 
  490       3.071209783582e-10       1.218880542818e-12      -8.516003158869e-12       7.932532410801e-15       8.556114366215e-14       2.712698525590e-15       7.809147782991e-16 
  491       3.083098433580e-10       1.201360071313e-12      -8.424254511866e-12       7.960090461740e-15       8.495615013951e-14       2.644412107184e-15       7.666993686328e-16 
  492       3.094819178338e-10       1.184188780438e-12      -8.329170854722e-12       7.987648634688e-15       8.435660197399e-14       2.578036443511e-15       7.525020319526e-16 
  493       3.106364835883e-10       1.167379803881e-12      -8.230820428070e-12       8.015202776970e-15       8.376242848316e-14       2.513578652569e-15       7.383243026729e-16 
  494       3.117728135891e-10       1.150946419999e-12      -8.129272983408e-12       8.042748674410e-15       8.317355636578e-14       2.451045623646e-15       7.241677243606e-16 
  495       3.128901719281e-10       1.134902052417e-12      -8.024599791337e-12       8.070282051024e-15       8.258990968546e-14       2.390444015528e-15       7.100338497427e-16 
  496       3.139878137815e-10       1.119260270633e-12      -7.916873649808e-12       8.097798568719e-15       8.201140985424e-14       2.331780254706e-15       6.959242407142e-16 
  497       3.150649853705e-10       1.104034790615e-12      -7.806168892357e-12       8.125293826982e-15       8.143797561623e-14       2.275060533585e-15       6.818404683464e-16 
  498       3.161209239202e-10       1.089239475408e-12      -7.692561396348e-12       8.152763362585e-15       8.086952303120e-14       2.220290808691e-15       6.677841128944e-16 
  499       3.171548576207e-10       1.074888335729e-12      -7.576128591213e-12       8.180202649269e-15       8.030596545822e-14       2.167476798878e-15       6.537567638051e-16 
  500       3.181660055862e-10       1.060995530573e-12      -7.456949466694e-12       8.207607097450e-15       7.974721353926e-14       2.116623983541e-15       6.397600197255e-16 
  501       3.191535778157e-10       1.047575367812e-12      -7.335104581082e-12       8.234972053906e-15       7.919317518283e-14       2.067737600818e-15       6.257954885101e-16 
  502       3.201167751524e-10       1.034642304798e-12      -7.210676069460e-12       8.262292801478e-15       7.864375554754e-14       2.020822645799e-15       6.118647872290e-16 
  503       3.210547892442e-10       1.022210948962e-12      -7.083747651942e-12       8.289564558764e-15       7.809885702579e-14       1.975883868736e-15       5.979695421761e-16 
  504       3.219668025033e-10       1.010296058418e-12      -6.954404641913e-12       8.316782479812e-15       7.755837922732e-14       1.932925773252e-15       5.841113888766e-16 
  505       3.228521093182e-10       9.989107654538e-13      -6.822730891396e-12       8.343942014725e-15       7.702223521142e-14       1.891948154347e-15       5.702918831387e-16 
  506       3.237104836109e-10       9.880611895013e-13      -6.688799513617e-12       8.371040003518e-15       7.649040073096e-14       1.852932574697e-15       5.565122313723e-16 
  507       3.245418217895e-10       9.777516701557e-13      -6.552681909408e-12       8.398073613168e-15       7.596286637471e-14       1.815855495220e-15       5.427735525170e-16 
  508       3.253460224713e-10       9.679865300180e-13      -6.414450812699e-12       8.425039979432e-15       7.543962143838e-14       1.780692696163e-15       5.290769662614e-16 
  509       3.261229864997e-10       9.587700744615e-13      -6.274180297318e-12       8.451936206703e-15       7.492065391586e-14       1.747419273215e-15       5.154235930098e-16 
  510       3.268726169610e-10       9.501065913987e-13      -6.131945783793e-12       8.478759367881e-15       7.440595049046e-14       1.716009633619e-15       5.018145538482e-16 
  511       3.275948192014e-10       9.420003510480e-13      -5.987824046158e-12       8.505506504235e-15       7.389549652614e-14       1.686437492289e-15       4.882509705103e-16 
  512       3.282895008441e-10       9.344556057006e-13      -5.841893218752e-12       8.532174625267e-15       7.338927605878e-14       1.658675867921e-15       4.747339653441e-16 
  513       3.289565718060e-10       9.274765894873e-13      -5.694232803023e-12       8.558760708579e-15       7.288727178742e-14       1.632697079106e-15       4.612646612774e-16 
  514       3.295959443147e-10       9.210675181452e-13      -5.544923674329e-12       8.585261699739e-15       7.238946506550e-14       1.608472740443e-15       4.478441817845e-16 
  515       3.302075329256e-10       9.152325887845e-13      -5.394048088742e-12       8.611674512142e-15       7.189583589213e-14       1.585973758657e-15       4.344736508521e-16 
  516       3.307912545384e-10       9.099759796556e-13      -5.241689689851e-12       8.637996026876e-15       7.140636290328e-14       1.565170328705e-15       4.211541929455e-16 
  517       3.313470284148e-10       9.053018499153e-13      -5.087933515560e-12       8.664223092592e-15       7.092102336309e-14       1.546031929895e-15       4.078869329745e-16 
  518       3.318747761946e-10       9.012143393944e-13      -4.932866004897e-12       8.690352525360e-15       7.043979315508e-14       1.528527321997e-15       3.946729962602e-16 
  519       3.323744219133e-10       8.977175683638e-13      -4.776575004809e-12       8.716381108541e-15       6.996264677340e-14       1.512624541359e-15       3.815135085003e-16 
  520       3.328458920185e-10       8.948156373017e-13      -4.619149776973e-12       8.742305592650e-15       6.948955731408e-14       1.498290897015e-15       3.684095957359e-16 
  521       3.332891153874e-10       8.925126266602e-13      -4.460681004589e-12       8.768122695220e-15       6.902049646628e-14       1.485492966805e-15       3.553623843173e-16 
  522       3.337040233431e-10       8.908125966322e-13      -4.301260799190e-12       8.793829100665e-15       6.855543450353e-14       1.474196593482e-15       3.423730008704e-16 
  523       3.340905496723e-10       8.897195869183e-13      -4.140982707440e-12       8.819421460152e-15       6.809434027498e-14       1.464366880832e-15       3.294425722625e-16 
  524       3.344486306413e-10       8.892376164935e-13      -3.979941717939e-12       8.844896391455e-15       6.763718119664e-14       1.455968189780e-15       3.165722255688e-16 
  525       3.347782050140e-10       8.893706833739e-13      -3.818234268024e-12       8.870250478831e-15       6.718392324263e-14       1.448964134511e-15       3.037630880384e-16 
  526       3.350792140678e-10       8.901227643836e-13      -3.655958250569e-12       8.895480272879e-15       6.673453093642e-14       1.443317578577e-15       2.910162870604e-16 
  527       3.353516016114e-10       8.914978149217e-13      -3.493213020794e-12       8.920582290402e-15       6.628896734210e-14       1.438990631014e-15       2.783329501300e-16 
  528       3.355953140012e-10       8.934997687286e-13      -3.330099403061e-12       8.945553014281e-15       6.584719405558e-14       1.435944642455e-15       2.657142048148e-16 
  529       3.358103001584e-10       8.961325376534e-13      -3.166719697679e-12       8.970388893330e-15       6.540917119590e-14       1.434140201241e-15       2.531611787211e-16 
  530       3.359965115861e-10       8.994000114203e-13      -3.003177687707e-12       8.995086342168e-15       6.497485739640e-14       1.433537129537e-15       2.406749994594e-16 
  531       3.361539023858e-10       9.033060573956e-13      -2.839578645754e-12       9.019641741082e-15       6.454420979603e-14       1.434094479446e-15       2.282567946114e-16 
  532       3.362824292749e-10       9.078545203543e-13      -2.676029340784e-12       9.044051435888e-15       6.411718403057e-14       1.435770529120e-15       2.159076916955e-16 
  533       3.363820516032e-10       9.130492222472e-13      -2.512638044917e-12       9.068311737801e-15       6.369373422386e-14       1.438522778872e-15       2.036288181331e-16 
  534       3.364527313702e-10       9.188939619674e-13      -2.349514540232e-12       9.092418923299e-15       6.327381297908e-14       1.442307947296e-15       1.914213012149e-16 
  535       3.364944332415e-10       9.253925151173e-13      -2.186770125570e-12       9.116369233985e-15       6.285737136998e-14       1.447081967372e-15       1.792862680671e-16 
  536       3.365071245664e-10       9.325486337753e-13      -2.024517623332e-12       9.140158876455e-15       6.244435893211e-14       1.452799982586e-15       1.672248456172e-16 
  537       3.364907753943e-10       9.403660462628e-13      -1.862871386289e-12       9.163784022161e-15       6.203472365411e-14       1.459416343040e-15       1.552381605605e-16 
  538       3.364453584920e-10       9.488484569107e-13      -1.701947304378e-12       9.187240807276e-15       6.162841196889e-14       1.466884601566e-15       1.433273393259e-16 
  539       3.363708493605e-10       9.579995458264e-13      -1.541862811507e-12       9.210525332560e-15       6.122536874493e-14       1.475157509839e-15       1.314935080425e-16 
  540       3.362672262517e-10       9.678229686606e-13      -1.382736892358e-12       9.233633663226e-15       6.082553727752e-14       1.484187014493e-15       1.197377925053e-16 
  541       3.361344701859e-10       9.783223563739e-13      -1.224690089186e-12       9.256561828800e-15       6.042885927999e-14       1.493924253231e-15       1.080613181417e-16 
  542       3.359725649682e-10       9.895013150040e-13      -1.067844508626e-12       9.279305822992e-15       6.003527487494e-14       1.504319550939e-15       9.646520997726e-17 
  543       3.357814972056e-10       1.001363425432e-12      -9.123238284926e-13       9.301861603555e-15       5.964472258554e-14       1.515322415801e-15       8.495059260229e-17 
  544       3.355613096157e-10       1.013910844385e-12      -7.582417634894e-13       9.324225633333e-15       5.925714893147e-14       1.526889363474e-15       7.351842703540e-17 
  545       3.353122624854e-10       1.027140066763e-12      -6.056671092861e-13       9.346396519570e-15       5.887253751698e-14       1.539007627626e-15       6.216901658582e-17 
  546       3.350346765657e-10       1.041046049458e-12      -4.546577764733e-13       9.368373418197e-15       5.849088070393e-14       1.551672076202e-15       5.090248770170e-17 
  547       3.347288802102e-10       1.055623599057e-12      -3.052722491600e-13       9.390155496710e-15       5.811217007264e-14       1.564877440046e-15       3.971895177646e-17 
  548       3.343952094125e-10       1.070867371047e-12      -1.575695871044e-13       9.411741934249e-15       5.773639641700e-14       1.578618312179e-15       2.861850504902e-17 
  549       3.340340078458e-10       1.086771869013e-12      -1.160942784512e-14       9.433131921690e-15       5.736354973961e-14       1.592889147086e-15       1.760122850384e-17 
  550       3.336456269006e-10       1.103331443841e-12       1.325480111675e-13       9.454324661718e-15       5.699361924692e-14       1.607684259994e-15       6.667187771123e-18 
  551       3.332304257237e-10       1.120540292915e-12       2.748419304403e-13       9.475319368922e-15       5.662659334433e-14       1.622997826155e-15      -4.183566973112e-18 
  552       3.327887712565e-10       1.138392459324e-12       4.152109463062e-13       9.496115269870e-15       5.626245963138e-14       1.638823880128e-15      -1.495100110686e-17 
  553       3.323210382735e-10       1.156881831055e-12       5.535930887934e-13       9.516711603200e-15       5.590120489684e-14       1.655156315060e-15      -2.563509566201e-17 
  554       3.318276094209e-10       1.176002140199e-12       6.899257994934e-13       9.537107619697e-15       5.554281511385e-14       1.671988881968e-15      -3.623584742424e-17 
  555       3.313088752549e-10       1.195746962151e-12       8.241459294307e-13       9.557302582383e-15       5.518727543507e-14       1.689315189021e-15      -4.675326903282e-17 
  556       3.307652342805e-10       1.216109714807e-12       9.561897369312e-13       9.577295766599e-15       5.483457018778e-14       1.707128700824e-15      -5.718738908056e-17 
  557       3.301970929899e-10       1.237083657771e-12       1.085992885491e-12       9.597086460086e-15       5.448468286908e-14       1.725422737694e-15      -6.753825221364e-17 
  558       3.296048659010e-10       1.258661891549e-12       1.213490441646e-12       9.616673963073e-15       5.413759614094e-14       1.744190474947e-15      -7.780591923147e-17 
  559       3.289889755957e-10       1.280837356753e-12       1.338616872840e-12       9.636057588360e-15       5.379329182540e-14       1.763424942180e-15      -8.799046718656e-17 
  560       3.283498527588e-10       1.303602833302e-12       1.461306045294e-12       9.655236661399e-15       5.345175089965e-14       1.783119022548e-15      -9.809198948443e-17 
  561       3.276879362162e-10       1.326950939623e-12       1.581491221873e-12       9.674210520382e-15       5.311295349122e-14       1.803265452050e-15      -1.081105959834e-16 
  562       3.270036729734e-10       1.350874131849e-12       1.699105059959e-12       9.692978516323e-15       5.277687887306e-14       1.823856818809e-15      -1.180464130946e-16 
  563       3.262975182545e-10       1.375364703022e-12       1.814079609316e-12       9.711540013140e-15       5.244350545871e-14       1.844885562356e-15      -1.278995838817e-16 
  564       3.255699355399e-10       1.400414782293e-12       1.926346309963e-12       9.729894387743e-15       5.211281079742e-14       1.866343972907e-15      -1.376702681608e-16 
  565       3.248213966055e-10       1.426016334121e-12       2.035835990036e-12       9.748041030116e-15       5.178477156929e-14       1.888224190651e-15      -1.473586426002e-16 
  566       3.240523815608e-10       1.452161157478e-12       2.142478863664e-12       9.765979343399e-15       5.145936358038e-14       1.910518205026e-15      -1.569649008208e-16 
  567       3.232633788877e-10       1.478840885045e-12       2.246204528835e-12       9.783708743976e-15       5.113656175788e-14       1.933217854005e-15      -1.664892534951e-16 
  568       3.224548854787e-10       1.506046982414e-12       2.346941965264e-12       9.801228661554e-15       5.081634014521e-14       1.956314823376e-15      -1.759319284478e-16 
  569       3.216274066756e-10       1.533770747293e-12       2.444619532262e-12       9.818538539252e-15       5.049867189719e-14       1.979800646024e-15      -1.852931707554e-16 
  570       3.207814563082e-10       1.562003308697e-12       2.539164966608e-12       9.835637833682e-15       5.018352927512e-14       2.003666701211e-15      -1.945732428459e-16 
  571       3.199175567322e-10       1.590735626160e-12       2.630505380413e-12       9.852526015032e-15       4.987088364197e-14       2.027904213862e-15      -2.037724245990e-16 
  572       3.190362388685e-10       1.619958488926e-12       2.718567258991e-12       9.869202567153e-15       4.956070545749e-14       2.052504253842e-15      -2.128910134458e-16 
  573       3.181380422409e-10       1.649662515157e-12       2.803276458731e-12       9.885666987640e-15       4.925296427332e-14       2.077457735243e-15      -2.219293244685e-16 
  574       3.172235150154e-10       1.679838151128e-12       2.884558204960e-12       9.901918787919e-15       4.894762872817e-14       2.102755415659e-15      -2.308876905008e-16 
  575       3.162932140380e-10       1.710475670432e-12       2.962337089817e-12       9.917957493328e-15       4.864466654292e-14       2.128387895476e-15      -2.397664622270e-16 
  576       3.153477048736e-10       1.741565173178e-12       3.036537070118e-12       9.933782643202e-15       4.834404451575e-14       2.154345617145e-15      -2.485660082826e-16 
  577       3.143875618447e-10       1.773096585192e-12       3.107081465227e-12       9.949393790957e-15       4.804572851731e-14       2.180618864472e-15      -2.572867153538e-16 
  578       3.134133680692e-10       1.805059657219e-12       3.173892954925e-12       9.964790504174e-15       4.774968348582e-14       2.207197761893e-15      -2.659289882772e-16 
  579       3.124257154997e-10       1.837443964122e-12       3.236893577278e-12       9.979972364685e-15       4.745587342220e-14       2.234072273761e-15      -2.744932501402e-16 
  580       3.114252049615e-10       1.870238904084e-12       3.296004726506e-12       9.994938968651e-15       4.716426138524e-14       2.261232203624e-15      -2.829799423804e-16 
  581       3.104124461913e-10       1.903433697807e-12       3.351147150852e-12       1.000968992665e-14       4.687480948669e-14       2.288667193510e-15      -2.913895248856e-16 
  582       3.093880578756e-10       1.937017387716e-12       3.402240950452e-12       1.002422486377e-14       4.658747888642e-14       2.316366723205e-15      -2.997224760938e-16 
  583       3.083526400041e-10       1.970978792709e-12       3.449218534418e-12       1.003854377505e-14       4.630223564353e-14       2.344320756245e-15      -3.079790471490e-16 
  584       3.073066900913e-10       2.005306372805e-12       3.492063852028e-12       1.005264810150e-14       4.601906844017e-14       2.372521697069e-15      -3.161585174202e-16 
  585       3.062506849381e-10       2.039988359538e-12       3.530774137384e-12       1.006653968115e-14       4.573797129083e-14       2.400962481339e-15      -3.242599205812e-16 
  586       3.051851081560e-10       2.075012799282e-12       3.565347041318e-12       1.008022039626e-14       4.545893772371e-14       2.429635933166e-15      -3.322822888847e-16 
  587       3.041104501963e-10       2.110367552443e-12       3.595780633830e-12       1.009369217363e-14       4.518196077788e-14       2.458534764627e-15      -3.402246531759e-16 
  588       3.030272083785e-10       2.146040292634e-12       3.622073406522e-12       1.010695698471e-14       4.490703300047e-14       2.487651575265e-15      -3.480860429051e-16 
  589       3.019358869192e-10       2.182018505867e-12       3.644224275034e-12       1.012001684586e-14       4.463414644390e-14       2.516978851607e-15      -3.558654861413e-16 
  590       3.008369969607e-10       2.218289489737e-12       3.662232581483e-12       1.013287381855e-14       4.436329266302e-14       2.546508966670e-15      -3.635620095851e-16 
  591       2.997310566001e-10       2.254840352605e-12       3.676098096898e-12       1.014553000956e-14       4.409446271239e-14       2.576234179470e-15      -3.711746385821e-16 
  592       2.986185909176e-10       2.291658012783e-12       3.685821023654e-12       1.015798757121e-14       4.382764714338e-14       2.606146634534e-15      -3.787023971359e-16 
  593       2.975001320057e-10       2.328729197723e-12       3.691401997914e-12       1.017024870154e-14       4.356283600147e-14       2.636238361406e-15      -3.861443079214e-16 
  594       2.963762189976e-10       2.366040443195e-12       3.692842092060e-12       1.018231564455e-14       4.330001882336e-14       2.666501274163e-15      -3.934993922982e-16 
  595       2.952473980961e-10       2.403578092479e-12       3.690142817130e-12       1.019419069038e-14       4.303918463421e-14       2.696927170918e-15      -4.007666703233e-16 
  596       2.941142226022e-10       2.441328295547e-12       3.683306125258e-12       1.020587617555e-14       4.278032194483e-14       2.727507733335e-15      -4.079451607646e-16 
  597       2.929772529443e-10       2.479277008246e-12       3.672334412107e-12       1.021737448313e-14       4.252341874890e-14       2.758234526133e-15      -4.150338811141e-16 
  598       2.918370567062e-10       2.517409991485e-12       3.657230519307e-12       1.022868804299e-14       4.226846252011e-14       2.789098996604e-15      -4.220318476008e-16 
  599       2.906942086566e-10       2.555712810423e-12       3.637997736889e-12       1.023981933200e-14       4.201544020943e-14       2.820092474113e-15      -4.289380752045e-16 
  600       2.895492907775e-10       2.594170833647e-12       3.614639805726e-12       1.025077087419e-14       4.176433824224e-14       2.851206169615e-15      -4.357515776681e-16 
  601       2.884028922929e-10       2.632769232363e-12       3.587160919963e-12       1.026154524104e-14       4.151514251556e-14       2.882431175162e-15      -4.424713675117e-16 
  602       2.872556096975e-10       2.671492979579e-12       3.555565729459e-12       1.027214505164e-14       4.126783839528e-14       2.913758463413e-15      -4.490964560452e-16 
  603       2.861080467859e-10       2.710326849290e-12       3.519859342222e-12       1.028257297288e-14       4.102241071328e-14       2.945178887144e-15      -4.556258533814e-16 
  604       2.849608146807e-10       2.749255415661e-12       3.480047326842e-12       1.029283171973e-14       4.077884376468e-14       2.976683178755e-15      -4.620585684498e-16 
  605       2.838145318618e-10       2.788263052217e-12       3.436135714931e-12       1.030292405537e-14       4.053712130506e-14       3.008261949786e-15      -4.683936090093e-16 
  606       2.826698241948e-10       2.827333931021e-12       3.388131003560e-12       1.031285279146e-14       4.029722654758e-14       3.039905690420e-15      -4.746299816614e-16 
  607       2.815273249600e-10       2.866452021867e-12       3.336040157691e-12       1.032262078830e-14       4.005914216026e-14       3.071604768997e-15      -4.807666918635e-16 
  608       2.803876748809e-10       2.905601091457e-12       3.279870612616e-12       1.033223095508e-14       3.982285026311e-14       3.103349431520e-15      -4.868027439421e-16 
  609       2.792515221532e-10       2.944764702593e-12       3.219630276397e-12       1.034168625008e-14       3.958833242537e-14       3.135129801169e-15      -4.927371411061e-16 
  610       2.781195224733e-10       2.983926213357e-12       3.155327532293e-12       1.035098968085e-14       3.935556966270e-14       3.166935877810e-15      -4.985688854596e-16 
  611       2.769923390674e-10       3.023068776299e-12       3.086971241208e-12       1.036014430447e-14       3.912454243436e-14       3.198757537499e-15      -5.042969780155e-16 
  612       2.758706427198e-10       3.062175337618e-12       3.014570744117e-12       1.036915322769e-14       3.889523064044e-14       3.230584532001e-15      -5.099204187085e-16 
  613       2.747551118020e-10       3.101228636354e-12       2.938135864508e-12       1.037801960722e-14       3.866761361901e-14       3.262406488290e-15      -5.154382064081e-16 
  614       2.736464323013e-10       3.140211203565e-12       2.857676910818e-12       1.038674664987e-14       3.844167014337e-14       3.294212908069e-15      -5.208493389322e-16 
  615       2.725452978495e-10       3.179105361519e-12       2.773204678867e-12       1.039533761282e-14       3.821737841921e-14       3.325993167268e-15      -5.261528130601e-16 
  616       2.714524097519e-10       3.217893222873e-12       2.684730454299e-12       1.040379580375e-14       3.799471608180e-14       3.357736515566e-15      -5.313476245456e-16 
  617       2.703684770159e-10       3.256556689863e-12       2.592266015011e-12       1.041212458114e-14       3.777366019325e-14       3.389432075891e-15      -5.364327681300e-16 
  618       2.692942163794e-10       3.295077453485e-12       2.495823633596e-12       1.042032735441e-14       3.755418723964e-14       3.421068843934e-15      -5.414072375560e-16 
  619       2.682303523403e-10       3.333436992682e-12       2.395416079777e-12       1.042840758416e-14       3.733627312822e-14       3.452635687658e-15      -5.462700255799e-16 
  620       2.671776171846e-10       3.371616573530e-12       2.291056622842e-12       1.043636878239e-14       3.711989318467e-14       3.484121346809e-15      -5.510201239858e-16 
  621       2.661367510155e-10       3.409597248420e-12       2.182759034083e-12       1.044421451268e-14       3.690502215024e-14       3.515514432423e-15      -5.556565235979e-16 
  622       2.651084248315e-10       3.447361310749e-12       2.070544150001e-12       1.045194831116e-14       3.669163785986e-14       3.546804718355e-15      -5.601785147896e-16 
  623       2.640930077251e-10       3.484896698057e-12       1.954459725824e-12       1.045957344706e-14       3.647973237680e-14       3.577987050068e-15      -5.645865967124e-16 
  624       2.630907942877e-10       3.522192690419e-12       1.834561051880e-12       1.046709315695e-14       3.626930111331e-14       3.609057526440e-15      -5.688815893921e-16 
  625       2.621020810708e-10       3.559238463925e-12       1.710904439389e-12       1.047451072370e-14       3.606033917166e-14       3.640012215944e-15      -5.730643352674e-16 
  626       2.611271665916e-10       3.596023090307e-12       1.583547224929e-12       1.048182947664e-14       3.585284134250e-14       3.670847156560e-15      -5.771356992957e-16 
  627       2.601663513374e-10       3.632535536577e-12       1.452547774903e-12       1.048905279175e-14       3.564680210319e-14       3.701558355683e-15      -5.810965690604e-16 
  628       2.592199377708e-10       3.668764664667e-12       1.317965490009e-12       1.049618409185e-14       3.544221561610e-14       3.732141790032e-15      -5.849478548758e-16 
  629       2.582882303344e-10       3.704699231059e-12       1.179860809707e-12       1.050322684676e-14       3.523907572701e-14       3.762593405562e-15      -5.886904898945e-16 
  630       2.573715354560e-10       3.740327886424e-12       1.038295216686e-12       1.051018457353e-14       3.503737596341e-14       3.792909117375e-15      -5.923254302131e-16 
  631       2.564701615531e-10       3.775639175256e-12       8.933312413339e-13       1.051706083659e-14       3.483710953284e-14       3.823084809625e-15      -5.958536549782e-16 
  632       2.555844190384e-10       3.810621535510e-12       7.450324662058e-13       1.052385924794e-14       3.463826932122e-14       3.853116335432e-15      -5.992761664933e-16 
  633       2.547146203241e-10       3.845263298234e-12       5.934635304900e-13       1.053058346734e-14       3.444084789122e-14       3.882999516791e-15      -6.025939903245e-16 
  634       2.538610798274e-10       3.879552687209e-12       4.386901344774e-13       1.053723720250e-14       3.424483748057e-14       3.912730144480e-15      -6.058081754070e-16 
  635       2.530241139749e-10       3.913477818582e-12       2.807790440294e-13       1.054382420925e-14       3.405023000038e-14       3.942303977971e-15      -6.089197941512e-16 
  636       2.522040412079e-10       3.947026700503e-12       1.197980950457e-13       1.055034829173e-14       3.385701703352e-14       3.971716745343e-15      -6.119299425491e-16 
  637       2.514011819871e-10       3.980187232759e-12      -4.418380206728e-14       1.055681330258e-14       3.366518983294e-14       4.000964143184e-15      -6.148397402804e-16 
  638       2.506158587978e-10       4.012947206411e-12      -2.110966579287e-13       1.056322314313e-14       3.347473932000e-14       4.030041836508e-15      -6.176503308188e-16 
  639       2.498483961544e-10       4.045294303431e-12      -3.808693997150e-13       1.056958176357e-14       3.328565608280e-14       4.058945458664e-15      -6.203628815382e-16 
  640       2.490991206056e-10       4.077216096334e-12      -5.534298666921e-13       1.057589316313e-14       3.309793037456e-14       4.087670611241e-15      -6.229785838190e-16 
  641       2.483683607394e-10       4.108700047819e-12      -7.287048057470e-13       1.058216139030e-14       3.291155211188e-14       4.116212863983e-15      -6.254986531543e-16 
  642       2.476564471876e-10       4.139733510399e-12      -9.066198669202e-13       1.058839054297e-14       3.272651087318e-14       4.144567754697e-15      -6.279243292563e-16 
  643       2.469637126314e-10       4.170303726040e-12      -1.087099598937e-12       1.059458476863e-14       3.254279589693e-14       4.172730789160e-15      -6.302568761622e-16 
  644       2.462904918057e-10       4.200397825797e-12      -1.270067444741e-12       1.060074826459e-14       3.236039608006e-14       4.200697441035e-15      -6.324975823406e-16 
  645       2.456371215042e-10       4.230002829450e-12      -1.455445737023e-12       1.060688527811e-14       3.217929997630e-14       4.228463151775e-15      -6.346477607981e-16 
  646       2.450039405845e-10       4.259105645135e-12      -1.643155693755e-12       1.061300010660e-14       3.199949579444e-14       4.256023330535e-15      -6.367087491848e-16 
  647       2.443912899728e-10       4.287693068987e-12      -1.833117413725e-12       1.061909709785e-14       3.182097139677e-14       4.283373354084e-15      -6.386819099013e-16 
  648       2.437995126690e-10       4.315751784770e-12      -2.025249872062e-12       1.062518065014e-14       3.164371429733e-14       4.310508566710e-15      -6.405686302044e-16 
  649       2.432289537516e-10       4.343268363515e-12      -2.219470915775e-12       1.063125521248e-14       3.146771166032e-14       4.337424280135e-15      -6.423703223136e-16 
  650       2.426799603822e-10       4.370229263157e-12      -2.415697259278e-12       1.063732528478e-14       3.129295029838e-14       4.364115773420e-15      -6.440884235174e-16 
  651       2.421528818113e-10       4.396620828166e-12      -2.613844479931e-12       1.064339541802e-14       3.111941667095e-14       4.390578292879e-15      -6.457243962791e-16 
  652       2.416480693823e-10       4.422429289190e-12      -2.813827013563e-12       1.064947021447e-14       3.094709688261e-14       4.416807051987e-15      -6.472797283439e-16 
  653       2.411658765369e-10       4.447640762684e-12      -3.015558150007e-12       1.065555432783e-14       3.077597668143e-14       4.442797231287e-15      -6.487559328440e-16 
  654       2.407066588201e-10       4.472241250548e-12      -3.218950028636e-12       1.066165246344e-14       3.060604145726e-14       4.468543978306e-15      -6.501545484058e-16 
  655       2.402707738847e-10       4.496216639766e-12      -3.423913633890e-12       1.066776937846e-14       3.043727624013e-14       4.494042407460e-15      -6.514771392559e-16 
  656       2.398585814968e-10       4.519552702035e-12      -3.630358790808e-12       1.067390988207e-14       3.026966569853e-14       4.519287599966e-15      -6.527252953268e-16 
  657       2.394704435400e-10       4.542235093406e-12      -3.838194160563e-12       1.068007883562e-14       3.010319413780e-14       4.544274603749e-15      -6.539006323640e-16 
  658       2.391067240212e-10       4.564249353921e-12      -4.047327235994e-12       1.068628115284e-14       2.993784549842e-14       4.568998433356e-15      -6.550047920315e-16 
  659       2.387677890747e-10       4.585580907242e-12      -4.257664337132e-12       1.069252180003e-14       2.977360335438e-14       4.593454069863e-15      -6.560394420186e-16 
  660       2.384540069675e-10       4.606215060292e-12      -4.469110606741e-12       1.069880579623e-14       2.961045091149e-14       4.617636460785e-15      -6.570062761457e-16 
  661       2.381656744613e-10       4.626139116139e-12      -4.681573556030e-12       1.070513774169e-14       2.944837337467e-14       4.641541220080e-15      -6.579067130702e-16 
  662       2.379027941057e-10       4.645348764529e-12      -4.894973796688e-12       1.071152039153e-14       2.928736511029e-14       4.665166745283e-15      -6.587409848945e-16 
  663       2.376652920435e-10       4.663841831553e-12      -5.109234536677e-12       1.071795605099e-14       2.912742263849e-14       4.688512146880e-15      -6.595090286704e-16 
  664       2.374530911940e-10       4.681616179377e-12      -5.324278047979e-12       1.072444704437e-14       2.896854227751e-14       4.711576552543e-15      -6.602107860034e-16 
  665       2.372661112372e-10       4.698669706450e-12      -5.540025663111e-12       1.073099571505e-14       2.881072014270e-14       4.734359107231e-15      -6.608462030759e-16 
  666       2.371042685993e-10       4.715000347729e-12      -5.756397771620e-12       1.073760442560e-14       2.865395214549e-14       4.756858973296e-15      -6.614152306713e-16 
  667       2.369674764367e-10       4.730606074884e-12      -5.973313816597e-12       1.074427555778e-14       2.849823399242e-14       4.779075330578e-15      -6.619178241976e-16 
  668       2.368556446211e-10       4.745484896522e-12      -6.190692291177e-12       1.075101151262e-14       2.834356118405e-14       4.801007376514e-15      -6.623539437106e-16 
