#scalar perturbations for mode k = 1.088182900000e-03 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_idr             17:theta_idr             18:shear_idr             19:delta_cdm             20:theta_cdm             21:delta_idm             22:theta_idm          
       2.350663342400e+02       8.109356878384e-04      -1.420498691509e+00       7.376698288852e-05       8.131374903680e-05       1.540521747928e-04       1.056721047732e-07       3.081054507937e-05      -1.065374196541e+00       7.377549965486e-05       5.954661447088e-01       6.478658067164e-01      -1.420471633364e+00       7.340182495393e-05       2.383696742659e-03      -1.420471633364e+00       7.340182495393e-05       2.383696742659e-03      -1.065391544588e+00       7.403481080746e-05      -1.065390635508e+00       7.403197205089e-05 
       2.356531998600e+02       8.136087995400e-04      -1.420867894808e+00       7.393515299463e-05       8.354480941814e-05       1.569604076022e-04       1.100266093955e-07       3.139219889928e-05      -1.065651104102e+00       7.394397285616e-05       5.954428825295e-01       6.477879527772e-01      -1.420840549820e+00       7.356715014570e-05       2.395163244346e-03      -1.420840549820e+00       7.356715014570e-05       2.395163244346e-03      -1.065668604743e+00       7.420469015288e-05      -1.065667694000e+00       7.420186072304e-05 
       2.362400654801e+02       8.162851416148e-04      -1.421236232700e+00       7.410324632701e-05       8.583062783329e-05       1.599299748609e-04       1.146110422053e-07       3.198612004932e-05      -1.065927362789e+00       7.411238102716e-05       5.954190104950e-01       6.477103480800e-01      -1.421208598637e+00       7.373238752289e-05       2.406655361263e-03      -1.421208598637e+00       7.373238752289e-05       2.406655361263e-03      -1.065945016848e+00       7.437450267714e-05      -1.065944104447e+00       7.437168252411e-05 
       2.368269311001e+02       8.189647135163e-04      -1.421603673442e+00       7.427126082795e-05       8.817401793479e-05       1.629580204253e-04       1.194289703935e-07       3.259173734181e-05      -1.066202948801e+00       7.428072255465e-05       5.953944935232e-01       6.476330005454e-01      -1.421575748066e+00       7.389753518579e-05       2.418173078351e-03      -1.421575748066e+00       7.389753518579e-05       2.418173078351e-03      -1.066220757102e+00       7.454424652253e-05      -1.066219843049e+00       7.454143559676e-05 
       2.374137967201e+02       8.216475156334e-04      -1.421970233697e+00       7.443919713103e-05       9.057754758922e-05       1.660420835671e-04       1.244847603528e-07       3.320855867125e-05      -1.066477874644e+00       7.444899853108e-05       5.953692923350e-01       6.475559059921e-01      -1.421942014760e+00       7.406259393349e-05       2.429716380463e-03      -1.421942014760e+00       7.406259393349e-05       2.429716380463e-03      -1.066495838009e+00       7.471392253015e-05      -1.066494922309e+00       7.471112078248e-05 
       2.380006623401e+02       8.243335483005e-04      -1.422335927014e+00       7.460705569405e-05       9.304359336204e-05       1.691800035405e-04       1.297834750810e-07       3.383615192862e-05      -1.066752150487e+00       7.461720988757e-05       5.953433733464e-01       6.474790610177e-01      -1.422307412261e+00       7.422756439680e-05       2.441285252478e-03      -1.422307412261e+00       7.422756439680e-05       2.441285252478e-03      -1.066770269737e+00       7.488353137276e-05      -1.066769352395e+00       7.488073875438e-05 
       2.389022391387e+02       8.284662789303e-04      -1.422895961470e+00       7.486477327459e-05       9.695892423622e-05       1.741012221232e-04       1.384101371609e-07       3.482041106191e-05      -1.067172185738e+00       7.487549613604e-05       5.953021134405e-01       6.473615124638e-01      -1.422866987852e+00       7.448082498721e-05       2.459107800151e-03      -1.422866987852e+00       7.448082498721e-05       2.459107800151e-03      -1.067190546063e+00       7.514395894929e-05      -1.067189626209e+00       7.514118026164e-05 
       2.398038159373e+02       8.326066334125e-04      -1.423453895613e+00       7.512230242839e-05       1.010345356032e-04       1.791388106258e-04       1.476466491463e-07       3.582794575040e-05      -1.067590646282e+00       7.513362791769e-05       5.952590279104e-01       6.472445664106e-01      -1.423424457760e+00       7.473387338377e-05       2.476990603643e-03      -1.423424457760e+00       7.473387338377e-05       2.476990603643e-03      -1.067609249609e+00       7.540422442633e-05      -1.067608327257e+00       7.540145955643e-05 
       2.407053927359e+02       8.367546111977e-04      -1.424009684139e+00       7.537963937376e-05       1.052774826662e-04       1.842871230118e-04       1.575184747113e-07       3.685762694405e-05      -1.068007498172e+00       7.539160337296e-05       5.952140585294e-01       6.471282341273e-01      -1.423979776649e+00       7.498670653731e-05       2.494933607143e-03      -1.423979776649e+00       7.498670653731e-05       2.494933607143e-03      -1.068026346421e+00       7.566432490635e-05      -1.068025421582e+00       7.566157374253e-05 
       2.416069695345e+02       8.409102125857e-04      -1.424563323843e+00       7.563678265111e-05       1.096944677253e-04       1.895408735941e-04       1.680531670134e-07       3.790839767154e-05      -1.068422739039e+00       7.564942304797e-05       5.951671485213e-01       6.470125163564e-01      -1.424532941290e+00       7.523932376346e-05       2.512936754394e-03      -1.424532941290e+00       7.523932376346e-05       2.512936754394e-03      -1.068441834122e+00       7.592425985647e-05      -1.068440906809e+00       7.592152228832e-05 
       2.425085463331e+02       8.450734375494e-04      -1.425114794890e+00       7.589372980142e-05       1.142919282484e-04       1.948949584692e-04       1.792800393361e-07       3.897923732865e-05      -1.068836354040e+00       7.590708657343e-05       5.951182531549e-01       6.468974179988e-01      -1.425083931819e+00       7.549172342155e-05       2.530999988781e-03      -1.425083931819e+00       7.549172342155e-05       2.530999988781e-03      -1.068855697859e+00       7.618402778734e-05      -1.068854768084e+00       7.618130370572e-05 
       2.434101231317e+02       8.492442858300e-04      -1.425664064685e+00       7.615047758032e-05       1.190761018612e-04       2.003443170444e-04       1.912298787403e-07       4.006913398500e-05      -1.069248318767e+00       7.616459287877e-05       5.950673372517e-01       6.467829471433e-01      -1.425632715618e+00       7.574390312893e-05       2.549123253273e-03      -1.425632715618e+00       7.574390312893e-05       2.549123253273e-03      -1.069267913214e+00       7.644362646741e-05      -1.069266980989e+00       7.644091576443e-05 
       2.443116999303e+02       8.534227579693e-04      -1.426211141232e+00       7.640702500179e-05       1.240530676003e-04       2.058838354732e-04       2.039346994422e-07       4.117706507221e-05      -1.069658639262e+00       7.642194323517e-05       5.950143625215e-01       6.466691017290e-01      -1.426179300665e+00       7.599586280469e-05       2.567306490517e-03      -1.426179300665e+00       7.599586280469e-05       2.567306490517e-03      -1.069678486217e+00       7.670305596673e-05      -1.069677551554e+00       7.670035853572e-05 
       2.454058054105e+02       8.585037676062e-04      -1.426872025351e+00       7.671808181146e-05       1.303603240429e-04       2.127198701652e-04       2.204142144412e-07       4.254430887753e-05      -1.070154319234e+00       7.673403746151e-05       5.949472809643e-01       6.465318032115e-01      -1.426839580902e+00       7.630132711390e-05       2.589453164083e-03      -1.426839580902e+00       7.630132711390e-05       2.589453164083e-03      -1.070174475128e+00       7.701765377085e-05      -1.070173537523e+00       7.701497230444e-05 
       2.464999108907e+02       8.635960046765e-04      -1.427529605565e+00       7.702883431608e-05       1.369706016442e-04       2.196713408972e-04       2.381149071089e-07       4.393464424248e-05      -1.070647522453e+00       7.704590057209e-05       5.948770904280e-01       6.463954440579e-01      -1.427496549056e+00       7.660646132267e-05       2.611687969869e-03      -1.427496549056e+00       7.660646132267e-05       2.611687969869e-03      -1.070667990012e+00       7.733199685346e-05      -1.070667049481e+00       7.732933119845e-05 
       2.475940163709e+02       8.686994687245e-04      -1.428183823654e+00       7.733927624860e-05       1.438939797275e-04       2.267282220791e-04       2.570987268848e-07       4.534606649360e-05      -1.071138205334e+00       7.735753080782e-05       5.948037661889e-01       6.462600387111e-01      -1.428150146872e+00       7.691126103522e-05       2.634010802784e-03      -1.428150146872e+00       7.691126103522e-05       2.634010802784e-03      -1.071158987258e+00       7.764608108748e-05      -1.071158043820e+00       7.764343109275e-05 
       2.486881218511e+02       8.738141598601e-04      -1.428834650513e+00       7.764940288887e-05       1.511402440033e-04       2.338800798795e-04       2.774285080842e-07       4.677648934330e-05      -1.071626346139e+00       7.766892811699e-05       5.947272865711e-01       6.461255943332e-01      -1.428800345210e+00       7.721572349202e-05       2.656421556763e-03      -1.428800345210e+00       7.721572349202e-05       2.656421556763e-03      -1.071647445096e+00       7.795990398167e-05      -1.071646498767e+00       7.795726949814e-05 
       2.497822273313e+02       8.789400783185e-04      -1.429482062667e+00       7.795920973151e-05       1.587188649023e-04       2.411160687886e-04       2.991675372872e-07       4.822374420355e-05      -1.072111927351e+00       7.798009281296e-05       5.946476379263e-01       6.459921166772e-01      -1.429447120566e+00       7.751984623452e-05       2.678920124875e-03      -1.429447120566e+00       7.751984623452e-05       2.678920124875e-03      -1.072133345980e+00       7.827346334542e-05      -1.072132396777e+00       7.827084422601e-05 
       2.508763328114e+02       8.840772235477e-04      -1.430125999909e+00       7.826869000193e-05       1.666389676832e-04       2.484249489855e-04       3.223791265427e-07       4.968558366042e-05      -1.072594903916e+00       7.829102307804e-05       5.945648238901e-01       6.458596206768e-01      -1.430090412704e+00       7.782362461717e-05       2.701506399166e-03      -1.430090412704e+00       7.782362461717e-05       2.701506399166e-03      -1.072616644818e+00       7.858675480067e-05      -1.072615692757e+00       7.858415090029e-05 
       2.519704382916e+02       8.892255963751e-04      -1.430766468849e+00       7.857784072767e-05       1.749092961137e-04       2.557951230646e-04       3.471261937534e-07       5.115968881991e-05      -1.073075280892e+00       7.860172102056e-05       5.944788429989e-01       6.457281045603e-01      -1.430730228210e+00       7.812705787379e-05       2.724180270857e-03      -1.430730228210e+00       7.812705787379e-05       2.724180270857e-03      -1.073097346632e+00       7.889977784840e-05      -1.073096391730e+00       7.889718902389e-05 
       2.532196099707e+02       8.951173677312e-04      -1.431493373337e+00       7.893039394950e-05       1.847906014339e-04       2.642695493565e-04       3.773374353496e-07       5.285466366125e-05      -1.073620490257e+00       7.895616625881e-05       5.943768379778e-01       6.455791709244e-01      -1.431456376445e+00       7.847306716574e-05       2.750174641088e-03      -1.431456376445e+00       7.847306716574e-05       2.750174641088e-03      -1.073642929954e+00       7.925683022091e-05      -1.073641971829e+00       7.925425843636e-05 
       2.544687816498e+02       9.010237746900e-04      -1.432215666222e+00       7.928250245103e-05       1.951509209030e-04       2.727902418096e-04       4.097216048575e-07       5.455890256813e-05      -1.074162243369e+00       7.931030813758e-05       5.942707670920e-01       6.454315368972e-01      -1.432177902163e+00       7.881861788950e-05       2.776282890462e-03      -1.432177902163e+00       7.881861788950e-05       2.776282890462e-03      -1.074185060247e+00       7.961352477530e-05      -1.074184098921e+00       7.961096984936e-05 
       2.557179533288e+02       9.069448163912e-04      -1.432933263471e+00       7.963415581059e-05       2.060010409762e-04       2.813387966986e-04       4.443662776396e-07       5.626872584853e-05      -1.074700477387e+00       7.966414420726e-05       5.941606951611e-01       6.452852232989e-01      -1.432894721316e+00       7.916370320955e-05       2.802504852645e-03      -1.432894721316e+00       7.916370320955e-05       2.802504852645e-03      -1.074723674600e+00       7.996985507177e-05      -1.074722710092e+00       7.996731682581e-05 
       2.569671250079e+02       9.128804930735e-04      -1.433646136667e+00       7.998534675778e-05       2.173508144988e-04       2.898966541052e-04       4.813553897385e-07       5.798042263460e-05      -1.075235171190e+00       8.001767523580e-05       5.940466918326e-01       6.451402370430e-01      -1.433606805469e+00       7.950831951858e-05       2.828840359678e-03      -1.433606805469e+00       7.950831951858e-05       2.828840359678e-03      -1.075258751813e+00       8.032581789805e-05      -1.075257784145e+00       8.032329615612e-05 
       2.582162966870e+02       9.188308052105e-04      -1.434354270478e+00       8.033606870838e-05       2.292090924001e-04       2.984452448964e-04       5.207684949532e-07       5.969028027698e-05      -1.075766313479e+00       8.037090269618e-05       5.939288408075e-01       6.449965817687e-01      -1.434314139284e+00       7.985246395331e-05       2.855289242288e-03      -1.434314139284e+00       7.985246395331e-05       2.855289242288e-03      -1.075790280510e+00       8.068141078527e-05      -1.075789309702e+00       8.067890537404e-05 
       2.594654683660e+02       9.247957518438e-04      -1.435057587204e+00       8.068631123921e-05       2.415836615198e-04       3.069661407129e-04       5.626800598816e-07       6.139461434021e-05      -1.076293846192e+00       8.072382419058e-05       5.938072560979e-01       6.448542767034e-01      -1.435016645059e+00       8.019612984871e-05       2.881851329666e-03      -1.435016645059e+00       8.019612984871e-05       2.881851329666e-03      -1.076318202542e+00       8.103662746214e-05      -1.076317228614e+00       8.103413821085e-05 
       2.607146400451e+02       9.307753340483e-04      -1.435756106798e+00       8.103606973573e-05       2.544811912839e-04       3.154412038943e-04       6.071588070368e-07       6.308979858524e-05      -1.076817784515e+00       8.107644304421e-05       5.936820469973e-01       6.447133166584e-01      -1.435714342751e+00       8.053931636316e-05       2.908526449737e-03      -1.435714342751e+00       8.053931636316e-05       2.908526449737e-03      -1.076842533005e+00       8.139146748010e-05      -1.076841555977e+00       8.138899422051e-05 
       2.621991003420e+02       9.379002340502e-04      -1.436579883081e+00       8.145106520116e-05       2.704955708943e-04       3.254285745570e-04       6.634391838552e-07       6.508750023931e-05      -1.077435679332e+00       8.149508425703e-05       5.935287379750e-01       6.445475735666e-01      -1.436537128099e+00       8.094651322643e-05       2.940372714622e-03      -1.436537128099e+00       8.094651322643e-05       2.940372714622e-03      -1.077460897361e+00       8.181264695972e-05      -1.077459916676e+00       8.181019248862e-05 
       2.636835606389e+02       9.450458012107e-04      -1.437396766687e+00       8.186535187496e-05       2.872632352582e-04       3.352976331922e-04       7.235246503057e-07       6.706156733561e-05      -1.078048410259e+00       8.191329656020e-05       5.933707658843e-01       6.443837588172e-01      -1.437353005353e+00       8.135301943538e-05       2.972378064835e-03      -1.437353005353e+00       8.135301943538e-05       2.972378064835e-03      -1.078074101511e+00       8.223328205948e-05      -1.078073117196e+00       8.223084614683e-05 
       2.651680209359e+02       9.522120361966e-04      -1.438206762074e+00       8.227892026091e-05       3.047887936762e-04       3.450212221089e-04       7.874924168978e-07       6.900657077152e-05      -1.078655981065e+00       8.233108264966e-05       5.932084044834e-01       6.442218709429e-01      -1.438161979010e+00       8.175883162127e-05       3.004542204838e-03      -1.438161979010e+00       8.175883162127e-05       3.004542204838e-03      -1.078682149046e+00       8.265337006668e-05      -1.078681161129e+00       8.265095248643e-05 
       2.666524812328e+02       9.593989387516e-04      -1.439009841419e+00       8.269175901040e-05       3.230744016845e-04       3.545739231170e-04       8.554041029445e-07       7.091742941952e-05      -1.079258371324e+00       8.274844271567e-05       5.930419612355e-01       6.440619165410e-01      -1.438964021301e+00       8.216394437963e-05       3.036864837210e-03      -1.438964021301e+00       8.216394437963e-05       3.036864837210e-03      -1.079285019359e+00       8.307290623158e-05      -1.079284027867e+00       8.307050676153e-05 
       2.681369415297e+02       9.666065083729e-04      -1.439805976981e+00       8.310385693670e-05       3.421197718019e-04       3.639322985715e-04       9.273051512797e-07       7.278945832259e-05      -1.079855560690e+00       8.316537633487e-05       5.928717677499e-01       6.439039021827e-01      -1.439759104553e+00       8.256835222696e-05       3.069345662495e-03      -1.439759104553e+00       8.256835222696e-05       3.069345662495e-03      -1.079882691913e+00       8.349188572409e-05      -1.079881696872e+00       8.348950414586e-05 
       2.696214018266e+02       9.738347455865e-04      -1.440595197010e+00       8.351520655514e-05       3.619222153317e-04       3.730750907518e-04       1.003224493454e-06       7.461840855588e-05      -1.080447570824e+00       8.358188589829e-05       5.926981648303e-01       6.437478204373e-01      -1.440547257092e+00       8.297205308635e-05       3.101984379519e-03      -1.440547257092e+00       8.297205308635e-05       3.101984379519e-03      -1.080475188173e+00       8.391030711941e-05      -1.080474189610e+00       8.390794321832e-05 
       2.711058621236e+02       9.810836506204e-04      -1.441377526383e+00       8.392580049752e-05       3.824767149040e-04       3.819833758469e-04       1.083174474242e-06       7.640049800907e-05      -1.081034420872e+00       8.399797292627e-05       5.925215122453e-01       6.435936647131e-01      -1.441328503880e+00       8.337504465122e-05       3.134780685974e-03      -1.441328503880e+00       8.337504465122e-05       3.134780685974e-03      -1.081062527084e+00       8.432816876179e-05      -1.081061525025e+00       8.432582232678e-05 
       2.728016779107e+02       9.893899356656e-04      -1.442262811016e+00       8.439391859538e-05       4.068686471575e-04       3.918520285562e-04       1.179434006731e-06       7.837477570354e-05      -1.081698512349e+00       8.447278383971e-05       5.923164639076e-01       6.434199168082e-01      -1.442212533445e+00       8.383454067836e-05       3.172438940833e-03      -1.442212533445e+00       8.383454067836e-05       3.172438940833e-03      -1.081727180112e+00       8.480483587544e-05      -1.081726174090e+00       8.480250913961e-05 
       2.744974936978e+02       9.977231921787e-04      -1.443139166226e+00       8.486103117149e-05       4.322183595335e-04       4.013726488370e-04       1.280916261976e-06       8.027950740914e-05      -1.082355918493e+00       8.494704397056e-05       5.921085033506e-01       6.432486655893e-01      -1.443087614173e+00       8.429310405972e-05       3.210302004365e-03      -1.443087614173e+00       8.429310405972e-05       3.210302004365e-03      -1.082385150798e+00       8.528076731326e-05      -1.082384140848e+00       8.527846001096e-05 
       2.761933094849e+02       1.006083420497e-03      -1.444006680519e+00       8.532713245517e-05       4.585084046209e-04       4.105289689870e-04       1.387563694126e-06       8.211144354124e-05      -1.083006706462e+00       8.542075533087e-05       5.918982094757e-01       6.430798883595e-01      -1.443953834741e+00       8.475073449482e-05       3.248369421551e-03      -1.443953834741e+00       8.475073449482e-05       3.248369421551e-03      -1.083036505986e+00       8.575596373883e-05      -1.083035492139e+00       8.575367560947e-05 
       2.778891252720e+02       1.014470620739e-03      -1.444865450376e+00       8.579221804829e-05       4.857183648243e-04       4.193089561470e-04       1.499294460847e-06       8.386818143093e-05      -1.083650949404e+00       8.589391922309e-05       5.916861660226e-01       6.429135604259e-01      -1.444811291813e+00       8.520743221549e-05       3.286640737201e-03      -1.444811291813e+00       8.520743221549e-05       3.286640737201e-03      -1.083681318508e+00       8.623042634584e-05      -1.083680300797e+00       8.622815713373e-05 
       2.795849410592e+02       1.022884792494e-03      -1.445715567405e+00       8.625628414094e-05       5.138252040548e-04       4.277046748103e-04       1.616004435358e-06       8.554813780117e-05      -1.084288716826e+00       8.636653544431e-05       5.914729580289e-01       6.427496583109e-01      -1.445660077188e+00       8.566319717292e-05       3.325115496197e-03      -1.445660077188e+00       8.566319717292e-05       3.325115496197e-03      -1.084319657553e+00       8.670415604518e-05      -1.084318636010e+00       8.670190549943e-05 
       2.812807568463e+02       1.031325935627e-03      -1.446557151456e+00       8.671932965627e-05       5.428036372269e-04       4.357120818046e-04       1.737569485820e-06       8.715050773965e-05      -1.084920099414e+00       8.683860445437e-05       5.912591587274e-01       6.425881514757e-01      -1.446500310917e+00       8.611803116925e-05       3.363793243654e-03      -1.446500310917e+00       8.611803116925e-05       3.363793243654e-03      -1.084951613499e+00       8.717715559651e-05      -1.084950588154e+00       8.717492347092e-05 
       2.829765726334e+02       1.039794050412e-03      -1.447390354426e+00       8.718135653933e-05       5.726265128858e-04       4.433307596937e-04       1.863847977282e-06       8.867521135851e-05      -1.085545211895e+00       8.731012773545e-05       5.910453231763e-01       6.424290013695e-01      -1.447332145101e+00       8.657193815348e-05       3.402673525603e-03      -1.447332145101e+00       8.657193815348e-05       3.402673525603e-03      -1.085577300762e+00       8.764942990422e-05      -1.085576271647e+00       8.764721595712e-05 
       2.848838381920e+02       1.049350273165e-03      -1.448317639385e+00       8.769978073068e-05       6.071412459342e-04       4.514386627306e-04       2.011308435866e-06       9.029797999863e-05      -1.086240931842e+00       8.783979446606e-05       5.908054476988e-01       6.422527709925e-01      -1.448257868801e+00       8.708134085945e-05       3.446643182619e-03      -1.448257868801e+00       8.708134085945e-05       3.446643182619e-03      -1.086273668489e+00       8.817973239961e-05      -1.086272635172e+00       8.817753861449e-05 
       2.867911037507e+02       1.058940613101e-03      -1.449234760120e+00       8.821692755533e-05       6.426455210154e-04       4.590671595413e-04       2.164291944953e-06       9.182497701319e-05      -1.086929050627e+00       8.836877305892e-05       5.905669357207e-01       6.420794108558e-01      -1.449173405484e+00       8.758958396158e-05       3.490867818789e-03      -1.449173405484e+00       8.758958396158e-05       3.490867818789e-03      -1.086962436062e+00       8.870913307184e-05      -1.086961398579e+00       8.870695915483e-05 
       2.886983693093e+02       1.068565070090e-03      -1.450141970421e+00       8.873280642787e-05       6.790958537357e-04       4.662289089361e-04       2.322542976172e-06       9.325873858216e-05      -1.087609759708e+00       8.889706450306e-05       5.903304739097e-01       6.419088567030e-01      -1.450079009240e+00       8.809667610725e-05       3.535346797877e-03      -1.450079009240e+00       8.809667610725e-05       3.535346797877e-03      -1.087643794538e+00       8.923764191780e-05      -1.087642752928e+00       8.923548758103e-05 
       2.906056348679e+02       1.078223644064e-03      -1.451039543301e+00       8.924742937073e-05       7.164482499747e-04       4.729399873189e-04       2.485795901511e-06       9.460248412376e-05      -1.088283264943e+00       8.942467023494e-05       5.900966994554e-01       6.417410394780e-01      -1.450974953378e+00       8.860262746496e-05       3.580079487965e-03      -1.450974953378e+00       8.860262746496e-05       3.580079487965e-03      -1.088317949397e+00       8.976527045212e-05      -1.088316903697e+00       8.976313541359e-05 
       2.925129004266e+02       1.087916335047e-03      -1.451927768988e+00       8.976081079761e-05       7.546587648943e-04       4.792192205989e-04       2.653779336412e-06       9.585998266982e-05      -1.088949785079e+00       8.995159226444e-05       5.898661963555e-01       6.415758858304e-01      -1.451861528413e+00       8.910744963282e-05       3.625065262305e-03      -1.451861528413e+00       8.910744963282e-05       3.625065262305e-03      -1.088985119023e+00       9.029203161571e-05      -1.088984069268e+00       9.028991559912e-05 
       2.944201659852e+02       1.097643143183e-03      -1.452806953648e+00       9.027296732253e-05       7.936840049596e-04       4.850875400506e-04       2.826220131602e-06       9.703542403627e-05      -1.089609550792e+00       9.047783336066e-05       5.896394927487e-01       6.414133184336e-01      -1.452739040796e+00       8.961115559064e-05       3.670303500190e-03      -1.452739040796e+00       8.961115559064e-05       3.670303500190e-03      -1.089645533753e+00       9.081793972790e-05      -1.089644479980e+00       9.081584246247e-05 
       2.963274315439e+02       1.107404068685e-03      -1.453677415541e+00       9.078391738008e-05       8.334815649873e-04       4.905673776751e-04       3.002846950071e-06       9.813329789930e-05      -1.090262801799e+00       9.100339706246e-05       5.894170599800e-01       6.412532569504e-01      -1.453607809054e+00       9.011375947320e-05       3.715793587615e-03      -1.453607809054e+00       9.011375947320e-05       3.715793587615e-03      -1.090299432987e+00       9.134301025969e-05      -1.090298375232e+00       9.134093148006e-05 
       2.987984943596e+02       1.120101108028e-03      -1.454792717014e+00       9.144414288418e-05       8.861251286101e-04       4.971276283627e-04       3.237476160589e-06       9.944801439704e-05      -1.091099844411e+00       9.168331733578e-05       5.891359046969e-01       6.410494812146e-01      -1.454720884908e+00       9.076331894948e-05       3.775104306787e-03      -1.454720884908e+00       9.076331894948e-05       3.775104306787e-03      -1.091137313794e+00       9.202207314649e-05      -1.091136250932e+00       9.202001793111e-05 
       3.012695571753e+02       1.132855416142e-03      -1.455894598081e+00       9.210241922920e-05       9.399113310331e-04       5.031268476001e-04       3.478125850731e-06       1.006507517889e-04      -1.091926871416e+00       9.236211557809e-05       5.888633833744e-01       6.408496035943e-01      -1.455820505475e+00       9.141108497027e-05       3.834835457463e-03      -1.455820505475e+00       9.141108497027e-05       3.834835457463e-03      -1.091965176594e+00       9.269979168505e-05      -1.091964108682e+00       9.269775960842e-05 
       3.037406199911e+02       1.145666993029e-03      -1.456983765967e+00       9.275879302715e-05       9.947606681013e-04       5.086165533852e-04       3.724265225455e-06       1.017518188521e-04      -1.092744415231e+00       9.303980354351e-05       5.886001136162e-01       6.406534456964e-01      -1.456907378472e+00       9.205709209850e-05       3.894985758504e-03      -1.456907378472e+00       9.205709209850e-05       3.894985758504e-03      -1.092783553289e+00       9.337620332033e-05      -1.092782480384e+00       9.337419396767e-05 
       3.062116828068e+02       1.158535838683e-03      -1.458060924539e+00       9.341331201716e-05       1.050599682991e-03       5.136467760826e-04       3.975397569260e-06       1.027612262129e-04      -1.093553005674e+00       9.371639491259e-05       5.883465725207e-01       6.404608300066e-01      -1.457982208219e+00       9.270137579214e-05       3.955553951142e-03      -1.457982208219e+00       9.270137579214e-05       3.955553951142e-03      -1.093592973240e+00       9.405134638353e-05      -1.093591895397e+00       9.404935935047e-05 
       3.086827456225e+02       1.171461953092e-03      -1.459126771996e+00       9.406602450563e-05       1.107361275659e-03       5.182650907447e-04       4.231063788431e-06       1.036884928786e-04      -1.094353168225e+00       9.439190558966e-05       5.881031067790e-01       6.402715804675e-01      -1.459045693328e+00       9.334397224237e-05       4.016538799588e-03      -1.459045693328e+00       9.334397224237e-05       4.016538799588e-03      -1.094393961533e+00       9.472525993035e-05      -1.094392878807e+00       9.472329482255e-05 
       3.111538084383e+02       1.184445336251e-03      -1.460181999691e+00       9.471697895318e-05       1.164984802447e-03       5.225159135154e-04       4.490844314151e-06       1.045425055856e-04      -1.095145423157e+00       9.506635394999e-05       5.878699439992e-01       6.400855227727e-01      -1.460098525526e+00       9.398491828257e-05       4.077939091409e-03      -1.460098525526e+00       9.398491828257e-05       4.077939091409e-03      -1.095187038097e+00       9.539798365008e-05      -1.095185950542e+00       9.539604008296e-05 
       3.136248712540e+02       1.197485988153e-03      -1.461227284900e+00       9.536622330145e-05       1.223415960660e-03       5.264400884518e-04       4.754359311323e-06       1.053314362310e-04      -1.095930280109e+00       9.573976041789e-05       5.876472068055e-01       6.399024861752e-01      -1.461141382424e+00       9.462425088665e-05       4.139753637718e-03      -1.461141382424e+00       9.462425088665e-05       4.139753637718e-03      -1.095972712283e+00       9.606955736416e-05      -1.095971619951e+00       9.606763496253e-05 
       3.165798158093e+02       1.213155439556e-03      -1.462465123272e+00       9.614042272830e-05       1.294282310264e-03       5.307554776529e-04       5.073903822127e-06       1.061997404818e-04      -1.096859806382e+00       9.654369589675e-05       5.873945803717e-01       6.396873420278e-01      -1.462376274314e+00       9.538671028880e-05       4.214214910945e-03      -1.462376274314e+00       9.538671028880e-05       4.214214910945e-03      -1.096903209704e+00       9.687118371600e-05      -1.096902111729e+00       9.686928614464e-05 
       3.195347603646e+02       1.228906784183e-03      -1.463690737590e+00       9.691231970144e-05       1.366162932694e-03       5.347129901114e-04       5.397787501839e-06       1.069968313068e-04      -1.097780253795e+00       9.734621103289e-05       5.871568223256e-01       6.394760153260e-01      -1.463598896113e+00       9.614697485339e-05       4.289264946130e-03      -1.463598896113e+00       9.614697485339e-05       4.289264946130e-03      -1.097824621284e+00       9.767128682733e-05      -1.097823517738e+00       9.766941357783e-05 
       3.224897049200e+02       1.244740021963e-03      -1.464905142269e+00       9.768198746864e-05       1.438996392504e-03       5.383615736033e-04       5.725564247431e-06       1.077325018714e-04      -1.098692385717e+00       9.814734684720e-05       5.869337205276e-01       6.392682502343e-01      -1.464810262630e+00       9.690510368102e-05       4.364901838761e-03      -1.464810262630e+00       9.690510368102e-05       4.364901838761e-03      -1.098737710122e+00       9.846993062170e-05      -1.098736601075e+00       9.846808120015e-05 
       3.254446494753e+02       1.260655153044e-03      -1.466109322778e+00       9.844949715922e-05       1.512730511677e-03       5.417433220102e-04       6.056849552575e-06       1.084151741587e-04      -1.099596943720e+00       9.894714805340e-05       5.867249569447e-01       6.390637982250e-01      -1.466011359679e+00       9.766115575596e-05       4.441123729218e-03      -1.466011359679e+00       9.766115575596e-05       4.441123729218e-03      -1.099643217584e+00       9.926717889012e-05      -1.099642103107e+00       9.926535281658e-05 
       3.283995940306e+02       1.276652177702e-03      -1.467304226287e+00       9.921491720143e-05       1.587321180011e-03       5.448941135231e-04       6.391313303133e-06       1.090520266914e-04      -1.100494640582e+00       9.974566186250e-05       5.865301334493e-01       6.388624204144e-01      -1.467203134728e+00       9.841518920517e-05       4.517928802596e-03      -1.467203134728e+00       9.841518920517e-05       4.517928802596e-03      -1.100541856290e+00       1.000630945503e-04      -1.100540736451e+00       1.000612913582e-04 
