#scalar perturbations for mode k = 1.088182900000e-03 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_idr             17:theta_idr             18:shear_idr             19:delta_cdm             20:theta_cdm             21:delta_idm             22:theta_idm          
       7.247492379464e+01       1.947658662877e-04      -1.322664747803e+00       2.514523311305e-05       7.360867458128e-07       1.840216864532e-06       3.319097158905e-11       3.680433729064e-07      -9.919985608526e-01       2.514523311725e-05       5.819138859991e-01       6.696303950618e-01      -1.322664747651e+00       2.513668716550e-05       2.372655675168e-04      -1.322664747651e+00       2.513668716550e-05       2.372655675168e-04      -9.919985610112e-01       2.515706128616e-05      -9.919985608526e-01       2.514524173202e-05 
       7.248349584270e+01       1.947918161233e-04      -1.322658425550e+00       2.514778419053e-05       7.363580158065e-07       1.840895039516e-06       3.321210218668e-11       3.681790079032e-07      -9.919938191622e-01       2.514778419742e-05       5.819176379209e-01       6.696320474776e-01      -1.322658425299e+00       2.513923511424e-05       2.373230221708e-04      -1.322658425299e+00       2.513923511424e-05       2.373230221708e-04      -9.919938194223e-01       2.515961629605e-05      -9.919938191624e-01       2.514779831649e-05 
       7.249206789077e+01       1.948177666481e-04      -1.322652110502e+00       2.515033532275e-05       7.366293518815e-07       1.841573379704e-06       3.323324347487e-11       3.683146759408e-07      -9.919890828766e-01       2.515033533232e-05       5.819213884953e-01       6.696336980991e-01      -1.322652110154e+00       2.514178311686e-05       2.373804826439e-04      -1.322652110154e+00       2.514178311686e-05       2.373804826439e-04      -9.919890832381e-01       2.516217136151e-05      -9.919890828769e-01       2.515035495615e-05 
       7.250063993884e+01       1.948437178621e-04      -1.322645802651e+00       2.515288650954e-05       7.369007540778e-07       1.842251885195e-06       3.325439546058e-11       3.684503770389e-07      -9.919843519883e-01       2.515288652181e-05       5.819251377243e-01       6.696353469288e-01      -1.322645802205e+00       2.514433117324e-05       2.374379489361e-04      -1.322645802205e+00       2.514433117324e-05       2.374379489361e-04      -9.919843524513e-01       2.516472648240e-05      -9.919843519888e-01       2.515291165087e-05 
       7.251829415650e+01       1.948971668150e-04      -1.322632834204e+00       2.515814087536e-05       7.374599180693e-07       1.843649795173e-06       3.329799191674e-11       3.687299590347e-07      -9.919746256528e-01       2.515814089317e-05       5.819328550664e-01       6.696387370743e-01      -1.322632833556e+00       2.514957908930e-05       2.375563196666e-04      -1.322632833556e+00       2.514957908930e-05       2.375563196666e-04      -9.919746263249e-01       2.516998895317e-05      -9.919746256539e-01       2.515817736175e-05 
       7.253594837416e+01       1.949506186910e-04      -1.322619896163e+00       2.516339547101e-05       7.380193630350e-07       1.845048407588e-06       3.334163383746e-11       3.690096815175e-07      -9.919649221220e-01       2.516339549438e-05       5.819405667229e-01       6.696421196491e-01      -1.322619895314e+00       2.515482723164e-05       2.376747150812e-04      -1.322619895314e+00       2.515482723164e-05       2.376747150812e-04      -9.919649230034e-01       2.517525165733e-05      -9.919649221238e-01       2.516344330444e-05 
       7.255360259182e+01       1.950040734898e-04      -1.322606988452e+00       2.516865029543e-05       7.385790893211e-07       1.846447723303e-06       3.338532128335e-11       3.692895446606e-07      -9.919552413389e-01       2.516865032435e-05       5.819482727077e-01       6.696454946723e-01      -1.322606987401e+00       2.516007559920e-05       2.377931351809e-04      -1.322606987401e+00       2.516007559920e-05       2.377931351809e-04      -9.919552424296e-01       2.518051459383e-05      -9.919552413416e-01       2.516870947786e-05 
       7.257125680948e+01       1.950575312114e-04      -1.322594110999e+00       2.517390534762e-05       7.391390972731e-07       1.847847743183e-06       3.342905431495e-11       3.695695486365e-07      -9.919455832491e-01       2.517390538211e-05       5.819559730336e-01       6.696488621620e-01      -1.322594109746e+00       2.516532419100e-05       2.379115799668e-04      -1.322594109746e+00       2.516532419100e-05       2.379115799668e-04      -9.919455845493e-01       2.518577776167e-05      -9.919455832530e-01       2.517397588103e-05 
       7.258891102714e+01       1.951109918555e-04      -1.322581263735e+00       2.517916062667e-05       7.396993872362e-07       1.849248468091e-06       3.347283299274e-11       3.698496936181e-07      -9.919359478016e-01       2.517916066674e-05       5.819636677127e-01       6.696522221352e-01      -1.322581262281e+00       2.517057300610e-05       2.380300494400e-04      -1.322581262281e+00       2.517057300610e-05       2.380300494400e-04      -9.919359493115e-01       2.519104115994e-05      -9.919359478068e-01       2.517924251303e-05 
       7.266226888233e+01       1.953331660036e-04      -1.322528202019e+00       2.520100008733e-05       7.420305655237e-07       1.855076413809e-06       3.365523498896e-11       3.710152827619e-07      -9.918961515142e-01       2.520100015068e-05       5.819955808550e-01       6.696661035277e-01      -1.322528199723e+00       2.519238556939e-05       2.385225852814e-04      -1.322528199723e+00       2.519238556939e-05       2.385225852814e-04      -9.918961538969e-01       2.521291439632e-05      -9.918961515271e-01       2.520112916931e-05 
       7.273562673753e+01       1.955553906050e-04      -1.322475656598e+00       2.522284340575e-05       7.443666436735e-07       1.860916609184e-06       3.383843048860e-11       3.721833218367e-07      -9.918567424486e-01       2.522284349252e-05       5.820273973400e-01       6.696798563804e-01      -1.322475653458e+00       2.521420192911e-05       2.390155474686e-04      -1.322475653458e+00       2.521420192911e-05       2.390155474686e-04      -9.918567457065e-01       2.523479155211e-05      -9.918567424727e-01       2.522301971756e-05 
       7.280898459272e+01       1.957776656588e-04      -1.322423624660e+00       2.524469055782e-05       7.467076462681e-07       1.866769115670e-06       3.402242380424e-11       3.733538231341e-07      -9.918177184951e-01       2.524469066816e-05       5.820591175955e-01       6.696934813966e-01      -1.322423620674e+00       2.523602206108e-05       2.395089360747e-04      -1.322423620674e+00       2.523602206108e-05       2.395089360747e-04      -9.918177226307e-01       2.525667260324e-05      -9.918177185339e-01       2.524491413378e-05 
       7.288234244791e+01       1.959999911691e-04      -1.322372104514e+00       2.526654154185e-05       7.490535978498e-07       1.872633994625e-06       3.420721923812e-11       3.745267989249e-07      -9.917790783855e-01       2.526654167590e-05       5.820907418141e-01       6.697069789991e-01      -1.322372099678e+00       2.525784596353e-05       2.400027511727e-04      -1.322372099678e+00       2.525784596353e-05       2.400027511727e-04      -9.917790834013e-01       2.527855754805e-05      -9.917790784424e-01       2.526681241639e-05 
       7.295570030311e+01       1.962223671455e-04      -1.322321095599e+00       2.528839637883e-05       7.514045229671e-07       1.878511307418e-06       3.439282108529e-11       3.757022614835e-07      -9.917408216990e-01       2.528839653674e-05       5.821222699501e-01       6.697203493282e-01      -1.322321089911e+00       2.527967365740e-05       2.404969928357e-04      -1.322321089911e+00       2.527967365740e-05       2.404969928357e-04      -9.917408275975e-01       2.530044640756e-05      -9.917408217775e-01       2.528871458649e-05 
       7.302905815830e+01       1.964447936029e-04      -1.322270598492e+00       2.531025511269e-05       7.537604462199e-07       1.884401115550e-06       3.457923363674e-11       3.768802231100e-07      -9.917029488687e-01       2.531025529460e-05       5.821537017184e-01       6.697335922397e-01      -1.322270591949e+00       2.530150518653e-05       2.409916611374e-04      -1.322270591949e+00       2.530150518653e-05       2.409916611374e-04      -9.917029556524e-01       2.532233922572e-05      -9.917029489723e-01       2.531062068811e-05 
       7.323912758621e+01       1.970820190267e-04      -1.322128818923e+00       2.537287206458e-05       7.605347856642e-07       1.901336964160e-06       3.511757196796e-11       3.802673928321e-07      -9.915966141922e-01       2.537287231607e-05       5.822431772718e-01       6.697708116276e-01      -1.322128809919e+00       2.536404389276e-05       2.424105667506e-04      -1.322128809919e+00       2.536404389276e-05       2.424105667506e-04      -9.915966235247e-01       2.538505412432e-05      -9.915966143868e-01       2.537337347626e-05 
       7.344919701412e+01       1.977196583136e-04      -1.321991135844e+00       2.543551994973e-05       7.673507704680e-07       1.918376926170e-06       3.566268797813e-11       3.836753852340e-07      -9.914933518834e-01       2.543552027203e-05       5.823318788096e-01       6.698070112787e-01      -1.321991124357e+00       2.542661302473e-05       2.438329732851e-04      -1.321991124357e+00       2.542661302473e-05       2.438329732851e-04      -9.914933637853e-01       2.544780046371e-05      -9.914933521976e-01       2.543615748535e-05 
       7.365926644203e+01       1.983577113580e-04      -1.321857468863e+00       2.549819787064e-05       7.742088360832e-07       1.935522090208e-06       3.621467480240e-11       3.871044180416e-07      -9.913931016473e-01       2.549819826498e-05       5.824198197220e-01       6.698422112934e-01      -1.321857454869e+00       2.548921168322e-05       2.452588824105e-04      -1.321857454869e+00       2.548921168322e-05       2.452588824105e-04      -9.913931161392e-01       2.551057734706e-05      -9.913931021096e-01       2.549897182043e-05 
       7.386933586994e+01       1.989961783693e-04      -1.321727804596e+00       2.556090628034e-05       7.811094292314e-07       1.952773573079e-06       3.677362592488e-11       3.905547146157e-07      -9.912958534476e-01       2.556090674798e-05       5.825069993051e-01       6.698764150193e-01      -1.321727788075e+00       2.555184031959e-05       2.466882957694e-04      -1.321727788075e+00       2.555184031959e-05       2.466882957694e-04      -9.912958705505e-01       2.557338522811e-05      -9.912958540868e-01       2.556181693710e-05 
       7.407940529784e+01       1.996350593352e-04      -1.321602084273e+00       2.562364469779e-05       7.880529418685e-07       1.970132354671e-06       3.733963200624e-11       3.940264709342e-07      -9.912015632053e-01       2.562364523999e-05       5.825934265512e-01       6.699096371515e-01      -1.321602065201e+00       2.561449845109e-05       2.481212149982e-04      -1.321602065201e+00       2.561449845109e-05       2.481212149982e-04      -9.912015829399e-01       2.563622362648e-05      -9.912015640501e-01       2.562469235682e-05 
       7.428947472575e+01       2.002743540571e-04      -1.321480211150e+00       2.568641184978e-05       7.950397088851e-07       1.987599272213e-06       3.791278082068e-11       3.975198544426e-07      -9.911101583633e-01       2.568641246781e-05       5.826791185762e-01       6.699419018777e-01      -1.321480189505e+00       2.567718480282e-05       2.495576417001e-04      -1.321480189505e+00       2.567718480282e-05       2.495576417001e-04      -9.911101807508e-01       2.569909126965e-05      -9.911101594425e-01       2.568759680890e-05 
       7.496600647940e+01       2.023360252823e-04      -1.321113434791e+00       2.588874905927e-05       8.178387046732e-07       2.044596761683e-06       3.980820124950e-11       4.089193523366e-07      -9.908350760946e-01       2.588874993037e-05       5.829501466972e-01       6.700394113344e-01      -1.321113404705e+00       2.587925827846e-05       2.542075312727e-04      -1.321113404705e+00       2.587925827846e-05       2.542075312727e-04      -9.908351071700e-01       2.590175558831e-05      -9.908350781250e-01       2.589037824857e-05 
       7.564253823305e+01       2.044019891676e-04      -1.320784510398e+00       2.609137177807e-05       8.411000440635e-07       2.102750110159e-06       4.178151079537e-11       4.205500220318e-07      -9.905883828000e-01       2.609137291605e-05       5.832138456211e-01       6.701275034614e-01      -1.320784471629e+00       2.608161185464e-05       2.588938666536e-04      -1.320784471629e+00       2.608161185464e-05       2.588938666536e-04      -9.905884227862e-01       2.610471073815e-05      -9.905883860831e-01       2.609344839325e-05 
       7.631906998670e+01       2.064722457102e-04      -1.320491764283e+00       2.629426684840e-05       8.648324373503e-07       2.162081093376e-06       4.383555295214e-11       4.324162186751e-07      -9.903688232145e-01       2.629426826751e-05       5.834704730673e-01       6.702065967432e-01      -1.320491716586e+00       2.628423231651e-05       2.636166964719e-04      -1.320491716586e+00       2.628423231651e-05       2.636166964719e-04      -9.903688723380e-01       2.630794358379e-05      -9.903688280539e-01       2.629679416422e-05 
       7.699560174035e+01       2.085467949066e-04      -1.320233605171e+00       2.649742163305e-05       8.890436420140e-07       2.222609105035e-06       4.597316108039e-11       4.445218210070e-07      -9.901752038822e-01       2.649742334798e-05       5.837202762702e-01       6.702770890585e-01      -1.320233548298e+00       2.648710696952e-05       2.683760670865e-04      -1.320233548298e+00       2.648710696952e-05       2.683760670865e-04      -9.901752623731e-01       2.651144151021e-05      -9.901752105837e-01       2.650040300111e-05 
       7.767213349400e+01       2.106256367533e-04      -1.320008519863e+00       2.670082399769e-05       9.137407981514e-07       2.284351995378e-06       4.819718454573e-11       4.568703990757e-07      -9.900063899022e-01       2.670082602359e-05       5.839634923162e-01       6.703393587647e-01      -1.320008453557e+00       2.669022362183e-05       2.731720226185e-04      -1.320008453557e+00       2.669022362183e-05       2.731720226185e-04      -9.900064579944e-01       2.671519240512e-05      -9.900063987740e-01       2.670426284437e-05 
       7.834866524766e+01       2.127087712477e-04      -1.319815069208e+00       2.690446229532e-05       9.389306506864e-07       2.347326626716e-06       5.051050683305e-11       4.694653253432e-07      -9.898613019128e-01       2.690446464781e-05       5.842003484872e-01       6.703937657038e-01      -1.319814993209e+00       2.689357056868e-05       2.780046050021e-04      -1.319814993209e+00       2.689357056868e-05       2.780046050021e-04      -9.898613798436e-01       2.691918464334e-05      -9.898613132653e-01       2.690836211977e-05 
       7.948939917592e+01       2.162309694175e-04      -1.319556740612e+00       2.724833029293e-05       9.825382895836e-07       2.456345723959e-06       5.462152312678e-11       4.912691447918e-07      -9.896675554688e-01       2.724833323278e-05       5.845859236423e-01       6.704686434881e-01      -1.319556647666e+00       2.723693437491e-05       2.862361191978e-04      -1.319556647666e+00       2.723693437491e-05       2.862361191978e-04      -9.896676505368e-01       2.726366175031e-05      -9.896675717140e-01       2.725301551543e-05 
       8.063013310418e+01       2.197653722211e-04      -1.319378380526e+00       2.759278753816e-05       1.027595551749e-06       2.568988879373e-06       5.900921659185e-11       5.137977758746e-07      -9.895337854076e-01       2.759279111348e-05       5.849550120883e-01       6.705236600124e-01      -1.319378269852e+00       2.758087095407e-05       2.945720581104e-04      -1.319378269852e+00       2.758087095407e-05       2.945720581104e-04      -9.895338983159e-01       2.760874365093e-05      -9.895338074466e-01       2.759826863537e-05 
       8.177086703244e+01       2.233119793159e-04      -1.319274260574e+00       2.793778508539e-05       1.074132149025e-06       2.685330372564e-06       6.368851968300e-11       5.370660745127e-07      -9.894556954479e-01       2.793778934670e-05       5.853085488890e-01       6.705602475854e-01      -1.319274131369e+00       2.792533107973e-05       3.030125850937e-04      -1.319274131369e+00       2.792533107973e-05       3.030125850937e-04      -9.894558269171e-01       2.795438150041e-05      -9.894557241940e-01       2.794407284747e-05 
       8.291160096070e+01       2.268707910459e-04      -1.319239222622e+00       2.828327988888e-05       1.122177410131e-06       2.805443525327e-06       6.867491853720e-11       5.610887050654e-07      -9.894294169890e-01       2.828328488918e-05       5.856473800732e-01       6.705796959378e-01      -1.319239074055e+00       2.827027142371e-05       3.115578494595e-04      -1.319239074055e+00       2.827027142371e-05       3.115578494595e-04      -9.894295677577e-01       2.830053235227e-05      -9.894294533678e-01       2.829038540613e-05 
       8.405233488896e+01       2.304418071091e-04      -1.319268390204e+00       2.862922903751e-05       1.171761197533e-06       2.929402993832e-06       7.398456386082e-11       5.858805987664e-07      -9.894512926822e-01       2.862923483239e-05       5.859723201006e-01       6.705832243666e-01      -1.319268221419e+00       2.861564879085e-05       3.202079872502e-04      -1.319268221419e+00       2.861564879085e-05       3.202079872502e-04      -9.894514635069e-01       2.864715339293e-05      -9.894513376322e-01       2.863716368781e-05 
       8.519306881722e+01       2.340250277112e-04      -1.319357346950e+00       2.897559434011e-05       1.222913520015e-06       3.057283800036e-06       7.963423615459e-11       6.114567600073e-07      -9.895180102489e-01       2.897560098781e-05       5.862841110628e-01       6.705719371303e-01      -1.319357157064e+00       2.896142470442e-05       3.289631220899e-04      -1.319357157064e+00       2.896142470442e-05       3.289631220899e-04      -9.895182019042e-01       2.899420652713e-05      -9.895180647215e-01       2.898436977708e-05 
       8.633380274549e+01       2.376204527969e-04      -1.319501964224e+00       2.932233896282e-05       1.275664391024e-06       3.189160977559e-06       8.564135568212e-11       6.378321955118e-07      -9.896264732123e-01       2.932234652431e-05       5.865834564628e-01       6.705468665388e-01      -1.319501752326e+00       2.930756204344e-05       3.378233659978e-04      -1.319501752326e+00       2.930756204344e-05       3.378233659978e-04      -9.896266864910e-01       2.934165501518e-05      -9.896265381725e-01       2.933196710458e-05 
       8.822759041633e+01       2.436163409825e-04      -1.319854776580e+00       2.989873167462e-05       1.366849991365e-06       3.417124978412e-06       9.645242498260e-11       6.834249956824e-07      -9.898910824952e-01       2.989874089539e-05       5.870546898320e-01       6.704773554257e-01      -1.319854526057e+00       2.988290628255e-05       3.527650473266e-04      -1.319854526057e+00       2.988290628255e-05       3.527650473266e-04      -9.898913334717e-01       2.991925190084e-05      -9.898911670338e-01       2.990980242913e-05 
       9.012137808717e+01       2.496458659877e-04      -1.320334840334e+00       3.047593180148e-05       1.462664641161e-06       3.656661602903e-06       1.083859501365e-10       7.313323205805e-07      -9.902511303300e-01       3.047594287081e-05       5.874961651448e-01       6.703763955803e-01      -1.320334548474e+00       3.045900649228e-05       3.679970946985e-04      -1.320334548474e+00       3.045900649228e-05       3.679970946985e-04      -9.902514213238e-01       3.049770105910e-05      -9.902512372083e-01       3.048847981384e-05 
       9.201516575802e+01       2.557090276228e-04      -1.320928189073e+00       3.105380800796e-05       1.563249944730e-06       3.908124861824e-06       1.215346234734e-10       7.816249723648e-07      -9.906961419073e-01       3.105382112916e-05       5.879103653331e-01       6.702474790734e-01      -1.320927853031e+00       3.103572999730e-05       3.835198392307e-04      -1.320927853031e+00       3.103572999730e-05       3.835198392307e-04      -9.906964753230e-01       3.107687155418e-05      -9.906962739529e-01       3.106786895532e-05 
       9.390895342886e+01       2.618058258157e-04      -1.321622485065e+00       3.163224208655e-05       1.668749330651e-06       4.171873326626e-06       1.359969621974e-10       8.343746653253e-07      -9.912168639278e-01       3.163225747770e-05       5.882995213009e-01       6.700936907271e-01      -1.321622101863e+00       3.161295723990e-05       3.993335481885e-04      -1.321622101863e+00       3.161295723990e-05       3.993335481885e-04      -9.912172422556e-01       3.165664556518e-05      -9.912170240363e-01       3.164785261405e-05 
       9.580274109971e+01       2.679362606231e-04      -1.322406811325e+00       3.221112764414e-05       1.779308079497e-06       4.448270198742e-06       1.518775736494e-10       8.896540397484e-07      -9.918051086540e-01       3.221114553876e-05       5.886656402250e-01       6.699177601054e-01      -1.322406377845e+00       3.219058046678e-05       4.154384310006e-04      -1.322406377845e+00       3.219058046678e-05       4.154384310006e-04      -9.918055344704e-01       3.223691707247e-05      -9.918052997910e-01       3.222832530572e-05 
       9.769652877055e+01       2.741003320977e-04      -1.323271470113e+00       3.279036833929e-05       1.895073310772e-06       4.737683276931e-06       1.692874259552e-10       9.475366553862e-07      -9.924536027820e-01       3.279038898705e-05       5.890105352386e-01       6.697221118971e-01      -1.323270983098e+00       3.276850196667e-05       4.318346448859e-04      -1.323270983098e+00       3.276850196667e-05       4.318346448859e-04      -9.924540787505e-01       3.281759009503e-05      -9.924538279843e-01       3.280919154309e-05 
       9.959031644140e+01       2.802980402515e-04      -1.324207824276e+00       3.336987666811e-05       2.016193997970e-06       5.040484994924e-06       1.883441305651e-10       1.008096998985e-06      -9.931558684457e-01       3.336990033557e-05       5.893358482846e-01       6.695089055872e-01      -1.324207280320e+00       3.334663285650e-05       4.485222997774e-04      -1.324207280320e+00       3.334663285650e-05       4.485222997774e-04      -9.931563973177e-01       3.339857747641e-05      -9.931561308233e-01       3.339036462592e-05 
       1.020863642935e+02       2.885181197517e-04      -1.325538584977e+00       3.413395535280e-05       2.184269525460e-06       5.460673813649e-06       2.161883589116e-10       1.092134762730e-06      -9.941539390365e-01       3.413398343740e-05       5.897371981415e-01       6.692042975270e-01      -1.325537960521e+00       3.410880473116e-05       4.709622551781e-04      -1.325537960521e+00       3.410880473116e-05       4.709622551781e-04      -9.941545419882e-01       3.416467752089e-05      -9.941542552887e-01       3.415669865992e-05 
       1.045824121456e+02       2.967966318781e-04      -1.326965088782e+00       3.489819823488e-05       2.362261531048e-06       5.905653827620e-06       2.474151894504e-10       1.181130765524e-06      -9.952238169660e-01       3.489823127287e-05       5.901101557791e-01       6.688763894957e-01      -1.326964377302e+00       3.487103400973e-05       4.939086562431e-04      -1.326964377302e+00       3.487103400973e-05       4.939086562431e-04      -9.952244991339e-01       3.493102424423e-05      -9.952241927989e-01       3.492326793633e-05 
       1.070784599977e+02       3.051335765643e-04      -1.328473943294e+00       3.566246126118e-05       2.550527793674e-06       6.376319484186e-06       2.823525932056e-10       1.275263896837e-06      -9.963554579393e-01       3.566249983367e-05       5.904574145214e-01       6.685285296677e-01      -1.328473137907e+00       3.563317341232e-05       5.173614478408e-04      -1.328473137907e+00       3.563317341232e-05       5.173614478408e-04      -9.963562246653e-01       3.569747428720e-05      -9.963558992368e-01       3.568992989901e-05 
       1.095745078497e+02       3.135289541949e-04      -1.330053608026e+00       3.642661886221e-05       2.749435295109e-06       6.873588237773e-06       3.213538439100e-10       1.374717647555e-06      -9.975402065924e-01       3.642666359775e-05       5.907813442116e-01       6.681636031281e-01      -1.330052701477e+00       3.639509411860e-05       5.413204818136e-04      -1.330052701477e+00       3.639509411860e-05       5.413204818136e-04      -9.975410634254e-01       3.646390273674e-05      -9.975407194198e-01       3.645656036473e-05 
       1.120705557018e+02       3.219827642429e-04      -1.331693943831e+00       3.719055655025e-05       2.959365285025e-06       7.398413212563e-06       3.648005238621e-10       1.479682642513e-06      -9.987704585659e-01       3.719060812758e-05       5.910840711416e-01       6.677841445276e-01      -1.331692928482e+00       3.715667836696e-05       5.657855271499e-04      -1.331692928482e+00       3.715667836696e-05       5.657855271499e-04      -9.987714112630e-01       3.723019572476e-05      -9.987710491730e-01       3.722304613006e-05 
       1.145666035539e+02       3.304950072460e-04      -1.333386260063e+00       3.795417684664e-05       3.180727508342e-06       7.951818770855e-06       4.131086079091e-10       1.590363754171e-06      -1.000039695878e+00       3.795423599793e-05       5.913674539285e-01       6.673923263030e-01      -1.333385127884e+00       3.791782538297e-05       5.907562794049e-04      -1.333385127884e+00       3.791782538297e-05       5.907562794049e-04      -1.000040750406e+00       3.799625635622e-05      -1.000040370702e+00       3.798929090663e-05 
       1.170626514060e+02       3.390656827893e-04      -1.335122858713e+00       3.871738986015e-05       3.413994233836e-06       8.534985584590e-06       4.667422728606e-10       1.706997116918e-06      -1.001342145024e+00       3.871745737539e-05       5.916331664914e-01       6.669900726545e-01      -1.335121601268e+00       3.867844195899e-05       6.162323685073e-04      -1.335121601268e+00       3.867844195899e-05       6.162323685073e-04      -1.001343307561e+00       3.876199528852e-05      -1.001342910692e+00       3.875520590677e-05 
