# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  345       3.542113587551e-10       2.319091044196e-12       1.315304144927e-11       0.000000000000e+00       2.585536691044e-13       4.629220251249e-14       2.297558692572e-15 
  346       3.505207413282e-10       2.340863608624e-12       1.297974578557e-11       0.000000000000e+00       2.561314582652e-13       4.560585413223e-14       2.297545645101e-15 
  347       3.468767266809e-10       2.362352984573e-12       1.280249640448e-11       0.000000000000e+00       2.537355995379e-13       4.492686571225e-14       2.297290624802e-15 
  348       3.432804845713e-10       2.383546664008e-12       1.262137016616e-11       0.000000000000e+00       2.513649899611e-13       4.425487806522e-14       2.296795197286e-15 
  349       3.397330857407e-10       2.404433101240e-12       1.243644277433e-11       0.000000000000e+00       2.490186893514e-13       4.358958807171e-14       2.296060871384e-15 
  350       3.362351954784e-10       2.425005168222e-12       1.224777784668e-11       0.000000000000e+00       2.466965404237e-13       4.293095716324e-14       2.295088655934e-15 
  351       3.327873672013e-10       2.445256840940e-12       1.205543742650e-11       0.000000000000e+00       2.443985737608e-13       4.227901130041e-14       2.293879486011e-15 
  352       3.293901417277e-10       2.465182077800e-12       1.185948555081e-11       0.000000000000e+00       2.421248062902e-13       4.163377323853e-14       2.292434367596e-15 
  353       3.260440471137e-10       2.484774819805e-12       1.165998826526e-11       0.000000000000e+00       2.398752411427e-13       4.099526249348e-14       2.290754378160e-15 
  354       3.227495984899e-10       2.504028990733e-12       1.145701363896e-11       0.000000000000e+00       2.376498675113e-13       4.036349530750e-14       2.288840667251e-15 
  355       3.195072978967e-10       2.522938497318e-12       1.125063177931e-11       0.000000000000e+00       2.354486605107e-13       3.973848461500e-14       2.286694457073e-15 
  356       3.163176341211e-10       2.541497229419e-12       1.104091484691e-11       0.000000000000e+00       2.332715810357e-13       3.912024000837e-14       2.284317043076e-15 
  357       3.131810825329e-10       2.559699060209e-12       1.082793707036e-11       0.000000000000e+00       2.311185756206e-13       3.850876770380e-14       2.281709794536e-15 
  358       3.100981049207e-10       2.577537846343e-12       1.061177476109e-11       0.000000000000e+00       2.289895762980e-13       3.790407050706e-14       2.278874155140e-15 
  359       3.070691493283e-10       2.595007428141e-12       1.039250632830e-11       0.000000000000e+00       2.268845004577e-13       3.730614777935e-14       2.275811643571e-15 
  360       3.040946498905e-10       2.612101629763e-12       1.017021229371e-11       0.000000000000e+00       2.248032507062e-13       3.671499540305e-14       2.272523854091e-15 
  361       3.011750266699e-10       2.628814259388e-12       9.944975306480e-12       0.000000000000e+00       2.227457147249e-13       3.613060574762e-14       2.269012457126e-15 
  362       2.983106854927e-10       2.645139109392e-12       9.716880158011e-12       0.000000000000e+00       2.207117651295e-13       3.555296763530e-14       2.265279199850e-15 
  363       2.955020177849e-10       2.661069956524e-12       9.486013796835e-12       0.000000000000e+00       2.187012593294e-13       3.498206630700e-14       2.261325906767e-15 
  364       2.927494004088e-10       2.676600562086e-12       9.252465343444e-12       0.000000000000e+00       2.167140393858e-13       3.441788338809e-14       2.257154480298e-15 
  365       2.900531954989e-10       2.691724672106e-12       9.016326105143e-12       0.000000000000e+00       2.147499318714e-13       3.386039685418e-14       2.252766901363e-15 
  366       2.874137502983e-10       2.706436017522e-12       8.777689590904e-12       0.000000000000e+00       2.128087477291e-13       3.330958099697e-14       2.248165229968e-15 
  367       2.848313969947e-10       2.720728314356e-12       8.536651526210e-12       0.000000000000e+00       2.108902821309e-13       3.276540639003e-14       2.243351605785e-15 
  368       2.823064525568e-10       2.734595263889e-12       8.293309867914e-12       0.000000000000e+00       2.089943143373e-13       3.222783985461e-14       2.238328248739e-15 
  369       2.798392185704e-10       2.748030552845e-12       8.047764819080e-12       0.000000000000e+00       2.071206075558e-13       3.169684442548e-14       2.233097459590e-15 
  370       2.774299810749e-10       2.761027853564e-12       7.800118843840e-12       0.000000000000e+00       2.052689088002e-13       3.117237931669e-14       2.227661620519e-15 
  371       2.750790103988e-10       2.773580824180e-12       7.550476682240e-12       0.000000000000e+00       2.034389487492e-13       3.065439988743e-14       2.222023195712e-15 
  372       2.727865609967e-10       2.785683108801e-12       7.298945365094e-12       0.000000000000e+00       2.016304416062e-13       3.014285760779e-14       2.216184731943e-15 
  373       2.705528712850e-10       2.797328337685e-12       7.045634228828e-12       0.000000000000e+00       1.998430849572e-13       2.963770002462e-14       2.210148859158e-15 
  374       2.683781634784e-10       2.808510127415e-12       6.790654930338e-12       0.000000000000e+00       1.980765596308e-13       2.913887072729e-14       2.203918291059e-15 
  375       2.662626434257e-10       2.819222081083e-12       6.534121461835e-12       0.000000000000e+00       1.963305295565e-13       2.864630931354e-14       2.197495825690e-15 
  376       2.642065004465e-10       2.829457788462e-12       6.276150165695e-12       0.000000000000e+00       1.946046416238e-13       2.815995135525e-14       2.190884346020e-15 
  377       2.622099071672e-10       2.839210826186e-12       6.016859749312e-12       0.000000000000e+00       1.928985255417e-13       2.767972836428e-14       2.184086820525e-15 
  378       2.602730193570e-10       2.848474757926e-12       5.756371299948e-12       0.000000000000e+00       1.912117936970e-13       2.720556775828e-14       2.177106303774e-15 
  379       2.583959757643e-10       2.857243134572e-12       5.494808299580e-12       0.000000000000e+00       1.895440410136e-13       2.673739282646e-14       2.169945937016e-15 
  380       2.565788979532e-10       2.865509494404e-12       5.232296639752e-12       0.000000000000e+00       1.878948448116e-13       2.627512269546e-14       2.162608948757e-15 
  381       2.548218901390e-10       2.873267363275e-12       4.968964636428e-12       0.000000000000e+00       1.862637646661e-13       2.581867229510e-14       2.155098655351e-15 
  382       2.531250390250e-10       2.880510254785e-12       4.704943044836e-12       0.000000000000e+00       1.846503422662e-13       2.536795232422e-14       2.147418461579e-15 
  383       2.514884136385e-10       2.887231670463e-12       4.440365074324e-12       0.000000000000e+00       1.830541012742e-13       2.492286921648e-14       2.139571861237e-15 
  384       2.499120651669e-10       2.893425099940e-12       4.175366403208e-12       0.000000000000e+00       1.814745471842e-13       2.448332510619e-14       2.131562437718e-15 
  385       2.483960267941e-10       2.899084021127e-12       3.910085193621e-12       0.000000000000e+00       1.799111671815e-13       2.404921779408e-14       2.123393864596e-15 
  386       2.469403135368e-10       2.904201900399e-12       3.644662106364e-12       0.000000000000e+00       1.783634300012e-13       2.362044071315e-14       2.115069906210e-15 
  387       2.455449220801e-10       2.908772192762e-12       3.379240315758e-12       0.000000000000e+00       1.768307857878e-13       2.319688289444e-14       2.106594418250e-15 
  388       2.442098139841e-10       2.912789505501e-12       3.113953413929e-12       0.000000000000e+00       1.753127645054e-13       2.277845037555e-14       2.097970911735e-15 
  389       2.429348649426e-10       2.916253136711e-12       2.848888594567e-12       0.000000000000e+00       1.738092755181e-13       2.236513137868e-14       2.089201225783e-15 
  390       2.417199133044e-10       2.919163669471e-12       2.584122121170e-12       0.000000000000e+00       1.723203189390e-13       2.195693350353e-14       2.080286806343e-15 
  391       2.405647763563e-10       2.921521821438e-12       2.319731318465e-12       0.000000000000e+00       1.708458880283e-13       2.155386248765e-14       2.071229138551e-15 
  392       2.394692501458e-10       2.923328445945e-12       2.055794577623e-12       0.000000000000e+00       1.693859691297e-13       2.115592218931e-14       2.062029746966e-15 
  393       2.384331093040e-10       2.924584533106e-12       1.792391361485e-12       0.000000000000e+00       1.679405416087e-13       2.076311457037e-14       2.052690195810e-15 
  394       2.374561068688e-10       2.925291210919e-12       1.529602209781e-12       0.000000000000e+00       1.665095777892e-13       2.037543967912e-14       2.043212089200e-15 
  395       2.365379741078e-10       2.925449746369e-12       1.267508744351e-12       0.000000000000e+00       1.650930428913e-13       1.999289563313e-14       2.033597071390e-15 
  396       2.356784203413e-10       2.925061546528e-12       1.006193674370e-12       0.000000000000e+00       1.636908949682e-13       1.961547860216e-14       2.023846827007e-15 
  397       2.348771327652e-10       2.924128159660e-12       7.457408015671e-13       0.000000000000e+00       1.623030848442e-13       1.924318279095e-14       2.013963081283e-15 
  398       2.341337762740e-10       2.922651276324e-12       4.862350254459e-13       0.000000000000e+00       1.609295560513e-13       1.887600042210e-14       2.003947600300e-15 
  399       2.334479932840e-10       2.920632730475e-12       2.277623485090e-13       0.000000000000e+00       1.595702447672e-13       1.851392171895e-14       1.993802191220e-15 
  400       2.328194035559e-10       2.918074500566e-12      -2.959011852249e-14       0.000000000000e+00       1.582250797520e-13       1.815693488841e-14       1.983528702526e-15 
  401       2.322476040181e-10       2.914978710655e-12      -2.857341514865e-13       0.000000000000e+00       1.568939822863e-13       1.780502610383e-14       1.973129024257e-15 
  402       2.317321685897e-10       2.911347631500e-12      -5.405804075590e-13       0.000000000000e+00       1.555768661079e-13       1.745817948786e-14       1.962605088246e-15 
  403       2.312726480030e-10       2.907183681671e-12      -7.940384200319e-13       0.000000000000e+00       1.542736373492e-13       1.711637709529e-14       1.951958868355e-15 
  404       2.308685696272e-10       2.902489428646e-12      -1.046016593092e-12       0.000000000000e+00       1.529841944751e-13       1.677959889594e-14       1.941192380716e-15 
  405       2.305194372908e-10       2.897267589914e-12      -1.296422196600e-12       0.000000000000e+00       1.517084282196e-13       1.644782275746e-14       1.930307683964e-15 
  406       2.302247311049e-10       2.891521034081e-12      -1.545161360866e-12       0.000000000000e+00       1.504462215237e-13       1.612102442825e-14       1.919306879476e-15 
  407       2.299839072862e-10       2.885252781971e-12      -1.792139071432e-12       0.000000000000e+00       1.491974494726e-13       1.579917752030e-14       1.908192111606e-15 
  408       2.297963979795e-10       2.878466007726e-12      -2.037259163848e-12       0.000000000000e+00       1.479619792328e-13       1.548225349201e-14       1.896965567925e-15 
  409       2.296616110815e-10       2.871164039915e-12      -2.280424318451e-12       0.000000000000e+00       1.467396699897e-13       1.517022163109e-14       1.885629479455e-15 
  410       2.295789300630e-10       2.863350362629e-12      -2.521536055144e-12       0.000000000000e+00       1.455303728848e-13       1.486304903740e-14       1.874186120909e-15 
  411       2.295477137923e-10       2.855028616588e-12      -2.760494728171e-12       0.000000000000e+00       1.443339309534e-13       1.456070060581e-14       1.862637810923e-15 
  412       2.295672963583e-10       2.846202600246e-12      -2.997199520901e-12       0.000000000000e+00       1.431501790613e-13       1.426313900906e-14       1.850986912300e-15 
  413       2.296369868931e-10       2.836876270888e-12      -3.231548440604e-12       0.000000000000e+00       1.419789438428e-13       1.397032468060e-14       1.839235832240e-15 
  414       2.297560693950e-10       2.827053745735e-12      -3.463438313228e-12       0.000000000000e+00       1.408200436374e-13       1.368221579747e-14       1.827387022582e-15 
  415       2.299238025520e-10       2.816739303047e-12      -3.692764778177e-12       0.000000000000e+00       1.396732884277e-13       1.339876826316e-14       1.815442980037e-15 
  416       2.301394195643e-10       2.805937383229e-12      -3.919422283094e-12       0.000000000000e+00       1.385384797767e-13       1.311993569044e-14       1.803406246429e-15 
  417       2.304021279673e-10       2.794652589924e-12      -4.143304078635e-12       0.000000000000e+00       1.374154107645e-13       1.284566938424e-14       1.791279408928e-15 
  418       2.307111094548e-10       2.782889691128e-12      -4.364302213249e-12       0.000000000000e+00       1.363038659266e-13       1.257591832448e-14       1.779065100290e-15 
  419       2.310655197019e-10       2.770653620283e-12      -4.582307527956e-12       0.000000000000e+00       1.352036211905e-13       1.231062914898e-14       1.766765999094e-15 
  420       2.314644881878e-10       2.757949477384e-12      -4.797209651127e-12       0.000000000000e+00       1.341144438133e-13       1.204974613627e-14       1.754384829974e-15 
  421       2.319071180192e-10       2.744782530080e-12      -5.008896993260e-12       0.000000000000e+00       1.330360923191e-13       1.179321118844e-14       1.741924363864e-15 
  422       2.323924857529e-10       2.731158214779e-12      -5.217256741760e-12       0.000000000000e+00       1.319683164363e-13       1.154096381406e-14       1.729387418228e-15 
  423       2.329196412188e-10       2.717082137747e-12      -5.422174855719e-12       0.000000000000e+00       1.309108570349e-13       1.129294111096e-14       1.716776857300e-15 
  424       2.334876073432e-10       2.702560076216e-12      -5.623536060689e-12       0.000000000000e+00       1.298634460638e-13       1.104907774914e-14       1.704095592321e-15 
  425       2.340953799713e-10       2.687597979479e-12      -5.821223843467e-12       0.000000000000e+00       1.288258064883e-13       1.080930595361e-14       1.691346581775e-15 
  426       2.347419276909e-10       2.672201970001e-12      -6.015120446870e-12       0.000000000000e+00       1.277976522273e-13       1.057355548724e-14       1.678532831628e-15 
  427       2.354262742624e-10       2.656378572732e-12      -6.205121076668e-12       0.000000000000e+00       1.267787376727e-13       1.034176319565e-14       1.665657059026e-15 
  428       2.361477493623e-10       2.640135409417e-12      -6.391177065366e-12       0.000000000000e+00       1.257690082298e-13       1.011390203439e-14       1.652720670325e-15 
  429       2.369057460227e-10       2.623480530079e-12      -6.573254166666e-12       0.000000000000e+00       1.247684547754e-13       9.889952995587e-15       1.639724748758e-15 
  430       2.376996386717e-10       2.606422188184e-12      -6.751318480085e-12       0.000000000000e+00       1.237770645083e-13       9.669895624370e-15       1.626670387850e-15 
  431       2.385287830111e-10       2.588968841891e-12      -6.925336455073e-12       0.000000000000e+00       1.227948209195e-13       9.453708007957e-15       1.613558691425e-15 
  432       2.393925158933e-10       2.571129155309e-12      -7.095274895113e-12       0.000000000000e+00       1.218217037622e-13       9.241366764815e-15       1.600390773632e-15 
  433       2.402901551983e-10       2.552911999747e-12      -7.261100961842e-12       0.000000000000e+00       1.208576890212e-13       9.032847033792e-15       1.587167758955e-15 
  434       2.412209997114e-10       2.534326454965e-12      -7.422782179155e-12       0.000000000000e+00       1.199027488833e-13       8.828122463254e-15       1.573890782228e-15 
  435       2.421843290001e-10       2.515381810430e-12      -7.580286437316e-12       0.000000000000e+00       1.189568517070e-13       8.627165200216e-15       1.560560988656e-15 
  436       2.431794032914e-10       2.496087566565e-12      -7.733581997070e-12       0.000000000000e+00       1.180199619922e-13       8.429945879482e-15       1.547179533828e-15 
  437       2.442054633492e-10       2.476453436006e-12      -7.882637493752e-12       0.000000000000e+00       1.170920403506e-13       8.236433612780e-15       1.533747583731e-15 
  438       2.452617303512e-10       2.456489344848e-12      -8.027421941398e-12       0.000000000000e+00       1.161730434750e-13       8.046595977896e-15       1.520266314771e-15 
  439       2.463474057663e-10       2.436205433904e-12      -8.167904736857e-12       0.000000000000e+00       1.152629241098e-13       7.860399007813e-15       1.506736913784e-15 
  440       2.474616712320e-10       2.415612059954e-12      -8.304055663897e-12       0.000000000000e+00       1.143616310204e-13       7.677807179844e-15       1.493160578055e-15 
  441       2.486036884311e-10       2.394719796997e-12      -8.435844897318e-12       0.000000000000e+00       1.134691089633e-13       7.498783404767e-15       1.479538515334e-15 
  442       2.497725989696e-10       2.373539437506e-12      -8.563243007064e-12       0.000000000000e+00       1.125852986560e-13       7.323289015963e-15       1.465871943850e-15 
  443       2.509675242535e-10       2.352081993679e-12      -8.686220962331e-12       0.000000000000e+00       1.117101367471e-13       7.151283758553e-15       1.452162092328e-15 
  444       2.521875653660e-10       2.330358698691e-12      -8.804750135676e-12       0.000000000000e+00       1.108435557857e-13       6.982725778529e-15       1.438410200005e-15 
  445       2.534318029449e-10       2.308381007947e-12      -8.918802307132e-12       0.000000000000e+00       1.099854841918e-13       6.817571611895e-15       1.424617516648e-15 
  446       2.546992970598e-10       2.286160600335e-12      -9.028349668313e-12       0.000000000000e+00       1.091358462258e-13       6.655776173798e-15       1.410785302565e-15 
  447       2.559890870893e-10       2.263709379478e-12      -9.133364826530e-12       0.000000000000e+00       1.082945619588e-13       6.497292747667e-15       1.396914828627e-15 
  448       2.573001915981e-10       2.241039474988e-12      -9.233820808894e-12       0.000000000000e+00       1.074615472422e-13       6.342072974350e-15       1.383007376278e-15 
  449       2.586316082145e-10       2.218163243714e-12      -9.329691066434e-12       0.000000000000e+00       1.066367136775e-13       6.190066841243e-15       1.369064237556e-15 
  450       2.599823135073e-10       2.195093271000e-12      -9.420949478202e-12       0.000000000000e+00       1.058199685868e-13       6.041222671434e-15       1.355086715107e-15 
  451       2.613512628633e-10       2.171842371936e-12      -9.507570355387e-12       0.000000000000e+00       1.050112149820e-13       5.895487112835e-15       1.341076122200e-15 
  452       2.627373903642e-10       2.148423592605e-12      -9.589528445422e-12       0.000000000000e+00       1.042103515350e-13       5.752805127316e-15       1.327033782745e-15 
  453       2.641396086644e-10       2.124850211346e-12      -9.666798936095e-12       0.000000000000e+00       1.034172725475e-13       5.613119979843e-15       1.312961031306e-15 
  454       2.655568088676e-10       2.101135739995e-12      -9.739357459664e-12       0.000000000000e+00       1.026318679213e-13       5.476373227615e-15       1.298859213121e-15 
  455       2.669878604042e-10       2.077293925148e-12      -9.807180096959e-12       0.000000000000e+00       1.018540231276e-13       5.342504709196e-15       1.284729684115e-15 
  456       2.684316109089e-10       2.053338749405e-12      -9.870243381500e-12       0.000000000000e+00       1.010836191773e-13       5.211452533654e-15       1.270573810916e-15 
  457       2.698868860973e-10       2.029284432627e-12      -9.928524303602e-12       0.000000000000e+00       1.003205325907e-13       5.083153069697e-15       1.256392970874e-15 
  458       2.713524896438e-10       2.005145433187e-12      -9.982000314491e-12       0.000000000000e+00       9.956463536751e-14       4.957540934803e-15       1.242188552071e-15 
  459       2.728272030581e-10       1.980936449226e-12      -1.003064933041e-11       0.000000000000e+00       9.881579495677e-14       4.834548984366e-15       1.227961953346e-15 
  460       2.743097855631e-10       1.956672419899e-12      -1.007444973672e-11       0.000000000000e+00       9.807387422664e-14       4.714108300821e-15       1.213714584301e-15 
  461       2.757989739717e-10       1.932368526631e-12      -1.011338039204e-11       0.000000000000e+00       9.733873143438e-14       4.596148182787e-15       1.199447865324e-15 
  462       2.772934825641e-10       1.908040194372e-12      -1.014742063232e-11       0.000000000000e+00       9.661022019620e-14       4.480596134201e-15       1.185163227603e-15 
  463       2.787920029652e-10       1.883703092846e-12      -1.017655027498e-11       0.000000000000e+00       9.588818945721e-14       4.367377853452e-15       1.170862113141e-15 
  464       2.802932040217e-10       1.859373137803e-12      -1.020074962300e-11       0.000000000000e+00       9.517248346127e-14       4.256417222517e-15       1.156545974772e-15 
  465       2.817957316792e-10       1.835066492275e-12      -1.021999946906e-11       0.000000000000e+00       9.446294172093e-14       4.147636296099e-15       1.142216276179e-15 
  466       2.832983499848e-10       1.810798522754e-12      -1.023428937048e-11       0.000000000000e+00       9.375942588356e-14       4.040968068711e-15       1.127874456240e-15 
  467       2.848003691849e-10       1.786580629352e-12      -1.024364274995e-11       0.000000000000e+00       9.306190131362e-14       3.936395236382e-15       1.113521820819e-15 
  468       2.863012307422e-10       1.762423319214e-12      -1.024809258604e-11       0.000000000000e+00       9.237035799645e-14       3.833912622894e-15       1.099159647628e-15 
  469       2.878003673724e-10       1.738337243319e-12      -1.024767322177e-11       0.000000000000e+00       9.168478385685e-14       3.733514507345e-15       1.084789221592e-15 
  470       2.892972029999e-10       1.714333197160e-12      -1.024242037325e-11       0.000000000000e+00       9.100516474380e-14       3.635194620330e-15       1.070411834841e-15 
  471       2.907911527123e-10       1.690422121417e-12      -1.023237113841e-11       0.000000000000e+00       9.033148441521e-14       3.538946140122e-15       1.056028786708e-15 
  472       2.922816227160e-10       1.666615102637e-12      -1.021756400559e-11       0.000000000000e+00       8.966372452265e-14       3.444761688857e-15       1.041641383727e-15 
  473       2.937680102905e-10       1.642923373909e-12      -1.019803886229e-11       0.000000000000e+00       8.900186459606e-14       3.352633328712e-15       1.027250939624e-15 
  474       2.952497037443e-10       1.619358315536e-12      -1.017383700378e-11       0.000000000000e+00       8.834588202850e-14       3.262552558088e-15       1.012858775318e-15 
  475       2.967260823692e-10       1.595931455718e-12      -1.014500114183e-11       0.000000000000e+00       8.769575206085e-14       3.174510307792e-15       9.984662189182e-16 
  476       2.981965163959e-10       1.572654471223e-12      -1.011157541332e-11       0.000000000000e+00       8.705144776659e-14       3.088496937218e-15       9.840746057145e-16 
  477       2.996603669485e-10       1.549539188067e-12      -1.007360538895e-11       0.000000000000e+00       8.641294003649e-14       3.004502230532e-15       9.696852781797e-16 
  478       3.011169860003e-10       1.526597582187e-12      -1.003113808190e-11       0.000000000000e+00       8.578019756334e-14       2.922515392846e-15       9.552995859630e-16 
  479       3.025657163279e-10       1.503841780119e-12      -9.984221956505e-12       0.000000000000e+00       8.515318682670e-14       2.842525046410e-15       9.409188858867e-16 
  480       3.040058914671e-10       1.481284059673e-12      -9.932906936919e-12       0.000000000000e+00       8.453187207762e-14       2.764519226784e-15       9.265445419428e-16 
  481       3.054368356673e-10       1.458936850612e-12      -9.877244415789e-12       0.000000000000e+00       8.391621532337e-14       2.688485379028e-15       9.121779252891e-16 
  482       3.068578638470e-10       1.436812735324e-12      -9.817287262929e-12       0.000000000000e+00       8.330617631217e-14       2.614410353875e-15       8.978204142457e-16 
  483       3.082682815486e-10       1.414924449503e-12      -9.753089833988e-12       0.000000000000e+00       8.270171251793e-14       2.542280403922e-15       8.834733942910e-16 
  484       3.096673848934e-10       1.393284882821e-12      -9.684707979121e-12       0.000000000000e+00       8.210277912495e-14       2.472081179806e-15       8.691382580583e-16 
  485       3.110544605370e-10       1.371907079605e-12      -9.612199051661e-12       0.000000000000e+00       8.150932901268e-14       2.403797726384e-15       8.548164053321e-16 
  486       3.124287856239e-10       1.350804239517e-12      -9.535621916790e-12       0.000000000000e+00       8.092131274045e-14       2.337414478922e-15       8.405092430441e-16 
  487       3.137896277426e-10       1.329989718226e-12      -9.455036960211e-12       0.000000000000e+00       8.033867853218e-14       2.272915259269e-15       8.262181852700e-16 
  488       3.151362448811e-10       1.309477028085e-12      -9.370506096814e-12       0.000000000000e+00       7.976137226112e-14       2.210283272043e-15       8.119446532255e-16 
  489       3.164678853813e-10       1.289279838809e-12      -9.282092779356e-12       0.000000000000e+00       7.918933743458e-14       2.149501100813e-15       7.976900752624e-16 
  490       3.177837878946e-10       1.269411978149e-12      -9.189862007122e-12       0.000000000000e+00       7.862251517866e-14       2.090550704279e-15       7.834558868656e-16 
  491       3.190831813365e-10       1.249887432570e-12      -9.093880334604e-12       0.000000000000e+00       7.806084422298e-14       2.033413412451e-15       7.692435306487e-16 
  492       3.203652848421e-10       1.230720347927e-12      -8.994215880168e-12       0.000000000000e+00       7.750426088541e-14       1.978069922839e-15       7.550544563506e-16 
  493       3.216293077206e-10       1.211925030140e-12      -8.890938334725e-12       0.000000000000e+00       7.695269905680e-14       1.924500296626e-15       7.408901208321e-16 
  494       3.228744494108e-10       1.193515945870e-12      -8.784118970404e-12       0.000000000000e+00       7.640609018571e-14       1.872683954853e-15       7.267519880715e-16 
  495       3.240998994359e-10       1.175507723199e-12      -8.673830649220e-12       0.000000000000e+00       7.586436326313e-14       1.822599674604e-15       7.126415291618e-16 
  496       3.253048373586e-10       1.157915152300e-12      -8.560147831751e-12       0.000000000000e+00       7.532744480724e-14       1.774225585183e-15       6.985602223061e-16 
  497       3.264884327363e-10       1.140753186120e-12      -8.443146585800e-12       0.000000000000e+00       7.479525884809e-14       1.727539164296e-15       6.845095528147e-16 
  498       3.276498450758e-10       1.124036941051e-12      -8.322904595074e-12       0.000000000000e+00       7.426772691239e-14       1.682517234235e-15       6.704910131010e-16 
  499       3.287882237887e-10       1.107781697608e-12      -8.199501167851e-12       0.000000000000e+00       7.374476800819e-14       1.639135958061e-15       6.565061026778e-16 
  500       3.299027081461e-10       1.092002901105e-12      -8.073017245652e-12       0.000000000000e+00       7.322629860962e-14       1.597370835781e-15       6.425563281537e-16 
  501       3.309924272341e-10       1.076716162334e-12      -7.943535411912e-12       0.000000000000e+00       7.271223264165e-14       1.557196700533e-15       6.286432032296e-16 
  502       3.320564999083e-10       1.061937258236e-12      -7.811139900651e-12       0.000000000000e+00       7.220248146480e-14       1.518587714766e-15       6.147682486947e-16 
  503       3.330940347493e-10       1.047682132581e-12      -7.675916605146e-12       0.000000000000e+00       7.169695385983e-14       1.481517366424e-15       6.009329924229e-16 
  504       3.341041300175e-10       1.033966896644e-12      -7.537953086600e-12       0.000000000000e+00       7.119555601257e-14       1.445958465127e-15       5.871389693692e-16 
  505       3.350860044562e-10       1.020805942881e-12      -7.397335933301e-12       0.000000000000e+00       7.069820665922e-14       1.411885996242e-15       5.733876294210e-16 
  506       3.360393939372e-10       1.008206224825e-12      -7.254142736818e-12       0.000000000000e+00       7.020488303358e-14       1.379285781298e-15       5.596800580407e-16 
  507       3.369641661536e-10       9.961728137345e-13      -7.108449901736e-12       0.000000000000e+00       6.971557621349e-14       1.348146059544e-15       5.460172475674e-16 
  508       3.378601908216e-10       9.847107704763e-13      -6.960335281676e-12       0.000000000000e+00       6.923027607166e-14       1.318454650154e-15       5.324001885880e-16 
  509       3.387273396969e-10       9.738251453187e-13      -6.809878186722e-12       0.000000000000e+00       6.874897126760e-14       1.290198949744e-15       5.188298698897e-16 
  510       3.395654865915e-10       9.635209777203e-13      -6.657159390843e-12       0.000000000000e+00       6.827164923941e-14       1.263365929905e-15       5.053072784131e-16 
  511       3.403745073899e-10       9.538032961197e-13      -6.502261139324e-12       0.000000000000e+00       6.779829619566e-14       1.237942134717e-15       4.918333992054e-16 
  512       3.411542800655e-10       9.446771177265e-13      -6.345267156191e-12       0.000000000000e+00       6.732889710722e-14       1.213913678282e-15       4.784092153733e-16 
  513       3.419046846975e-10       9.361474483105e-13      -6.186262651640e-12       0.000000000000e+00       6.686343569913e-14       1.191266242242e-15       4.650357080361e-16 
  514       3.426256034870e-10       9.282192819922e-13      -6.025334329459e-12       0.000000000000e+00       6.640189444242e-14       1.169985073302e-15       4.517138562789e-16 
  515       3.433169207736e-10       9.208976010331e-13      -5.862570394461e-12       0.000000000000e+00       6.594425454601e-14       1.150054980759e-15       4.384446371053e-16 
  516       3.439785230522e-10       9.141873756251e-13      -5.698060559904e-12       0.000000000000e+00       6.549049594851e-14       1.131460334022e-15       4.252290253905e-16 
  517       3.446102989889e-10       9.080935636811e-13      -5.531896054925e-12       0.000000000000e+00       6.504059731008e-14       1.114185060137e-15       4.120679938348e-16 
  518       3.452121394379e-10       9.026211106249e-13      -5.364169631961e-12       0.000000000000e+00       6.459453600429e-14       1.098212641310e-15       3.989625129160e-16 
  519       3.457839374581e-10       8.977749491814e-13      -5.194975574178e-12       0.000000000000e+00       6.415228810998e-14       1.083526112431e-15       3.859135508430e-16 
  520       3.463255883291e-10       8.935599991663e-13      -5.024409702899e-12       0.000000000000e+00       6.371382840309e-14       1.070108058599e-15       3.729220735082e-16 
  521       3.468369895683e-10       8.899811672766e-13      -4.852569385027e-12       0.000000000000e+00       6.327913034852e-14       1.057940612646e-15       3.599890444413e-16 
  522       3.473180409466e-10       8.870433468804e-13      -4.679553540476e-12       0.000000000000e+00       6.284816609195e-14       1.047005452656e-15       3.471154247617e-16 
  523       3.477686445060e-10       8.847514178071e-13      -4.505462649597e-12       0.000000000000e+00       6.242090645175e-14       1.037283799497e-15       3.343021731319e-16 
  524       3.481887045749e-10       8.831102461373e-13      -4.330398760600e-12       0.000000000000e+00       6.199732091077e-14       1.028756414338e-15       3.215502457106e-16 
  525       3.485781277854e-10       8.821246839930e-13      -4.154465496989e-12       0.000000000000e+00       6.157737760824e-14       1.021403596175e-15       3.088605961051e-16 
  526       3.489368230895e-10       8.817995693278e-13      -3.977768064980e-12       0.000000000000e+00       6.116104333155e-14       1.015205179356e-15       2.962341753254e-16 
  527       3.492647017756e-10       8.821397257167e-13      -3.800413260937e-12       0.000000000000e+00       6.074828350819e-14       1.010140531103e-15       2.836719317363e-16 
